,pearson_r,spearman_rho,mean_sn,mean_mer,mean_both,var_sn,var_mer,log2fc_mer_vs_sn,abs_log2fc,det_rate_sn,det_rate_mer,det_ratio,entropy_sn,entropy_mer,max_over_mean_sn,cv_sn,cv_mer,top_ct_sn,top_ct_mer,same_top_ct,biotype,r_quintile,r_bin
CNOT4,0.3307552770129405,0.3669565217391303,0.6471589870833333,0.2646272071666667,0.45589309712500004,0.002662388281768204,0.014893932760885962,-1.2869448116313622,1.2869448116313622,0.7937699831763705,0.08743686140646753,0.1100153041223552,4.580504876363946,4.438511764401035,1.1740061950220064,0.0780518151102545,0.45146958556298467,L6 IT,L2/3 IT,False,protein_coding,Q1 (worst),0.3-0.5
CNOT6,0.6789205243876495,0.6643478260869564,0.23437083666666667,0.28405764725,0.2592142419583333,0.0020764938396697625,0.01656791141857301,0.27631812911369613,0.27631812911369613,0.46618792014676236,0.10365108287013129,0.22186165009910863,4.558412727065661,4.4518475080761934,1.4787082084487446,0.19033561086840692,0.4435940308347948,L6 IT Car3,L6 IT Car3,True,protein_coding,Q3,0.5-0.7
CNOT6L,0.7140340071673563,0.7147826086956521,0.4767738262500001,0.32233061125,0.39955221875,0.017387140931128538,0.018325707409364345,-0.5633177204541513,0.5633177204541513,0.6982221801418023,0.1005373988052741,0.14378462477389534,4.537127238294884,4.467180176478475,2.0490401238757174,0.2707447092657397,0.4111375272550518,Endothelial,Endothelial,True,protein_coding,Q3,0.7-0.9
CNOT8,0.5494602703838609,0.5426086956521738,0.13947136558333334,0.5059182141666667,0.322694789875,0.008686198328614026,0.04292681013349746,1.8514769286598962,1.8514769286598962,0.28027064230204607,0.18006319625433434,0.6401777120449392,4.3909908854930135,4.470683173564231,3.9978982615384355,0.6541662206644118,0.4009057550652255,Endothelial,Endothelial,True,protein_coding,Q2,0.5-0.7
CNP,0.972336958428059,0.2217391304347826,0.154426967,1.1806260354166664,0.6675265012083332,0.11788484506289654,0.9849171305207669,2.926464777184165,2.926464777184165,0.19198415183942633,0.5427266646678065,2.812286187724812,3.2898346285206976,4.294926416648078,11.310357471438262,2.176527425236856,0.8228975827187022,Oligodendrocyte,Oligodendrocyte,True,protein_coding,Q5 (best),>0.9
CNPY1,0.5270192866228172,0.4025312422237354,4.688519929166667e-05,0.04202345716666667,0.02103517118297917,1.1713432754540502e-08,0.000732616120132646,5.360948306628483,5.360948306628483,0.00010924743086458418,0.014761168900062393,13.307372628807485,2.354179543060525,4.307388987157963,9.826464149889775,2.2597720101502374,0.6305285478416132,Astrocyte,Astrocyte,True,protein_coding,Q2,0.5-0.7
CNR1,0.8333578006349853,0.8930434782608694,0.47182320274999995,0.44263121099999997,0.45722720687499996,0.45277041759417136,0.2865680129899175,-0.09193996662357046,0.09193996662357046,0.5000983226870146,0.07276794981202919,0.1452169095714175,3.594121486528315,3.701879984470695,5.513818915299201,1.396104814585903,1.183941160924738,Pax6,Sncg,False,protein_coding,Q4,0.7-0.9
CNTD1,0.4637277514557354,0.4714068387151588,0.0218557004,0.016219475291666667,0.019037587845833336,8.456061771213031e-05,9.237215977280786e-05,-0.40851284829619733,0.40851284829619733,0.06006423748935858,0.005420116705491602,0.08876090046053786,4.425193108694505,4.277846979846621,1.8706286804700158,0.4118865797826601,0.5800855479433741,L5 ET,L6b,False,protein_coding,Q2,0.3-0.5
CNTLN,0.6933615714660846,0.4965217391304347,0.24261463258333335,0.07866285629166668,0.1606387444375,0.030583098770511342,0.0014941434393564172,-1.6126216773473199,1.6126216773473199,0.2663816522581759,0.029983624328250896,0.11213792747192536,4.270861110814954,4.417433874715643,3.0560333154898665,0.7056381461247307,0.4810439216988049,Endothelial,Microglia-PVM,False,protein_coding,Q3,0.5-0.7
CNTN3,0.8172215676604537,0.8869565217391304,0.6156875848333333,0.56805489475,0.5918712397916667,0.23024983053636455,0.2779469810519322,-0.11597197121644966,0.11597197121644966,0.7005382256761412,0.13603339714463947,0.19390731989483642,4.137220791310414,3.9771385132444306,2.7418124737028258,0.7629526055490348,0.9085502901560705,L5 ET,L5 IT,False,protein_coding,Q4,0.7-0.9
CNTNAP1,0.8730354922590777,0.7756521739130434,0.22683000450000002,1.16427965875,0.695554831625,0.012261381717246271,0.41534126210596667,2.3546465697811683,2.3546465697811683,0.5057719059299393,0.21295292570976906,0.42021454468553276,4.365765077870016,4.328003000756575,1.5087521633408951,0.4778895151340266,0.5418805043706226,L6 IT,L5 IT,False,protein_coding,Q4,0.7-0.9
CNTNAP2,0.931276080020325,0.9556521739130434,2.9346039591666666,1.4319468984166666,2.1832754287916667,1.8522781321044821,0.8465666421783602,-1.0346722002920445,1.0346722002920445,0.9621858225979236,0.24542749728988975,0.2548080458949426,4.393554207544717,4.246770999160926,1.537585535487835,0.4540063192440466,0.6290163872011402,Pvalb,Vip,False,protein_coding,Q5 (best),>0.9
CNTNAP3B,0.9378336204099468,0.7965217391304347,0.377061905375,0.19006903833333333,0.2835654718541667,0.1813669437942533,0.0394715876976389,-0.9845284698602957,0.9845284698602957,0.44224088330132705,0.04991120234333675,0.11260514141112243,3.838992278476581,4.039020349909952,4.2435870004121865,1.1056679140669685,1.0232675869818078,Chandelier,Chandelier,True,protein_coding,Q5 (best),>0.9
CNTNAP5,0.8885917963561951,0.8539130434782608,1.5002954102083332,0.7930575202083334,1.1466764652083334,0.8200514287611615,0.323693521742752,-0.9188924615937715,0.9188924615937715,0.8784804410691263,0.14292963074013385,0.1625159856498727,4.252207209578126,4.144154561382699,1.862773545119306,0.5908837701023918,0.7022966766845236,Chandelier,L6b,False,protein_coding,Q4,0.7-0.9
COBL,0.817185299587436,0.8208695652173912,0.8548139009166666,0.22522592249999998,0.5400199117083333,0.3469565410333434,0.024572154757148603,-1.9195328601527242,1.9195328601527242,0.7863484410396051,0.09361810088336922,0.11890301168280341,4.162743742596044,4.217095282557581,2.1061144397270506,0.6745657097390441,0.6813363249865567,Oligodendrocyte,L2/3 IT,False,protein_coding,Q4,0.7-0.9
COBLL1,0.925986445741728,0.686086956521739,0.3649379788625,0.20105328062499997,0.28299562974375,0.5582933549711536,0.13079968746655457,-0.8568633775741912,0.8568633775741912,0.2467316810267205,0.06181239476901314,0.24951348375319835,2.724327199047049,3.278021628681163,7.880890909092315,2.0043357098087555,1.7609640353049036,Endothelial,VLMC,False,protein_coding,Q5 (best),>0.9
COG6,0.6815554901113501,0.6556521739130434,0.5430965229166667,0.09766979283333332,0.320383157875,0.02833914818236438,0.002275417378654436,-2.4631822238590027,2.4631822238590027,0.7628092612692168,0.02781557764605436,0.036416915919340126,4.515142939243182,4.417184968361457,1.6391526412637263,0.3034412864420069,0.47811081312965725,L6 IT,L2/3 IT,False,protein_coding,Q3,0.5-0.7
COL11A1,0.934840338959475,0.8669565217391304,0.38863878204166663,0.3149958453333333,0.35181731368749997,0.189398628729502,0.14566326159882195,-0.3022316906086092,0.3022316906086092,0.45181095824503203,0.08464607791129923,0.18693469398215015,3.761595735618614,3.7012838436014865,3.982825625040295,1.09622720541921,1.1861196112689893,OPC,L5/6 NP,False,protein_coding,Q5 (best),>0.9
COL12A1,0.8100786104332656,0.8817391304347826,0.3964878215416667,0.32648782416666666,0.3614878228541667,0.1825378491111702,0.1229114443535102,-0.27946938999361576,0.27946938999361576,0.3849223979079037,0.05648453536914638,0.1463624181321184,3.740145756327019,3.8567138671912065,3.551747427006432,1.0548844960681585,1.0512051227539185,Chandelier,L5/6 NP,False,protein_coding,Q4,0.7-0.9
COL13A1,0.4812873385380953,0.7410306763566703,0.030342752710000004,0.05087515237499999,0.04060895254249999,0.006693935888057352,0.0011154532817553484,0.7269117774661134,0.7269117774661134,0.0594597350385743,0.013953917475840218,0.23079686781520609,2.5005529918291796,4.304609715266782,13.167649086377173,2.6396363101087292,0.6426555566168962,VLMC,L4 IT,False,protein_coding,Q2,0.3-0.5
COL14A1,0.4044042545137927,0.4791304347826086,0.033677816458333336,0.0467599464375,0.04021888144791667,0.002472458803599199,0.008051242116205169,0.46178815870623713,0.46178815870623713,0.0653518131432066,0.012685379523491086,0.19118361537630224,3.7631613097708314,3.417488995854561,7.425691042333573,1.445369557894624,1.8785196209636716,Lamp5 Lhx6,VLMC,False,protein_coding,Q2,0.3-0.5
COL15A1,0.7793440197929158,0.4305283859114458,0.0805617060675,0.06793928991666667,0.07425049799208333,0.062371431457203495,0.013423925601294018,-0.2425655144109012,0.2425655144109012,0.01318252332432627,0.016514057706944762,1.1643948914661313,1.5465334235206336,3.611681751984878,12.197702208250842,3.03474705132707,1.6694640136025873,VLMC,Chandelier,False,protein_coding,Q3,0.7-0.9
COL18A1,0.742099972019787,0.7139130434782608,0.1720911804583333,0.17015151641666668,0.1711213484375,0.056578503739407364,0.013569668439492,-0.016258141911501208,0.016258141911501208,0.16650765096179496,0.0637497981871465,0.3805784262456556,3.7541039555332025,4.336765579283942,6.560199058390106,1.3530860373522398,0.6702041169977165,VLMC,Endothelial,False,protein_coding,Q3,0.7-0.9
COL19A1,0.8611803906824207,0.8426086956521738,0.3281268143333333,0.19825909623333335,0.2631929552833333,0.15500861988081227,0.07146362762463711,-0.7239979840949449,0.7239979840949449,0.49851059335845394,0.03704130820859368,0.07415520051245932,3.6707658903442413,3.598957276708525,3.7945640088260064,1.1746121797273146,1.3199810732350823,L6b,L6b,True,protein_coding,Q4,0.7-0.9
COL1A2,0.8878926030010916,0.1070076198642129,0.06430744558483334,0.028488768308333332,0.046398106946583334,0.09327170394804687,0.0011672265792046035,-1.1470819152873972,1.1470819152873972,0.0012527038739138965,0.007980256936596123,3.5425237329268016,0.21332404810242436,3.903026274917645,23.288182050776467,4.649133248452973,1.173984081357678,VLMC,VLMC,True,protein_coding,Q4,0.7-0.9
COL21A1,0.7123386425664648,0.8921739130434782,0.3001490928333333,0.26336445720833335,0.2817567750208333,0.22823782860234587,0.10767338847686997,-0.1879496879793605,0.1879496879793605,0.22134986125583847,0.04495237216597159,0.20216955347792567,3.2354701204476957,3.6839047471168755,5.1346268797679535,1.5581708504825167,1.2197064593228257,Sncg,Vip,False,protein_coding,Q3,0.7-0.9
COL22A1,0.8776701455353759,0.608695652173913,0.013990091583333334,0.13101169850000002,0.07250089504166668,0.00038247636109666367,0.052927822093410376,3.138584680063891,3.138584680063891,0.045898487287245084,0.03651082870124764,0.7785075982861698,3.6484779682208117,3.3232944254165635,5.518453509766457,1.3684849923512172,1.7190568210931108,L4 IT,L5 IT,False,protein_coding,Q4,0.7-0.9
COL24A1,0.6922984216616896,0.8286956521739129,0.3703874404583334,0.26461282999999997,0.31750013522916665,0.2870990342066225,0.17552807065173848,-0.48360019175956337,0.48360019175956337,0.40042824992856424,0.0470512258689494,0.11720955333194003,3.38654578661692,3.3568923899668315,4.462474477953948,1.4161782211056455,1.5499607095257555,L5 ET,L6 CT,False,protein_coding,Q3,0.5-0.7
COL4A2,0.7707594698877074,0.9243478260869564,0.24727942890416665,0.2161661190416667,0.23172277397291668,0.09841323338104348,0.07207070041475211,-0.19316569247674148,0.19316569247674148,0.31758956468526095,0.05540051202804795,0.1738930529089328,3.6311289046030044,3.78990373218641,4.928987847478252,1.2419298299234496,1.215766137914889,Lamp5 Lhx6,VLMC,False,protein_coding,Q3,0.7-0.9
COL4A6,-0.1458170143014285,0.3703784254023488,0.015163713379166667,0.023593696950000003,0.019378705164583336,0.0035310542635098585,0.00032047667080393333,0.605529944179767,0.605529944179767,0.005724565377304268,0.006550268699402604,0.9740806032624914,1.3665257582495252,4.165600417790055,19.296935564742306,3.836232551015981,0.7427805286284348,VLMC,Sncg,False,protein_coding,Q1 (worst),<0
