gene,pearson_r,spearman_rho,mean_ref,mean_spatial,var_ref,var_spatial
CLDND1,0.8737478457360702,0.6443478260869565,0.2584948363770761,2.272963209182304,0.09755851448439808,0.35963572108045233
CNDP1,0.9750121449712775,0.05826086956521739,0.08250844540009473,0.45282876393190935,0.11872033503722662,0.3499889926864945
CNN3,0.8371714667324043,0.7565217391304346,0.19412165966249306,2.379922978010048,0.015733387920829792,0.3479908791486958
CNP,0.7760883614256928,-0.07478260869565216,0.15442712097409303,2.3149415363162116,0.11297347646762122,0.565179493516371
COMT,-0.012945839325047559,0.1391304347826087,0.24595094850066412,0.8408824614205735,0.00382012946127357,0.024071628705549807
CORT,0.8904706521836986,0.8878260869565217,0.10881371107164274,0.549145250693771,0.08146004319372938,0.3740388807275443
COX5A,0.698148936748562,0.5608695652173912,0.21532251601002184,1.5806166803630557,0.0038393508884296177,0.30979085931045147
CRHBP,0.8750273492870045,0.9252173913043478,0.10417006088646337,0.432474026055733,0.08501627896627983,0.38150360279269885
CRYM,0.8974145640497841,0.7626086956521738,0.24921014048598766,1.1786047396516548,0.14123688720445018,1.2231462077671973
CSF1R,0.9972832940755861,0.06869565217391303,0.0870165845558465,0.295251971714688,0.1434356731501079,0.2678883043714478
CSMD1,0.9557452650945053,0.8591304347826085,2.7915624897147544,2.3485099429238043,1.8755233627863224,1.4488968112896117
CTIF,0.8752952412031759,0.706086956521739,0.6332890368869651,1.3624433236183597,0.03612791524885845,0.19120822830282988
CUX2,0.8453972221735838,0.6391304347826086,0.2654128772953137,0.5393211426233001,0.16746754403479525,0.25451396999079273
CX3CR1,0.9974750859531263,0.02957164670906901,0.07839824468248964,0.2898357158182243,0.13471522607885797,0.21268442578291577
CXCL14,0.9724282797734582,0.4869565217391304,0.46412839491747343,1.3623479447581568,0.9211257577050892,2.530485815869319
CXCR4,0.9678285148712852,0.43965245953118987,0.003978174728342607,0.1399066938398109,7.673372215483123e-05,0.013494920432444454
CYBA,0.9947610121497835,0.34347826086956523,0.05827120517931739,0.09169340156262684,0.034145073411258484,0.030059801583677822
CYBB,0.9961946735588026,0.5408695652173913,0.05487723262920046,0.2708070757606145,0.0439325315238392,0.14629094963324504
