celltype,beta_snrnaseq,se_snrnaseq,pval_snrnaseq,padj_snrnaseq,region,n_samples,n_ctrl,n_scz,ctrl_mean_density,scz_mean_density,logFC_density,coef,se_density,tstat,pval_density,class,fdr_density
L6 CT_2,0.0979330149930562,0.0762766895965434,0.199170647302325,0.519939354955901,cortical,24,12,12,1.6686369019194405,2.1788120208234876,0.2667727169493749,0.0896564647725222,0.1909719091630158,0.469474621505671,0.6440732647922999,Glut,0.8398210217389793
Sst_12,-0.0614500257970238,0.0661862188405618,0.353178650837457,0.652482950989092,cortical,23,12,11,0.5866242802029565,0.5198361994444339,-0.1208707862160854,-0.035483039401008,0.0624008452518144,-0.5686307494364627,0.5766332107185524,GABA,0.7906414126347162
Pvalb_2,-0.08358702781814,0.0577625999171038,0.147874883743049,0.499604933085498,cortical,24,12,12,2.164152987155923,2.198097101694327,0.0155629773476294,-0.0059078246168254,0.0718347173106922,-0.0822419136317264,0.9353145722890224,GABA,0.9795026623184248
Vip_19,-0.003547494579619,0.04136867900373,0.931662649267175,0.995669874819086,cortical,24,12,12,1.7631019313070182,1.5680844176227444,-0.1172199604594826,-0.082362218563875,0.1093384889848599,-0.7532774536081229,0.4605161663475445,GABA,0.7357447888328381
Lamp5_3,0.101828511468411,0.0651742578564092,0.118192880438295,0.499604933085498,cortical,24,12,12,1.472749157398365,1.353137354647968,-0.0847049666686041,-0.0722597262637713,0.0968371632742746,-0.7461982964030867,0.4646809192628451,GABA,0.7357447888328381
Sst_13,-0.0817744078418891,0.0556219860096725,0.141512637776069,0.499604933085498,cortical,24,12,12,1.5635054517885172,1.60856402697676,0.0284114874763416,0.0168330059702347,0.0828044265519614,0.2032863057106216,0.8410725526341054,GABA,0.940022264708706
Sst_20,-0.174676636280529,0.0747117440175118,0.019386846286962,0.192106022298078,cortical,24,12,12,2.368503608167902,2.752452802023207,0.1502340753770959,0.1018792826493711,0.1131105263056646,0.9007055839706485,0.3790203085368188,GABA,0.7099957892309422
Sst_3,-0.186286911011216,0.0617411940282608,0.0025510261027712,0.0463436408670109,cortical,24,12,12,2.375775990818601,1.2926092856597324,-0.6086612395693575,-0.336571171705761,0.1254249825354969,-2.6834460320575046,0.0147046986345701,GABA,0.151518329189454
L6 IT Car3_1,-0.0475631776962481,0.0816046156953244,0.559994880952075,0.786920305648997,cortical,24,12,12,1.1894404786620716,2.1638600385908684,0.5984106711633713,0.2840199328542043,0.1791088610200574,1.585739149010603,0.129301496779225,Glut,0.3747671494402678
Pvalb_9,0.0038736037517235,0.0585607569774225,0.94726099120489,0.995669874819086,cortical,24,12,12,0.9267034357112004,1.0850184822154985,0.1577187040750508,0.0510497212853621,0.0834601768398264,0.6116656256712092,0.5480088843127459,GABA,0.7819634374290423
Pvalb_6,-0.115169547076118,0.0513734717663942,0.0249736743761872,0.226844208917034,cortical,24,12,12,4.299764806479367,2.9198395869645233,-0.3870316462359369,-0.2665273501913427,0.1212525516308538,-2.198117454903295,0.040534634649377,GABA,0.2351017476120777
Vip_2,-0.0771042168942552,0.0567337884768138,0.174129842342005,0.512977103115637,cortical,24,12,12,1.224177102880603,1.0421575086174435,-0.1609757737099431,-0.1026464369603058,0.085435622101808,-1.2014477618947832,0.2443402905614342,GABA,0.5418934169562568
