pool,subclass,depth_bin,n_ctrl,n_scz,ctrl_mean_density,scz_mean_density,log2fc,coef,se,pval,fdr
Neuronal,Pax6,0.041666666666666664,12,11,1.652162925325884,1.650389178579565,-0.001549695992825812,-0.008275241278132638,0.1298445006317356,0.9498861041322896,0.9934366328029326
Neuronal,Pax6,0.125,12,12,2.8819130639742414,2.701411881675366,-0.09331319276714652,-0.0020781408052589767,0.14461750098709933,0.9886846843249458,0.9934841245401155
Neuronal,Pax6,0.20833333333333331,12,12,1.7408805113145878,1.4693243361318749,-0.2446642951613024,-0.00200209379516679,0.09430661068157348,0.9832838509620947,0.9934366328029326
Neuronal,Pax6,0.29166666666666663,12,12,0.7078599429585051,0.3844503523856267,-0.8806666354422589,-0.19091925610653435,0.0493235942166881,0.0010293266518884743,0.07960936581587535
Neuronal,Pax6,0.375,12,12,0.2550552331133632,0.16960249668943295,-0.5886522939085623,-0.0661575306664437,0.03157313472291534,0.0497680716194779,0.32338141408849497
Neuronal,Pax6,0.4583333333333333,12,12,0.09338675504324946,0.10977300738084485,0.23323349318667463,0.02212456405603512,0.023549711674377236,0.35927377312055936,0.7094688403864788
Neuronal,Pax6,0.5416666666666666,12,12,0.13434002097761621,0.11997528277479742,-0.1631519458988605,-0.017090583419753575,0.031237494611106347,0.5906669542440499,0.926273178246351
Neuronal,Pax6,0.625,12,12,0.07646123311935653,0.08321940563574914,0.12219151724512459,0.002698187547862105,0.021561049487279826,0.9017259328636719,0.9934366328029326
Neuronal,Pax6,0.7083333333333333,12,12,0.02723410281168509,0.023076574616011827,-0.23898524780272767,-0.004967407474699396,0.016472544173205456,0.7662656255177643,0.9746004989284975
Neuronal,Pax6,0.7916666666666666,12,12,0.026690954585244935,0.059375602384689995,1.1535193415274285,0.02719418637349634,0.02060852086885176,0.20266237019503514,0.6492415809623681
Neuronal,Pax6,0.875,12,12,0.07888168536386052,0.08404889782657593,0.0915385245741135,0.0016943278863114988,0.0335575989189717,0.9602588271989989,0.9934366328029326
Neuronal,Pax6,0.9583333333333333,11,12,0.11875554048260675,0.24489591964507976,1.0441739132549461,0.10726650103007082,0.06021464064640623,0.0917274714424149,0.4520853949661877
Neuronal,Pvalb,0.041666666666666664,12,11,0.0,0.0,,0.0,0.0,,
Neuronal,Pvalb,0.125,12,12,0.10021413835800592,0.08793261150798852,-0.18861583937582785,-0.001313611240231341,0.031672277152446304,0.9673498777447619,0.9934366328029326
Neuronal,Pvalb,0.20833333333333331,12,12,1.5048763203946696,1.528181223279426,0.022170716524829267,0.08184139575670953,0.11580628686505014,0.4883242358028658,0.8353976595966381
Neuronal,Pvalb,0.29166666666666663,12,12,3.266640547218031,2.2862435214132826,-0.5148286312543393,-0.23239427981994076,0.11126421103481784,0.05043222790429428,0.32338141408849497
Neuronal,Pvalb,0.375,12,12,3.3899125325773256,2.164429652034362,-0.6472611379856462,-0.34728438612067497,0.09399622923232394,0.0015383452331570115,0.07960936581587535
Neuronal,Pvalb,0.4583333333333333,12,12,2.1947857711777186,2.0441460322638974,-0.10258186292961309,0.02499940615369628,0.11762536732095687,0.8339539069774429,0.9921175789904062
