pool,subclass,depth_bin,n_ctrl,n_scz,ctrl_mean,scz_mean,log2fc,coef,se,tstat,pval,fdr
Neuronal,L6 IT,0.7083333333333333,12,12,0.12375916733296259,0.12988717051220902,0.06972354162425647,0.07415291871723978,0.11852234651634974,0.6256450441352901,0.5389910782976179,0.825688460370819
Neuronal,L6 IT,0.7916666666666666,12,12,0.3127257707893027,0.29079729686397715,-0.10488425371639284,-0.09793425356158339,0.07182559672013136,-1.3635007300139041,0.18866368694501767,0.5821622340017688
Neuronal,L6 IT,0.875,12,12,0.3858630583198253,0.36425015419201584,-0.08315934703938348,-0.0940817735073087,0.08468675159087576,-1.1109385085617711,0.2804563033263689,0.6631366851777297
Neuronal,L6 IT,0.9583333333333333,11,12,0.1877797910820605,0.18890749032834395,0.008638098767514736,-0.04214031766092993,0.20641171647783657,-0.20415661659135878,0.8405216386728045,0.9401303223657606
Neuronal,L6 IT Car3,0.041666666666666664,12,11,0.0,0.0,,1.1102230246251565e-15,3.379029047939581e-15,0.32856273470100333,0.7462778052916658,0.9161259185409056
Neuronal,L6 IT Car3,0.125,12,12,0.0,0.0,,-2.220446049250313e-15,5.686586932417123e-15,-0.39047078249914263,0.700531803921236,0.9161259185409056
Neuronal,L6 IT Car3,0.20833333333333331,12,12,0.0,2.332307118201325e-05,,0.5705338368071535,0.4678524401975554,1.2194738934486264,0.23758713215851907,0.6579335967466682
Neuronal,L6 IT Car3,0.29166666666666663,12,12,0.000144788730839087,0.0005192107995846313,1.8423710724011744,-0.5215649179173849,1.0496836760862962,-0.49687818320850613,0.6249753084353545,0.8875338580173058
Neuronal,L6 IT Car3,0.375,12,12,9.712509712509713e-05,0.00034550454475905146,1.830788646587889,1.2768512836198918,1.0996535026642373,1.161139650377451,0.2599659145339334,0.6631366851777297
Neuronal,L6 IT Car3,0.4583333333333333,12,12,0.000498996596871187,0.0010022510692399376,1.0061420750025547,2.413416894463607,1.5682449157889222,1.5389285628574871,0.1403102090937452,0.5456228974679684
Neuronal,L6 IT Car3,0.5416666666666666,12,12,0.001654988044947468,0.0020837218843828263,0.3323419375403375,0.20321070003752606,0.33381223917532515,0.6087574875611304,0.5498949392635981,0.8306105376289313
