region,subclass,outcome,n_ctrl,n_scz,ctrl_mean,scz_mean,log2fc,coef,pval,fdr
L4,Chandelier,density_per_mm2,12,12,2.8745571162153354,3.9858241250302506,0.47153835572184716,0.26029349469597346,0.10817865858796909,0.637147843060245
L4,Endothelial,density_per_mm2,12,12,28.018320881802833,30.89814503033277,0.14114972989086622,0.09967497695454663,0.5001666060213372,0.8582404262411583
L4,L2/3 IT,density_per_mm2,12,12,10.246587061774521,11.76547553190192,0.1994161757929237,0.11441810044709783,0.44141246055015715,0.8340505735396941
L4,L4 IT,density_per_mm2,12,12,19.38968810592933,24.825361765070664,0.35652514436642824,0.38772506648357546,0.10155038769528621,0.637147843060245
L4,L5 ET,density_per_mm2,12,12,3.651891099995306,4.281484598356385,0.22946739116111278,0.07217174501709034,0.7251020037874589,0.9016555068705658
L4,L5 IT,density_per_mm2,12,12,16.065904000263735,18.30983579942891,0.18861669224957747,0.12637262276193828,0.4501663691621528,0.8340505735396941
L4,L5/6 NP,density_per_mm2,12,12,0.1287704681454223,0.2642478258168665,1.0370898336335292,0.11236498137272688,0.05524604269123185,0.5183612571288986
L4,L6 CT,density_per_mm2,12,12,0.1616294478041088,0.2872482961728177,0.8296082640589386,0.09689308689728487,0.11104470724021435,0.637147843060245
L4,L6 IT,density_per_mm2,12,12,1.9917668938731936,2.7794942514049055,0.480773586586901,0.18257847422683524,0.30690465723242194,0.7796143075338886
L4,L6 IT Car3,density_per_mm2,9,6,0.046241368506193925,0.07317821701629294,0.6622301701021471,0.026767472287916046,0.14205614763721103,0.637147843060245
L4,L6b,density_per_mm2,9,11,0.05277790878467167,0.11106207912073117,1.0733602159415614,0.05072799918047436,0.012243628795738322,0.30813132469274773
L4,Lamp5,density_per_mm2,12,12,2.4860808089511712,2.772210866977346,0.15716380828741397,0.07721898188575901,0.5575417618964783,0.8867605095788574
L4,Microglia-PVM,density_per_mm2,12,12,11.096592331492701,12.159546437284801,0.13197271058779989,0.1355651973688058,0.36277668446803574,0.823748561724412
L4,OPC,density_per_mm2,12,12,5.465548746940047,6.650790123660513,0.2831593937966165,0.1654437361389522,0.11872908318264014,0.637147843060245
L4,Oligodendrocyte,density_per_mm2,12,12,26.65871304989157,25.243296780743197,-0.07870679701410344,-0.12179180474907958,0.4593009000775222,0.8355956133940464
L4,Pax6,density_per_mm2,12,12,0.2302179703815415,0.2756542717173633,0.25985950661462603,0.04118214274289546,0.5135862838581121,0.8713654928379205
L4,Pvalb,density_per_mm2,12,12,5.895061899522445,6.214972503208604,0.07624104648369082,0.08143941153933798,0.5783449732443429,0.8867605095788574
L4,Sncg,density_per_mm2,12,12,0.17400006048997294,0.3864161392849403,1.151067544268637,0.16967422369990448,0.0069771231585309046,0.21926389696237084
L4,Sst,density_per_mm2,12,12,5.672696288354807,6.943828316501445,0.29169665280840434,0.26228262422418946,0.09898850006948812,0.637147843060245
L4,Sst Chodl,density_per_mm2,11,11,0.09426664818276966,0.11089631923658551,0.23439214521414006,0.015369543421286673,0.5817444521001772,0.887307194617442
L4,VLMC,density_per_mm2,12,12,5.899235813256595,8.225565157044242,0.4795867261250255,0.3355871057342286,0.049059215999949495,0.5183612571288986
L4,Vip,density_per_mm2,12,12,4.34875538667852,4.951864944233538,0.1873694065602828,0.0900018853565765,0.5579298034630898,0.8867605095788574
L5,Astrocyte,density_per_mm2,12,12,34.37916938298043,39.88537616256833,0.2143251951261608,0.11632593494363463,0.448296132085503,0.8340505735396941
L5,Chandelier,density_per_mm2,12,12,2.9518834910175644,3.1645853423174355,0.10038069450739132,0.04558202718598539,0.7539089234515473,0.9070936051090329
L5,Endothelial,density_per_mm2,12,12,38.19317041830362,36.553253846925834,-0.06331484744547855,-0.04826493060292181,0.7855046094288385,0.919466635843059
L5,L2/3 IT,density_per_mm2,12,12,0.9267091713490502,1.1326010005536122,0.28945115466435867,0.09821174922772055,0.405424293963328,0.8340505735396941
L5,L4 IT,density_per_mm2,12,12,22.815061794446887,24.59320501780654,0.10827319972268315,0.03131533835892758,0.8589292896817814,0.9434163476160652
L5,L5 ET,density_per_mm2,12,12,6.541980306710133,5.819972401212425,-0.16871510471842796,-0.10971352292284955,0.593653099581603,0.8955564080918952
L5,L5 IT,density_per_mm2,12,12,43.88737568668633,46.24614670805465,0.07552715871860091,0.059003616104085665,0.7683923186343407,0.9138538876734453
L5,L5/6 NP,density_per_mm2,12,12,6.8111663657727,8.594605495652155,0.3355295484378209,0.25563596145686485,0.16862019169754455,0.6789773052354461
L5,L6 CT,density_per_mm2,12,12,1.3858019449267556,2.2676221239602117,0.7104591638057861,0.33715642526398626,0.02044601594473273,0.40418987434243564
L5,L6 IT,density_per_mm2,12,12,2.3728678907344394,2.9904875407607556,0.3337489261163009,0.14713216161757797,0.3575118474950151,0.823748561724412
L5,L6 IT Car3,density_per_mm2,12,12,1.1076004897777267,1.774587955318623,0.6800464848430846,0.26952577316388365,0.03464757447138322,0.47561670410716966
L5,L6b,density_per_mm2,12,11,0.17863616172032257,0.43901863297654986,1.2972580143807702,0.1895058434989103,0.0014484151396929887,0.10935534304682065
L5,Lamp5,density_per_mm2,12,12,2.5569435362855066,2.576788342016854,0.01115373615085476,-0.059745551665654234,0.730348920143114,0.9016555068705658
L5,Microglia-PVM,density_per_mm2,12,12,16.60585590762937,16.71769964188196,0.009684261116953346,0.04247362079511713,0.8351793863944682,0.9326688436877295
L5,OPC,density_per_mm2,12,12,8.642684977119032,9.486909536259047,0.13445861377085153,0.08497815942459297,0.5687251946991899,0.8867605095788574
L5,Oligodendrocyte,density_per_mm2,12,12,62.55171624328717,57.522398109766165,-0.12092564541920078,-0.1830770090433279,0.4469920741058673,0.8340505735396941
L5,Pax6,density_per_mm2,12,12,0.19696397782899736,0.16883409478552305,-0.22232552852813797,-0.03167112948045563,0.47810090716786596,0.8419263925575389
L5,Pvalb,density_per_mm2,12,12,11.01388956847436,9.919102448217652,-0.15104256219265544,-0.09099924488514324,0.6585101351788085,0.9016555068705658
L5,Sncg,density_per_mm2,12,12,0.14378435811418275,0.38774783093624543,1.431211973160009,0.19135798021927633,0.002474509522528469,0.12563432792623513
L5,Sst,density_per_mm2,12,12,12.529016478297061,14.916366516161347,0.2516229834662309,0.17049864773925777,0.2747475786291863,0.7650860729300396
L5,Sst Chodl,density_per_mm2,11,12,0.13529231718020251,0.174892930837488,0.3703920612009287,0.04007987518141714,0.2060955933896164,0.7421808503070517
L5,VLMC,density_per_mm2,12,12,6.994710514956689,8.269590655762528,0.24155156700110816,0.1544469363884891,0.24376313809501848,0.7650860729300396
L5,Vip,density_per_mm2,12,12,3.6592322632050807,3.804144174905067,0.05603093349425275,-0.046002893315200966,0.7665867207210793,0.9138538876734453
L6,Astrocyte,density_per_mm2,12,12,43.419726830279416,51.59833769042809,0.2489739385955601,0.21321851111153045,0.38823492980880925,0.8340505735396941
L6,Chandelier,density_per_mm2,12,12,2.0103339674838483,2.6658718678579745,0.4071722510055233,0.19278037360704775,0.2810308406501625,0.7650860729300396
L6,Endothelial,density_per_mm2,12,12,43.617687562607415,44.77748184715471,0.03786011156186964,0.06589053117494403,0.8101635103354389,0.919809699704145
L6,L2/3 IT,density_per_mm2,12,12,1.713498967850178,2.279243044175103,0.41160944992172876,0.26807931042060423,0.17644070816846075,0.701119656143094
L6,L4 IT,density_per_mm2,12,12,4.079855763954039,4.272783362022094,0.06665802239986389,0.08136711927233525,0.6865268329275586,0.9016555068705658
L6,L5 ET,density_per_mm2,12,11,0.578760167898222,0.4063203173288912,-0.5103481286724597,-0.11031248831403989,0.3268637335169232,0.7862769710595547
L6,L5 IT,density_per_mm2,12,12,2.7092288702372707,3.4086656770176353,0.33132483176118904,0.08026136577244496,0.7374800896526561,0.9016555068705658
L6,L5/6 NP,density_per_mm2,12,12,3.631156405637713,3.3498290022049617,-0.11634162041777929,-0.04044404959086273,0.8513830112902745,0.9418229648705602
L6,L6 CT,density_per_mm2,12,12,19.353797978139884,19.33918614842627,-0.001089624682307862,0.036571584709277793,0.8875882502574142,0.9502941239120117
L6,L6 IT,density_per_mm2,12,12,42.81334426660692,41.66261780218011,-0.0393070411640238,0.03700902429200337,0.8897827280597654,0.9502941239120117
L6,L6 IT Car3,density_per_mm2,12,12,12.642690576236191,12.96006585312134,0.03576952306110424,0.059356321181941174,0.8203969063759677,0.9279395720057763
L6,L6b,density_per_mm2,12,12,16.47804657719995,17.24395581106852,0.06554554511430276,0.15680790645124698,0.5543835997861153,0.8867605095788574
L6,Lamp5,density_per_mm2,12,12,2.7221912199355565,3.294632107853563,0.27534896466650405,0.1470668993163647,0.4403268374251639,0.8340505735396941
L6,Lamp5 Lhx6,density_per_mm2,6,4,0.7182006047199021,7.782271958096786,3.4377326245391426,0.607023465708552,0.3594564362407013,0.823748561724412
L6,Microglia-PVM,density_per_mm2,12,12,25.291236884954685,28.32193736726747,0.16328236191458,0.16514003116169507,0.5663866893111305,0.8867605095788574
L6,OPC,density_per_mm2,12,12,11.871186830583687,14.066114236315366,0.2447596624645885,0.1690500662507617,0.46941458368522543,0.8388355282422372
L6,Oligodendrocyte,density_per_mm2,12,12,113.07366796219195,117.31631836344303,0.05314070132807711,0.023168274638355135,0.9333522464868148,0.9702111711150226
L6,Pax6,density_per_mm2,5,9,0.1486423803001089,0.1599881176113565,0.10611924972497042,0.02257544361338748,0.7178502406829331,0.9016555068705658
L6,Pvalb,density_per_mm2,12,12,5.943224565563813,5.266496626059821,-0.174402321721766,-0.11757599750441122,0.6376408405879155,0.9016555068705658
L6,Sncg,density_per_mm2,11,12,0.36447982784572813,0.5631504194875518,0.6276813520421176,0.15272291765287627,0.16511607325116212,0.6738520827277157
L6,Sst,density_per_mm2,12,12,9.667794014531292,10.118971628898166,0.06580403926597188,0.030657526963378756,0.8966923019573352,0.9535249126447719
L6,Sst Chodl,density_per_mm2,12,11,0.35022956641721786,0.44027312450710226,0.3300978994737654,0.05118887127367337,0.5722782407118344,0.8867605095788574
L6,VLMC,density_per_mm2,12,12,11.629475632469903,14.905314168669689,0.3580407363953906,0.2642674936129533,0.25154438028321197,0.7650860729300396
L6,Vip,density_per_mm2,12,12,1.1679368668038064,1.446605949998455,0.30870969970948237,0.10403203901128867,0.4343747746328402,0.8340505735396941
WM,Astrocyte,density_per_mm2,12,12,85.15113382564482,98.79494172573936,0.21441143794039927,0.2697181283152228,0.3097805195498895,0.7796143075338886
WM,Chandelier,density_per_mm2,11,12,0.47498144710598084,0.3867745274403253,-0.2963783789353559,-0.04868446112539084,0.5960491325379832,0.8955564080918952
WM,Endothelial,density_per_mm2,12,12,35.02907656630064,38.101590578515676,0.12129826889528837,0.174367139981341,0.4881252690628127,0.8445650483028512
WM,L2/3 IT,density_per_mm2,10,12,0.5277812694669565,0.7072830247838335,0.4223474846884322,0.1411152967839045,0.22395702250517377,0.7515002310729164
WM,L4 IT,density_per_mm2,7,12,0.40492673087197834,0.3207985762089623,-0.33599314563119936,-0.057058561613032716,0.6206062777657771,0.9016555068705658
WM,L5 IT,density_per_mm2,5,4,0.1767739486641499,0.12744772610688848,-0.47200004577250027,-0.051558919964352745,0.6899220235424535,0.9016555068705658
WM,L5/6 NP,density_per_mm2,11,11,0.39411016703983603,0.5581092250618803,0.5019485252660725,0.11365533376149053,0.2773698916185066,0.7650860729300396
WM,L6 CT,density_per_mm2,12,12,9.261635859612069,9.828973555085417,0.08577372741049001,0.18688597675764324,0.4376798574940439,0.8340505735396941
WM,L6 IT,density_per_mm2,12,12,34.0733863809162,11.104546273752726,-1.6174948904106643,-0.1655443630964056,0.6821446444061426,0.9016555068705658
WM,L6 IT Car3,density_per_mm2,7,10,0.15819319378976332,0.25837071388189253,0.707755021280434,0.02434719401132361,0.7762525284547216,0.9152078306702286
WM,L6b,density_per_mm2,12,12,17.81785452877636,16.136661249163545,-0.1429815213895447,0.05017973275687759,0.8633857308586269,0.9447191692728454
WM,Lamp5,density_per_mm2,12,12,5.850209916716181,2.9372979063153046,-0.9939987983349409,-0.07343719580475926,0.8085812512021286,0.919809699704145
WM,Lamp5 Lhx6,density_per_mm2,9,10,7.31450792868036,13.518535380492215,0.8861061383851664,0.07389968982315116,0.8823656701679211,0.9502941239120117
WM,Microglia-PVM,density_per_mm2,12,12,51.68121667109887,60.143108185984296,0.21875939395001764,0.3345838417068967,0.2860446882604396,0.7650860729300396
WM,OPC,density_per_mm2,12,12,26.400636733045122,38.424913421958216,0.5414692842174718,0.39984884668195225,0.11745011826495243,0.637147843060245
WM,Oligodendrocyte,density_per_mm2,12,12,527.3283385786355,674.3912369800357,0.3548842609587802,0.3063133798095371,0.2630792106954636,0.7650860729300396
WM,Pax6,density_per_mm2,10,11,0.2707094583219385,0.36600162488822313,0.4351047586850587,0.0790023275987151,0.31694727469676903,0.7845744012985594
WM,Pvalb,density_per_mm2,12,11,2.5289174801769434,0.9831413925520507,-1.3630491410907282,-0.2190207784412247,0.4552254859588066,0.8355956133940464
WM,Sncg,density_per_mm2,9,10,0.16360850348071104,0.4563977355123122,1.4800438998158627,0.22148604957950632,0.005393647073440466,0.2036101770223776
WM,Sst,density_per_mm2,11,12,2.0185608828951684,2.4691169679342515,0.2906680806176965,0.20911452215445506,0.23441590628711345,0.7612215451474006
WM,Sst Chodl,density_per_mm2,10,11,0.9515118983080967,1.1911309266898662,0.32403839792553735,0.13646858776888451,0.434487081427738,0.8340505735396941
WM,VLMC,density_per_mm2,11,12,15.534249893814616,24.704617918049752,0.6693281638495807,0.44997637958512715,0.20368215926778674,0.7421808503070517
WM,Vip,density_per_mm2,12,12,2.453811632899892,1.1118977820435472,-1.142000338965654,-0.01844551329112629,0.9421411148823478,0.9710806030527953
Vascular,Astrocyte,density_per_mm2,12,11,4.473555563327345,4.138683543460656,-0.11224999547253246,0.0020864792773075125,0.9907994379409504,0.9907994379409504
Vascular,Chandelier,density_per_mm2,12,11,0.2732197721001517,0.16609794543651468,-0.7180276630792868,-0.06931283044862149,0.033433916799394205,0.47561670410716966
Vascular,Endothelial,density_per_mm2,12,11,95.70838153983915,64.85905124068569,-0.5613373522475965,-0.768911425957181,0.025085838289999496,0.40418987434243564
Vascular,L2/3 IT,density_per_mm2,12,11,2.0137050285016342,1.4878070533583114,-0.43666492769795545,-0.08876018586915796,0.3862917613031089,0.8340505735396941
Vascular,L4 IT,density_per_mm2,12,11,0.5906673482673015,0.5080788196797159,-0.21729353920657143,-0.040945186291962685,0.6218662614553242,0.9016555068705658
Vascular,L5 ET,density_per_mm2,12,7,0.18981699016379538,0.19455095163234448,0.03553890609612198,-0.032545765395011944,0.662788722594,0.9016555068705658
Vascular,L5 IT,density_per_mm2,12,11,0.5487780668391319,0.46531475407430384,-0.2380158896771686,-0.03031676227863952,0.7256125541500084,0.9016555068705658
Vascular,L5/6 NP,density_per_mm2,10,8,0.0811022393757238,0.11091947111268703,0.4516989869766154,0.026124343078689997,0.48229558249157034,0.8419263925575389
Vascular,L6 CT,density_per_mm2,11,10,0.11753388853534869,0.10158803580783762,-0.2103462853829417,-0.014517679151154612,0.6495626443158444,0.9016555068705658
Vascular,L6 IT,density_per_mm2,11,11,0.24840140557647067,0.23427905628648135,-0.08444534888929098,-0.011709853687711387,0.8389850339975722,0.9326688436877295
Vascular,L6 IT Car3,density_per_mm2,9,9,0.056505107202555166,0.06677924101866142,0.24101842538591686,0.014545341872641674,0.6133241352425045,0.9016555068705658
Vascular,L6b,density_per_mm2,9,10,0.08026425911788136,0.06868535760735392,-0.22475513579192605,-0.01531862001767146,0.5615871425619055,0.8867605095788574
Vascular,Lamp5,density_per_mm2,12,11,0.290049785641458,0.2793595292433228,-0.054177520158479764,0.003986445267271651,0.9242570668989475,0.9702111711150226
Vascular,Lamp5 Lhx6,density_per_mm2,6,5,0.029759813367633132,0.07192010820295622,1.2730297124537946,0.04410978928816488,0.03898067573183369,0.5118332204788597
Vascular,Microglia-PVM,density_per_mm2,12,11,9.228825061244128,7.186208660994342,-0.36091616090176404,-0.1966228857996956,0.4336385280488681,0.8340505735396941
Vascular,OPC,density_per_mm2,12,11,2.181837455999037,1.6566590184729009,-0.39726693611283326,-0.1817964238930469,0.11578147381285006,0.637147843060245
Vascular,Oligodendrocyte,density_per_mm2,12,11,4.150185022327489,3.9782963724360414,-0.06102489860318377,-0.0660438815543079,0.536856075771022,0.8859592070101019
Vascular,Pax6,density_per_mm2,10,9,0.11916483064143375,0.06262712721679778,-0.9280989057201122,-0.03208563591793716,0.08137085578400341,0.637147843060245
Vascular,Pvalb,density_per_mm2,11,11,0.3219960091333214,0.21043619516473064,-0.6136599369984032,-0.055707412454970504,0.41061721484392605,0.8340505735396941
Vascular,Sncg,density_per_mm2,12,11,0.25205641725256767,0.2209485309491236,-0.1900363463544583,-0.003540904886837712,0.9551804468944597,0.98117175157186
Vascular,Sst,density_per_mm2,12,11,0.5158297258505334,0.3616635857972763,-0.5122465669375527,-0.07011058363008411,0.3302424694924162,0.7862769710595547
Vascular,VLMC,density_per_mm2,12,11,59.43175838155475,73.3547355419899,0.3036560386119696,0.100004663378476,0.7211613581073637,0.9016555068705658
Vascular,Vip,density_per_mm2,12,11,0.45966911433580776,0.34609292217423676,-0.40943629542198423,-0.03340602058627932,0.5334677703827336,0.8852047618438768
