gene,frac_detected,mean_raw_counts,max_raw_counts,n_cells_detected,in_v1
VSNL1,0.8266969444881624,6.031859163162983,116,36769,False
NAV1,0.8263372079951435,3.1663106774287835,39,36753,False
DYNC1H1,0.8260898891561931,2.9659599343480902,46,36742,False
CYFIP2,0.8255727679474785,2.71832632596623,30,36719,False
BACH2,0.8252355149852733,4.121456033455494,76,36704,False
CDH2,0.8249657126155091,5.242057692740068,105,36692,False
GPR158,0.8244485914067945,5.687793691121254,120,36669,False
YTHDC2,0.8235942172358747,2.742900825145581,28,36631,False
GMDS,0.822312655979495,3.8762506464015107,75,36574,False
KCNB1,0.8220428536097308,3.8687861141713693,65,36562,False
ACAP2,0.8211210288463701,2.825820086786429,27,36521,False
NR3C1,0.8206263911684691,4.143759696022664,52,36499,False
SYP,0.8200418193673135,3.1433325089372035,53,36473,False
PTEN,0.8181981698405918,2.793241450637408,26,36391,False
ATP2A2,0.8179283674708276,2.6126537311419384,27,36379,False
CHRM3,0.8178834004092003,16.65782314454662,297,36377,False
PRKCA,0.8165568720911932,5.611844324032646,126,36318,False
NR3C2,0.8147581896260989,4.3422218225150075,69,36238,False
CD47,0.8145108707871485,3.29835645389752,32,36227,False
LDLRAD4,0.8135665624929739,5.915461924140567,149,36185,False
MRTFA,0.8122850012365942,2.9134159228365224,43,36128,False
HOOK3,0.8106437034871956,2.5251028621534726,34,36055,False
MYH10,0.8101715493401084,3.995750612676215,69,36034,False
BAZ2B,0.8095195269465116,2.648155226296738,32,36005,False
CASK,0.8092047575151202,2.759988308563977,33,35991,False
EVI5,0.8091148233918655,3.188951592958158,41,35987,False
SUGP2,0.8077882950738584,2.5235065314657015,26,35928,False
PRNP,0.8072936573959575,2.7174269847336827,40,35906,False
CEP170,0.8068439867796838,2.3694044112687456,25,35886,False
STRN3,0.8060120961395778,2.5295995683162085,39,35849,False
TIAM1,0.8058996784855094,5.639746385772422,79,35844,False
YLPM1,0.8040785124896014,2.596510556017717,24,35763,False
PPM1H,0.8040110618971603,3.2991208939451853,73,35760,False
CDK8,0.8039436113047193,2.891314612046676,54,35757,False
CPSF6,0.8032915889111226,2.260201902106707,26,35728,False
PIBF1,0.8029318524181037,2.5491152730624815,31,35712,False
SIK2,0.8028194347640354,3.192099287272073,89,35707,False
NEK1,0.802212379432066,2.540279245452706,30,35680,False
ASCC3,0.8010432358297547,2.858083953504058,49,35628,False
PAK1,0.8009533017065,4.012298491355082,60,35624,False
TLK1,0.8009083346448727,3.3705285878094298,41,35622,False
CTDSPL,0.8006160487442948,3.7309395867527035,59,35609,False
UBE4B,0.799064685118151,2.5586707736582954,33,35540,False
ZHX3,0.7975358050228207,2.4868583762394048,31,35472,False
SMCHD1,0.7972210355914293,2.2271960788722263,22,35458,False
INVS,0.7964341120129506,2.870494862513209,58,35423,False
INPP4B,0.7962092767048137,10.166378128021224,253,35413,False
SPOCK1,0.795557254311217,8.1773500910583,193,35384,False
ICA1,0.7950176495716887,3.050363109022641,38,35360,False
GPBP1,0.7947253636711109,2.1723137801560357,20,35347,False
URGCP,0.7943431436472783,2.407536479528745,23,35330,False
SLMAP,0.7932864176990354,2.443757447669582,32,35283,False
TIAM2,0.7904085257548845,2.9571014232075004,47,35155,False
CLTC,0.7901612069159341,2.4103244373496415,25,35144,False
GLCCI1,0.7901612069159341,2.996492569193066,39,35144,False
NEDD4L,0.7896216021764058,5.12509836544731,88,35120,False
HTT,0.7890595139060638,2.4992018346561142,31,35095,False
GABRG2,0.7890370303752501,3.2414281538772847,58,35094,False
FMN1,0.7885873597589765,6.702790206173978,118,35074,False
PDE4B,0.7882276232659576,10.333453245497672,243,35058,False
ECPAS,0.7881826562043304,2.509791577669357,33,35056,False
PKD1,0.7880027879578209,2.8001214110663937,40,35048,False
FAR1,0.7871933808485284,2.4206893450547473,27,35012,False
CAMK2D,0.7865188749241181,5.615374238370394,141,34982,False
DICER1,0.7857319513456393,2.0527688468197045,16,34947,False
MTR,0.7856195336915709,2.5270589293342627,40,34942,False
ANKS1A,0.7847651595206511,2.5936776311351935,44,34904,False
INSR,0.784562807743328,2.2079726600265306,32,34895,False
SPECC1,0.783933268880545,2.7506351597454866,52,34867,False
REPS1,0.7837983676956629,2.3962947141219058,40,34861,False
VPS13A,0.7837309171032218,3.646379027362457,49,34858,False
DMXL2,0.7818423005148728,2.6490096004676573,37,34774,False
CLEC16A,0.7815050475526677,2.651842525350181,60,34759,False
CREBBP,0.7814151134294129,2.1412415405715315,31,34755,False
ATL1,0.7810328934055805,2.715448434022079,29,34738,False
NRF1,0.7805607392584931,2.3883355442138634,34,34717,False
HERC2,0.7805382557276794,2.3356566315174137,33,34716,False
HDAC4,0.7805382557276794,2.9156193088562627,56,34716,False
DAPK1,0.7780425838073611,3.758841648492479,53,34605,False
STK39,0.7779976167457338,3.147919149223194,108,34603,False
TASOR2,0.7774130449445781,2.3623220990624367,23,34577,False
ATP6V1H,0.7772556602288824,2.9373383996222766,46,34570,False
KCNH1,0.7769408907974908,8.380826044922095,240,34556,False
ADD1,0.7762663848730804,2.0774107965914967,20,34526,False
CDC27,0.7756143624794838,2.308091822739843,24,34497,False
ATP1A1,0.7751422083323966,2.412033185691481,38,34476,False
PRKDC,0.7748948894934461,2.256761921892214,29,34465,False
XPO1,0.7744227353463587,2.1170492614160126,22,34444,False
CLCN3,0.7734559435213706,2.1085729702992557,19,34401,False
YWHAZ,0.7731861411516064,2.867212267014412,35,34389,False
PRICKLE1,0.7731636576207928,4.734177215189874,97,34388,False
UCHL1,0.7719045798952268,3.018773748229422,69,34332,False
XRCC5,0.7713200080940711,2.009690401780696,19,34306,False
USP32,0.7704206668615239,2.247701058974301,39,34266,False
SND1,0.7701958315533871,2.646379027362457,34,34256,False
RBMS3,0.7701958315533871,9.55509589225892,180,34256,False
PSD3,0.7697911279987409,4.333385794905232,130,34238,False
SREBF2,0.7697011938754862,2.2565146030532635,38,34234,False
RUFY2,0.7689592373586348,2.162645861906154,22,34201,False
TRPM7,0.7682397643725971,2.374485689232637,23,34169,False
ADNP,0.7682397643725971,2.052746363288891,18,34169,False
BRINP1,0.7679474784720193,4.494884996739888,92,34156,False
NETO1,0.766980686647031,6.010747127728939,147,34113,False
SCFD2,0.76691323605459,2.624817321312139,40,34110,False
CSPP1,0.7655642242057693,2.2199563819502215,26,34050,False
KLHL24,0.7647323335656632,1.9974593610180542,31,34013,False
FUS,0.7636531240866066,1.8863682352676665,16,33965,False
THY1,0.7634957393709108,2.772444184634755,54,33958,False
PDE4DIP,0.7631809699395193,2.2712188322054097,39,33944,False
KCNJ6,0.7626638487308047,3.5217528160622344,50,33921,False
NIN,0.7626188816691774,4.210490815477662,66,33919,False
SPECC1L,0.7613373204127977,2.11990466982935,28,33862,False
RC3H1,0.7607977156732694,2.0854823841536074,20,33838,False
GABRA1,0.7599658250331632,3.4792364592935674,46,33801,False
NOS1AP,0.7597634732558401,3.7724891516963823,92,33792,False
RHOT1,0.7587292308384108,2.1123726870067676,30,33746,False
MAPK1,0.7586617802459699,2.27384940531061,33,33743,False
FOXO3,0.7584369449378331,2.150864491759786,38,33733,False
ARHGAP35,0.758302043752951,2.072486903343301,28,33727,False
GAB2,0.7577174719517953,2.7333902916113946,45,33701,False
MSI2,0.7574027025204038,2.5857859118195923,58,33687,False
PKNOX2,0.7571329001506396,3.5180205499471637,67,33675,False
DIS3L2,0.7565708118802977,2.0580974436225463,25,33650,False
CLOCK,0.7563909436337882,2.102614834633631,27,33642,False
CUL3,0.7563459765721608,1.977381568001439,21,33640,False
EHMT1,0.7561661083256515,2.042314004991344,32,33632,False
CUL5,0.7555140859320548,2.00085437417092,26,33603,False
ODF2L,0.7544798435146255,2.2658902354025674,35,33557,False
PLEKHA1,0.7541650740832341,2.447197427884075,30,33543,False
ADAM10,0.7533781505047553,2.1263124761112486,47,33508,False
SCG5,0.7532207657890595,2.1393978910448097,36,33501,False
PSMD1,0.7528610292960406,2.132585381208265,31,33485,False
TNR,0.7518267868786114,5.5108033365559725,136,33439,False
CAMK2G,0.7517593362861704,2.4885446410504306,72,33436,False
OGT,0.7517368527553567,2.038266969444882,20,33435,False
FBXW11,0.7516019515704746,2.017222384603278,26,33429,False
CAMK2A,0.750387840906536,4.400499134384064,83,33375,False
RAPGEF5,0.7503428738449086,7.364952672167637,174,33373,False
ASXL1,0.749825752636194,1.8267868786114172,20,33350,False
MED12L,0.7490163455269016,3.9413404681071116,71,33314,False
MPHOSPH9,0.7487240596263237,2.226071902331542,24,33301,False
PIK3R1,0.7483643231333048,3.596105852463071,54,33285,False
TCF20,0.7478696854554039,2.1212536816781706,33,33263,False
CUL1,0.7477123007397082,1.8993637160779728,30,33256,False
KLF12,0.7476448501472671,4.171279537738607,69,33253,False
RAB11A,0.7473300807158756,2.411246262113002,33,33239,False
SLC20A2,0.7468354430379747,2.258223351395103,37,33217,False
FAM126B,0.7466330912606516,2.107044090203926,23,33208,False
RCOR3,0.7461384535827507,2.017424736380601,26,33186,False
SOX5,0.7453964970658993,12.217842930053736,182,33153,False
NUMB,0.7452166288193898,2.5098365447309847,51,33145,False
SOX2-OT,0.7451716617577624,6.915057220585921,405,33143,False
RAB28,0.7442723205252153,2.1152505789509184,33,33103,False
TOM1L2,0.7442498369944016,1.953571508869753,31,33102,False
HUWE1,0.7441599028711469,1.9030285316006026,20,33098,False
STMN2,0.742608539245003,3.2767497807855746,98,33029,False
PIK3CB,0.7421139015671021,2.026777885199092,28,33007,False
RLF,0.7421139015671021,1.9194415090945882,24,33007,False
PTPRM,0.741349461519437,7.187872383479101,200,32973,False
ZER1,0.7411246262113003,2.0860444724239495,22,32963,False
MYEF2,0.7403377026328215,1.920925422128291,24,32928,False
MICAL2,0.7403152191020078,3.85558828158374,100,32927,False
LANCL1,0.7401803179171257,2.1544168896283473,44,32921,False
SAMD4A,0.740157834386312,2.646603862670594,52,32920,False
VPS50,0.7396631967084111,2.036558221103042,45,32898,False
TAFA5,0.7390561413764417,2.36967421363851,36,32871,False
MFF,0.7385165366369134,1.8396699417676552,22,32847,False
MSH3,0.7383141848595903,2.049801020752299,24,32838,False
LRPPRC,0.7378645142433168,1.8980821548215931,25,32818,False
ANKHD1,0.7374373271578568,1.8808597702183152,21,32799,False
FZD3,0.7371000741956517,2.3616251096072127,34,32784,False
ULK2,0.7368752388875149,1.96162061290105,28,32774,False
PIK3C3,0.7367628212334465,2.082919261640848,24,32769,False
GUCY1A2,0.736515502394496,4.146750005620882,91,32758,False
TP53BP1,0.7360883153090362,1.8128695730377498,25,32739,False
FAIM2,0.735818512939272,1.9209029385974774,32,32727,False
SECISBP2L,0.73525642466893,2.014704229152146,25,32702,False
MIPOL1,0.7348742046450975,2.496099107403827,33,32685,False
PRKAG2,0.7348292375834701,4.21359354272995,96,32683,False
SEZ6L2,0.7348067540526564,2.0281268970479123,22,32682,False
PRKAA2,0.7346493693369607,2.351147784248038,45,32675,False
NRSN1,0.7341772151898734,2.8533848955639995,34,32654,False
ZDHHC17,0.7337275445735998,1.8798255278008857,22,32634,False
RB1,0.7327157856869843,2.0810081615216856,33,32589,False
EFR3A,0.7326708186253569,2.101850394585966,31,32587,False
RANBP9,0.7322885986015244,2.3349596420621896,30,32570,False
PDXDC1,0.7322885986015244,2.052656429165636,27,32570,False
CATSPER2,0.7319063785776918,2.271331249859478,37,32553,False
RNF180,0.730984553814331,2.0134226678957665,28,32512,False
NT5C2,0.7305798502596847,1.9120219439260742,29,32494,False
HMGN3,0.7297704431503923,1.9719405535445287,16,32458,False
ITCH,0.7296355419655103,1.9117746250871237,27,32452,False
USP9Y,0.7288711019178452,4.050835263169728,41,32418,False
ELMOD1,0.7273647053533286,2.1827686219843963,30,32351,False
ARMH3,0.7268251006138003,1.8717764237695889,25,32327,False
DKK3,0.726712682959732,2.1239067383141848,33,32322,False
JAK2,0.7265777817748499,1.982148076533939,31,32316,False
HNRNPH1,0.7265777817748499,1.7238123074847673,13,32316,False
AKAP11,0.7264428805899679,1.8225599748184456,18,32310,False
LARP4B,0.7264203970591542,1.8847044539874542,25,32309,False
KIF2A,0.7263079794050857,1.7714324257481395,22,32304,False
RETREG1,0.725521055826607,2.476763270904063,46,32269,False
PKM,0.7245767475324325,2.0764440047665085,34,32227,False
PIK3CA,0.7236099557074444,2.0451918969354947,24,32184,False
TDRD3,0.723002900375475,1.9325943746205905,24,32157,False
LINGO2,0.7222609438586236,17.86231085729703,323,32124,False
NR6A1,0.7221260426737415,2.5489803718775996,41,32118,False
GBF1,0.7215414708725858,1.822874744249837,23,32092,False
ABAT,0.7214065696877038,1.8248757784922545,20,32086,False
RANBP2,0.7209119320098029,1.8537221485262045,50,32064,False
RAB7A,0.7190233154214538,1.8101715493401083,27,31980,False
BMPR1A,0.7182139083121614,1.8481012658227849,20,31944,False
ZNF451,0.7165051599703217,1.7508599950536232,25,31868,False
GLRB,0.715920588169166,2.251163522719608,27,31842,False
RNF38,0.7158081705150977,1.8196146322818536,31,31837,False
GABBR1,0.7157407199226566,1.727274771230074,27,31834,False
KPNA1,0.715718236391843,1.9203183667963217,21,31833,False
CACNA2D1,0.7156957528610293,8.013557569080648,183,31832,False
CALM3,0.7156058187377746,2.503001551363626,79,31828,False
DIP2A,0.715021246936619,1.970096904017807,47,31802,False
ATR,0.7144366751354633,2.0195606718079007,37,31776,False
TOP2B,0.7142343233581402,1.6466713132630348,15,31767,False
FBXO42,0.7142118398273265,1.8040335454279741,20,31766,False
RBPJ,0.7139870045191897,1.793106549452526,28,31756,False
KIF1A,0.712772893855251,1.7730962070283518,24,31702,False
CD46,0.7127279267936236,1.6402635069811362,17,31700,False
DLEU2,0.7118285855610765,2.287024754367426,46,31660,False
CACNG3,0.7117836184994492,3.681880522517256,86,31658,False
MAPK14,0.7116037502529398,1.9557524113586797,34,31650,False
ROCK1,0.7107493760820199,1.7576949884209816,22,31612,False
MCPH1,0.7091980124558761,2.0399307507250937,26,31543,False
CTTN,0.7085235065314657,1.9197113114643523,27,31513,False
LUC7L,0.7076016817681049,1.6824875778492254,21,31472,False
UNC13A,0.7076016817681049,2.160195157047463,36,31472,False
RPTOR,0.7075342311756638,1.8638622209231739,37,31469,False
MAPK8IP3,0.7072644288058997,1.7312543561840952,19,31457,False
KCNC1,0.7071520111518312,1.9362816736740338,28,31452,False
PID1,0.7067023405355577,4.673606583177822,116,31432,False
RAD50,0.7065674393506757,1.6747307597185062,18,31426,False
XPR1,0.7064999887582346,1.9140454616993052,25,31423,False
KPNA3,0.7061402522652157,1.8828832879915463,23,31407,False
EP300,0.7060728016727746,1.6480652921734829,18,31404,False
NSD2,0.7060053510803337,1.8712368190300606,39,31401,False
CSNK2A1,0.7059154169570789,1.6713582300964545,21,31397,False
PUM3,0.7057355487105695,2.1572048474492433,36,31389,False
SMURF1,0.7046113721698856,2.0244620815252827,44,31339,False
SACS,0.704229152146053,1.94383614002743,43,31322,False
MAP4,0.7039593497762888,1.734694336398588,25,31310,False
NQO2,0.703734514468152,1.9356071677496234,25,31300,False
PMS1,0.7028801402972322,1.6156890078017851,16,31262,False
DPY19L2,0.7027452391123502,1.9653978460777481,26,31256,False
PSIP1,0.7017334802257347,1.6268633226161837,14,31211,False
NFX1,0.7015536119792252,1.7182813589046024,35,31203,False
CCDC57,0.7003395013152866,2.013804887919599,30,31149,False
MAP1LC3A,0.7003170177844729,1.8212109629696247,24,31148,False
PDE5A,0.6997324459833172,2.3157137396856804,38,31122,False
NAP1L4,0.6992153247746026,1.4495357150886976,14,31099,False
UBE2D2,0.6991029071205342,1.719225667198777,20,31094,False
GABRA4,0.6978663129257818,2.0786024237246217,27,31039,False
ATM,0.6971018728781168,1.5870899566067855,20,31005,False
SRCIN1,0.6966522022618432,1.82112102884637,34,30985,False
ZYG11B,0.6959776963374328,1.6137554241518088,19,30955,False
SPATS2L,0.6957978280909234,2.9452750859995054,41,30947,False
ABL2,0.6949659374508173,1.8137239472086697,31,30910,False
LRCH1,0.6940665962182702,1.9557748948894935,36,30870,False
ENO2,0.6939092115025743,1.8787238347910156,44,30863,False
FAM193A,0.6936618926636239,1.6458394226229287,26,30852,False
TXNDC16,0.6929199361467725,1.6953706410054634,31,30819,False
MSH2,0.6918856937293433,1.6576882433617375,20,30773,False
ITPR1,0.691413539582256,3.9043775434494234,87,30752,False
KDM6A,0.6910987701508645,1.8010882028913822,30,30738,False
