celltype,level,subclass,panel,topN,n_in_panel,genes_in_panel
Lamp5,subclass,Lamp5,MERSCOPE_4K,50,30,SV2C; SLC6A1; FGF13; GAD2; GRIN2A; FREM1; ADARB2; EGFR; PTCHD4; NYAP2; DLX6-AS1; DOCK10; SGK1; RIMBP2; MGAT4C; GRIP1; PIP5K1B; KIT; LAMP5; IL1RAPL1; KAZN; PTPRT; SOX2-OT; LINC00298; FBXL7; CACNA2D1; AP1S2; SGCZ; TPD52L1; ZNF536
Lamp5,subclass,Lamp5,Xenium_5K,10,5,SV2C; SLC6A1; FGF13; GAD2; FREM1
Lamp5,subclass,Lamp5,Xenium_5K,20,9,SV2C; SLC6A1; FGF13; GAD2; FREM1; EGFR; ALK; CNTNAP4; TRPC3
Lamp5,subclass,Lamp5,Xenium_5K,50,15,SV2C; SLC6A1; FGF13; GAD2; FREM1; EGFR; ALK; CNTNAP4; TRPC3; SGK1; KIT; BCL11B; SOX2-OT; CACNA2D1; PID1
Lamp5 Lhx6,subclass,Lamp5 Lhx6,Xenium_v1,10,4,PDGFD; EYA4; NTNG1; MYO16
Lamp5 Lhx6,subclass,Lamp5 Lhx6,Xenium_v1,20,6,PDGFD; EYA4; NTNG1; MYO16; GAD2; LAMP5
Lamp5 Lhx6,subclass,Lamp5 Lhx6,Xenium_v1,50,11,PDGFD; EYA4; NTNG1; MYO16; GAD2; LAMP5; TACR1; KIT; PTCHD4; ALK; SPHKAP
Lamp5 Lhx6,subclass,Lamp5 Lhx6,MERFISH_180,10,5,PDGFD; EYA4; FGF13; SV2C; FBXL7
Lamp5 Lhx6,subclass,Lamp5 Lhx6,MERFISH_180,20,9,PDGFD; EYA4; FGF13; SV2C; FBXL7; GRIN2A; GAD2; TOX; LAMP5
Lamp5 Lhx6,subclass,Lamp5 Lhx6,MERFISH_180,50,12,PDGFD; EYA4; FGF13; SV2C; FBXL7; GRIN2A; GAD2; TOX; LAMP5; TACR1; GRIP1; SEMA6D
Lamp5 Lhx6,subclass,Lamp5 Lhx6,MERSCOPE_250,10,6,CHST9; EYA4; FGF13; NTNG1; SV2C; FBXL7
Lamp5 Lhx6,subclass,Lamp5 Lhx6,MERSCOPE_250,20,9,CHST9; EYA4; FGF13; NTNG1; SV2C; FBXL7; CACNA2D1; TOX; LAMP5
Lamp5 Lhx6,subclass,Lamp5 Lhx6,MERSCOPE_250,50,15,CHST9; EYA4; FGF13; NTNG1; SV2C; FBXL7; CACNA2D1; TOX; LAMP5; SLC6A1; KIT; GRIP1; PTCHD4; SGCZ; MGAT4C
Lamp5 Lhx6,subclass,Lamp5 Lhx6,MERSCOPE_4K,10,7,CHST9; EYA4; FGF13; UNC5D; NTNG1; SV2C; FBXL7
Lamp5 Lhx6,subclass,Lamp5 Lhx6,MERSCOPE_4K,20,14,CHST9; EYA4; FGF13; UNC5D; NTNG1; SV2C; FBXL7; GRIN2A; CACNA2D1; GAD2; TOX; LAMP5; ATP8A2; IGSF11
Lamp5 Lhx6,subclass,Lamp5 Lhx6,MERSCOPE_4K,50,27,CHST9; EYA4; FGF13; UNC5D; NTNG1; SV2C; FBXL7; GRIN2A; CACNA2D1; GAD2; TOX; LAMP5; ATP8A2; IGSF11; SLC6A1; TACR1; KIT; GRIP1; COL4A2; PTCHD4; SEMA6D; PTPRT; UNC13C; SGCZ; CA8; ZNF536; MGAT4C
Lamp5 Lhx6,subclass,Lamp5 Lhx6,Xenium_5K,10,4,PDGFD; EYA4; FGF13; SV2C
Lamp5 Lhx6,subclass,Lamp5 Lhx6,Xenium_5K,20,8,PDGFD; EYA4; FGF13; SV2C; LTBP1; CACNA2D1; GAD2; TOX
Lamp5 Lhx6,subclass,Lamp5 Lhx6,Xenium_5K,50,16,PDGFD; EYA4; FGF13; SV2C; LTBP1; CACNA2D1; GAD2; TOX; SLC6A1; TACR1; KIT; COL4A2; ALK; SMYD3; TOX2; SFRP1
Microglia-PVM,subclass,Microglia-PVM,Xenium_v1,10,1,ARHGAP24
Microglia-PVM,subclass,Microglia-PVM,Xenium_v1,20,1,ARHGAP24
Microglia-PVM,subclass,Microglia-PVM,Xenium_v1,50,3,ARHGAP24; P2RY12; PTPRC
Microglia-PVM,subclass,Microglia-PVM,MERFISH_180,10,0,
Microglia-PVM,subclass,Microglia-PVM,MERFISH_180,20,0,
Microglia-PVM,subclass,Microglia-PVM,MERFISH_180,50,0,
Microglia-PVM,subclass,Microglia-PVM,MERSCOPE_250,10,2,ITPR2; SFMBT2
Microglia-PVM,subclass,Microglia-PVM,MERSCOPE_250,20,4,ITPR2; SFMBT2; SLC9A9; MEF2C
Microglia-PVM,subclass,Microglia-PVM,MERSCOPE_250,50,5,ITPR2; SFMBT2; SLC9A9; MEF2C; SORL1
Microglia-PVM,subclass,Microglia-PVM,MERSCOPE_4K,10,5,ITPR2; SFMBT2; PLXDC2; DOCK8; SRGAP2
Microglia-PVM,subclass,Microglia-PVM,MERSCOPE_4K,20,12,ITPR2; SFMBT2; PLXDC2; DOCK8; SRGAP2; MAML2; TBXAS1; APBB1IP; LDLRAD4; SLC9A9; ATP8B4; MEF2C
Microglia-PVM,subclass,Microglia-PVM,MERSCOPE_4K,50,19,ITPR2; SFMBT2; PLXDC2; DOCK8; SRGAP2; MAML2; TBXAS1; APBB1IP; LDLRAD4; SLC9A9; ATP8B4; MEF2C; ADAM28; SLCO2B1; ZFHX3; MAML3; AOAH; PTPRC; SORL1
Microglia-PVM,subclass,Microglia-PVM,Xenium_5K,10,1,MEF2A
Microglia-PVM,subclass,Microglia-PVM,Xenium_5K,20,7,MEF2A; MAML2; ST6GAL1; TBXAS1; LDLRAD4; DISC1; MEF2C
Microglia-PVM,subclass,Microglia-PVM,Xenium_5K,50,22,MEF2A; MAML2; ST6GAL1; TBXAS1; LDLRAD4; DISC1; MEF2C; SLC1A3; INPP5D; ADAM28; CSF1R; ANKRD44; P2RY12; PICALM; MBNL1; SLCO2B1; ZFHX3; LPAR6; DLEU1; AOAH; SYK; SORL1
OPC,subclass,OPC,Xenium_v1,10,2,PTPRZ1; VCAN
OPC,subclass,OPC,Xenium_v1,20,3,PTPRZ1; VCAN; SEMA5A
OPC,subclass,OPC,Xenium_v1,50,7,PTPRZ1; VCAN; SEMA5A; OLIG1; PDGFRA; BCAN; BRINP3
OPC,subclass,OPC,MERFISH_180,10,1,TNR
OPC,subclass,OPC,MERFISH_180,20,3,TNR; LUZP2; LRRC4C
OPC,subclass,OPC,MERFISH_180,50,8,TNR; LUZP2; LRRC4C; SOX6; CA10; DGKG; NLGN1; NFIA
OPC,subclass,OPC,MERSCOPE_250,10,3,DSCAM; VCAN; PCDH15
OPC,subclass,OPC,MERSCOPE_250,20,4,DSCAM; VCAN; PCDH15; LUZP2
OPC,subclass,OPC,MERSCOPE_250,50,11,DSCAM; VCAN; PCDH15; LUZP2; SOX6; CA10; PDGFRA; NFIA; BRINP3; NCKAP5; DPP6
OPC,subclass,OPC,MERSCOPE_4K,10,7,TNR; DSCAM; PTPRZ1; VCAN; PCDH15; XYLT1; NOVA1
OPC,subclass,OPC,MERSCOPE_4K,20,10,TNR; DSCAM; PTPRZ1; VCAN; PCDH15; XYLT1; NOVA1; SEMA5A; LUZP2; MAML2
OPC,subclass,OPC,MERSCOPE_4K,50,27,TNR; DSCAM; PTPRZ1; VCAN; PCDH15; XYLT1; NOVA1; SEMA5A; LUZP2; MAML2; SMOC1; KIF13A; SOX6; CA10; PDGFRA; MMP16; BCAS1; SLC35F1; DGKG; NLGN1; OPCML; NFIA; BRINP3; NCKAP5; LRRN1; DPP6; ZNF462
OPC,subclass,OPC,Xenium_5K,10,2,TNR; PTPRZ1
OPC,subclass,OPC,Xenium_5K,20,4,TNR; PTPRZ1; AGAP1; MAML2
OPC,subclass,OPC,Xenium_5K,50,14,TNR; PTPRZ1; AGAP1; MAML2; SMOC1; KAT2B; SOX6; CA10; OLIG1; PDGFRA; BCAN; DISC1; ZSWIM6; NAV1
Oligodendrocyte,subclass,Oligodendrocyte,Xenium_v1,10,2,ST18; CTNNA3
Oligodendrocyte,subclass,Oligodendrocyte,Xenium_v1,20,2,ST18; CTNNA3
Oligodendrocyte,subclass,Oligodendrocyte,Xenium_v1,50,6,ST18; CTNNA3; MOBP; MOG; UGT8; CLDN11
Oligodendrocyte,subclass,Oligodendrocyte,MERFISH_180,10,0,
Oligodendrocyte,subclass,Oligodendrocyte,MERFISH_180,20,1,PDE4B
Oligodendrocyte,subclass,Oligodendrocyte,MERFISH_180,50,3,PDE4B; SLC24A2; MOG
Oligodendrocyte,subclass,Oligodendrocyte,MERSCOPE_250,10,2,ST18; CTNNA3
Oligodendrocyte,subclass,Oligodendrocyte,MERSCOPE_250,20,3,ST18; CTNNA3; PCDH9
Oligodendrocyte,subclass,Oligodendrocyte,MERSCOPE_250,50,5,ST18; CTNNA3; PCDH9; FRMD4B; NCKAP5
Oligodendrocyte,subclass,Oligodendrocyte,MERSCOPE_4K,10,3,MBP; ST18; CTNNA3
Oligodendrocyte,subclass,Oligodendrocyte,MERSCOPE_4K,20,5,MBP; ST18; CTNNA3; IL1RAPL1; PCDH9
Oligodendrocyte,subclass,Oligodendrocyte,MERSCOPE_4K,50,16,MBP; ST18; CTNNA3; IL1RAPL1; PCDH9; FRMD4B; SLC24A2; DOCK10; DOCK5; PDE8A; PLCL1; NCKAP5; TRIM2; UGT8; MAN2A1; CREB5
Oligodendrocyte,subclass,Oligodendrocyte,Xenium_5K,10,2,PIP4K2A; PHLPP1
Oligodendrocyte,subclass,Oligodendrocyte,Xenium_5K,20,6,PIP4K2A; PHLPP1; ENPP2; PDE4B; MAP7; SIK3
Oligodendrocyte,subclass,Oligodendrocyte,Xenium_5K,50,12,PIP4K2A; PHLPP1; ENPP2; PDE4B; MAP7; SIK3; EDIL3; MOG; GAB1; DLG1; MAP4K4; CREB5
Pax6,subclass,Pax6,Xenium_v1,10,3,RELN; CXCL14; WIF1
Pax6,subclass,Pax6,Xenium_v1,20,6,RELN; CXCL14; WIF1; CDH4; MYO16; CCK
Pax6,subclass,Pax6,Xenium_v1,50,9,RELN; CXCL14; WIF1; CDH4; MYO16; CCK; DDR2; ALK; PLD5
Pax6,subclass,Pax6,MERFISH_180,10,1,SORCS3
Pax6,subclass,Pax6,MERFISH_180,20,2,SORCS3; ZNF385D
Pax6,subclass,Pax6,MERFISH_180,50,7,SORCS3; ZNF385D; SEMA6D; FBXL7; GRIP1; RGS12; PLD5
Pax6,subclass,Pax6,MERSCOPE_250,10,2,ADARB2; WIF1
Pax6,subclass,Pax6,MERSCOPE_250,20,4,ADARB2; WIF1; ZNF385D; IL1RAPL2
Pax6,subclass,Pax6,MERSCOPE_250,50,10,ADARB2; WIF1; ZNF385D; IL1RAPL2; GREB1L; SGCD; FBXL7; GRIP1; RGS12; PLD5
Pax6,subclass,Pax6,MERSCOPE_4K,10,6,SORCS3; CNR1; RELN; ADARB2; RBMS3; WIF1
Pax6,subclass,Pax6,MERSCOPE_4K,20,11,SORCS3; CNR1; RELN; ADARB2; RBMS3; WIF1; AP1S2; ZNF385D; CDH4; IL1RAPL2; MAML3
Pax6,subclass,Pax6,MERSCOPE_4K,50,25,SORCS3; CNR1; RELN; ADARB2; RBMS3; WIF1; AP1S2; ZNF385D; CDH4; IL1RAPL2; MAML3; SHISA9; GREB1L; DDR2; SGCD; NRXN1; SEMA6D; SGK1; FBXL7; LINC00472; GRIP1; RGS12; RIMS2; PLD5; SLC2A13
Pax6,subclass,Pax6,Xenium_5K,10,5,CNR1; RELN; RBMS3; CHRNA7; SEZ6L
Pax6,subclass,Pax6,Xenium_5K,20,7,CNR1; RELN; RBMS3; CHRNA7; SEZ6L; WWP1; CCK
Pax6,subclass,Pax6,Xenium_5K,50,19,CNR1; RELN; RBMS3; CHRNA7; SEZ6L; WWP1; CCK; ENOX1; PLS3; CRH; NR3C2; GREB1L; DDR2; SGK1; CACNA1B; SDK2; GABRG3; ALK; GRIA2
Pvalb,subclass,Pvalb,Xenium_v1,10,2,BTBD11; MYO5B
Pvalb,subclass,Pvalb,Xenium_v1,20,5,BTBD11; MYO5B; TMEM132C; CNTNAP3B; MYO16
Pvalb,subclass,Pvalb,Xenium_v1,50,10,BTBD11; MYO5B; TMEM132C; CNTNAP3B; MYO16; SLC26A4; GAD2; ANK1; TENM1; TAC1
Pvalb,subclass,Pvalb,MERFISH_180,10,2,FGF12; BTBD11
Pvalb,subclass,Pvalb,MERFISH_180,20,4,FGF12; BTBD11; SOX6; ZNF804A
Pvalb,subclass,Pvalb,MERFISH_180,50,10,FGF12; BTBD11; SOX6; ZNF804A; KAZN; GAD2; PRKG1; KIAA1217; ANK1; ZMAT4
Pvalb,subclass,Pvalb,MERSCOPE_250,10,2,SLIT2; ERBB4
Pvalb,subclass,Pvalb,MERSCOPE_250,20,6,SLIT2; ERBB4; PTPRM; SOX6; ZNF804A; ADAMTS17
Pvalb,subclass,Pvalb,MERSCOPE_250,50,11,SLIT2; ERBB4; PTPRM; SOX6; ZNF804A; ADAMTS17; NDST3; PRKG1; PPARGC1A; TENM1; ZMAT4
Pvalb,subclass,Pvalb,MERSCOPE_4K,10,7,FGF12; KCNC2; BTBD11; SLIT2; ERBB4; MYO5B; KLF12
Pvalb,subclass,Pvalb,MERSCOPE_4K,20,14,FGF12; KCNC2; BTBD11; SLIT2; ERBB4; MYO5B; KLF12; TMEM132C; PTPRM; SOX6; CNTNAP3B; ZNF804A; VWC2; ADAMTS17
Pvalb,subclass,Pvalb,MERSCOPE_4K,50,32,FGF12; KCNC2; BTBD11; SLIT2; ERBB4; MYO5B; KLF12; TMEM132C; PTPRM; SOX6; CNTNAP3B; ZNF804A; VWC2; ADAMTS17; OSBPL3; RUNX2; KAZN; KCND2; NDST3; RPS6KA2; SOX5; GAD2; PRKG1; PPARGC1A; SCN1A; TENM1; ZMAT4; CNTNAP2; MAGI1; RASGRF2; SRRM4; DTNA
Pvalb,subclass,Pvalb,Xenium_5K,10,3,SLIT2; MYO5B; KLF12
Pvalb,subclass,Pvalb,Xenium_5K,20,8,SLIT2; MYO5B; KLF12; PTPRM; TRPC4; SOX6; CNTNAP3; ZNF804A
Pvalb,subclass,Pvalb,Xenium_5K,50,17,SLIT2; MYO5B; KLF12; PTPRM; TRPC4; SOX6; CNTNAP3; ZNF804A; PAM; RUNX2; SOX5; GAD2; PPARGC1A; ANK1; MAGI1; TAC1; DTNA
Sncg,subclass,Sncg,Xenium_v1,10,1,CXCL14
Sncg,subclass,Sncg,Xenium_v1,20,3,CXCL14; ADRA1A; THSD7B
Sncg,subclass,Sncg,Xenium_v1,50,9,CXCL14; ADRA1A; THSD7B; EGFR; PLD5; PROX1; NR2F2; DNER; ADRA1B
Sncg,subclass,Sncg,MERFISH_180,10,0,
Sncg,subclass,Sncg,MERFISH_180,20,2,RGS12; CNTN5
Sncg,subclass,Sncg,MERFISH_180,50,7,RGS12; CNTN5; NPAS3; EGFR; PLD5; L3MBTL4; SEMA6D
Sncg,subclass,Sncg,MERSCOPE_250,10,2,INPP4B; ADARB2
Sncg,subclass,Sncg,MERSCOPE_250,20,4,INPP4B; ADARB2; RGS12; COL21A1
Sncg,subclass,Sncg,MERSCOPE_250,50,12,INPP4B; ADARB2; RGS12; COL21A1; NPAS3; EGFR; C8orf34; PLD5; NCAM2; IL1RAPL2; L3MBTL4; THSD7A
Sncg,subclass,Sncg,MERSCOPE_4K,10,3,INPP4B; CNR1; ADARB2
Sncg,subclass,Sncg,MERSCOPE_4K,20,8,INPP4B; CNR1; ADARB2; RGS12; PCSK2; COL21A1; DAB1; DOCK10
Sncg,subclass,Sncg,MERSCOPE_4K,50,23,INPP4B; CNR1; ADARB2; RGS12; PCSK2; COL21A1; DAB1; DOCK10; NPAS3; EGFR; C8orf34; PLD5; NCAM2; IL1RAPL2; PROX1; MAML3; NR2F2; SHISA9; L3MBTL4; THSD7A; NYAP2; PRKCA; SEMA6D
Sncg,subclass,Sncg,Xenium_5K,10,3,INPP4B; CNR1; CNTNAP4
Sncg,subclass,Sncg,Xenium_5K,20,6,INPP4B; CNR1; CNTNAP4; CHRNA7; ADRA1A; DAB1
Sncg,subclass,Sncg,Xenium_5K,50,12,INPP4B; CNR1; CNTNAP4; CHRNA7; ADRA1A; DAB1; EGFR; PROX1; ADRA1B; RERG; HDAC9; PRKCA
Sst,subclass,Sst,Xenium_v1,10,1,SST
Sst,subclass,Sst,Xenium_v1,20,3,SST; PLCH1; SYNPR
Sst,subclass,Sst,Xenium_v1,50,6,SST; PLCH1; SYNPR; COL25A1; TRHDE; LHX6
Sst,subclass,Sst,MERFISH_180,10,3,STXBP6; KIAA1217; GRIK3
Sst,subclass,Sst,MERFISH_180,20,7,STXBP6; KIAA1217; GRIK3; ROBO2; ROBO1; GRID2; SOX6
Sst,subclass,Sst,MERFISH_180,50,11,STXBP6; KIAA1217; GRIK3; ROBO2; ROBO1; GRID2; SOX6; RBFOX1; GRIN3A; ASTN2; LHX6
Sst,subclass,Sst,MERSCOPE_250,10,2,STXBP6; GRIK3
Sst,subclass,Sst,MERSCOPE_250,20,6,STXBP6; GRIK3; PLCH1; ROBO1; GRID2; SOX6
Sst,subclass,Sst,MERSCOPE_250,50,10,STXBP6; GRIK3; PLCH1; ROBO1; GRID2; SOX6; GRIN3A; PTPRM; GPC6; TRHDE
Sst,subclass,Sst,MERSCOPE_4K,10,3,STXBP6; NRXN3; GRIK3
Sst,subclass,Sst,MERSCOPE_4K,20,9,STXBP6; NRXN3; GRIK3; PLCH1; KIF26B; ROBO2; ROBO1; GRID2; SOX6
Sst,subclass,Sst,MERSCOPE_4K,50,23,STXBP6; NRXN3; GRIK3; PLCH1; KIF26B; ROBO2; ROBO1; GRID2; SOX6; GRIN3A; AAK1; FLT3; RASGRF2; PTPRM; GRIA3; TMTC1; PAWR; SLC8A1; GPC6; TRHDE; LIMCH1; LHX6; BACH1
Sst,subclass,Sst,Xenium_5K,10,1,GRIK3
Sst,subclass,Sst,Xenium_5K,20,4,GRIK3; RUNX1T1; TIAM1; SOX6
Sst,subclass,Sst,Xenium_5K,50,12,GRIK3; RUNX1T1; TIAM1; SOX6; DAPK1; NETO1; COL25A1; FLT3; PTPRM; ASTN2; PAWR; NAV2
Sst Chodl,subclass,Sst Chodl,Xenium_v1,10,2,SST; TACR1
Sst Chodl,subclass,Sst Chodl,Xenium_v1,20,5,SST; TACR1; CRHBP; NXPH2; TRPC6
Sst Chodl,subclass,Sst Chodl,Xenium_v1,50,6,SST; TACR1; CRHBP; NXPH2; TRPC6; ARHGAP24
Sst Chodl,subclass,Sst Chodl,MERFISH_180,10,4,NPY; SOX6; RBFOX1; TACR1
Sst Chodl,subclass,Sst Chodl,MERFISH_180,20,5,NPY; SOX6; RBFOX1; TACR1; NXPH2
Sst Chodl,subclass,Sst Chodl,MERFISH_180,50,7,NPY; SOX6; RBFOX1; TACR1; NXPH2; DGKG; NOS1
Sst Chodl,subclass,Sst Chodl,MERSCOPE_250,10,2,SOX6; IL1RAPL2
Sst Chodl,subclass,Sst Chodl,MERSCOPE_250,20,4,SOX6; IL1RAPL2; GULP1; TRPC6
Sst Chodl,subclass,Sst Chodl,MERSCOPE_250,50,9,SOX6; IL1RAPL2; GULP1; TRPC6; COL24A1; ARHGEF28; NOS1; SYTL5; SORBS2
Sst Chodl,subclass,Sst Chodl,MERSCOPE_4K,10,4,SOX6; IL1RAPL2; TMTC1; TACR1
Sst Chodl,subclass,Sst Chodl,MERSCOPE_4K,20,9,SOX6; IL1RAPL2; TMTC1; TACR1; MPPED2; GULP1; RPS6KA2; UTRN; TRPC6
Sst Chodl,subclass,Sst Chodl,MERSCOPE_4K,50,29,SOX6; IL1RAPL2; TMTC1; TACR1; MPPED2; GULP1; RPS6KA2; UTRN; TRPC6; SOX2-OT; DGKG; MAML2; MARCH4; COL24A1; NEGR1; SVIL; ARHGEF28; CRYBG3; SRGAP1; NOS1; PCSK2; GALNT18; UNC5D; SYTL5; SORBS2; PCSK5; BCL11A; MPDZ; KLF5
Sst Chodl,subclass,Sst Chodl,Xenium_5K,10,2,SOX6; TACR1
Sst Chodl,subclass,Sst Chodl,Xenium_5K,20,7,SOX6; TACR1; MPPED2; CORT; NXPH2; UTRN; TRPC6
Sst Chodl,subclass,Sst Chodl,Xenium_5K,50,20,SOX6; TACR1; MPPED2; CORT; NXPH2; UTRN; TRPC6; SOX2-OT; MAML2; PAM; SVIL; RUNX1T1; CRYBG3; NOS1; NELL1; BCL11B; PARD3; BCL11A; MPDZ; KLF5
VLMC,subclass,VLMC,Xenium_v1,10,2,LAMA2; DCN
VLMC,subclass,VLMC,Xenium_v1,20,2,LAMA2; DCN
VLMC,subclass,VLMC,Xenium_v1,50,3,LAMA2; DCN; SEMA5A
VLMC,subclass,VLMC,MERFISH_180,10,1,DCN
VLMC,subclass,VLMC,MERFISH_180,20,1,DCN
VLMC,subclass,VLMC,MERFISH_180,50,7,DCN; EBF1; DLC1; PRRX1; NFIA; LAMA4; SNTB1
VLMC,subclass,VLMC,MERSCOPE_250,10,3,DCN; COBLL1; ARHGAP29
VLMC,subclass,VLMC,MERSCOPE_250,20,3,DCN; COBLL1; ARHGAP29
VLMC,subclass,VLMC,MERSCOPE_250,50,7,DCN; COBLL1; ARHGAP29; DLC1; NFIA; SLC6A1; SNTB1
VLMC,subclass,VLMC,MERSCOPE_4K,10,7,COLEC12; DCN; ITIH5; RORA; RBMS3; COBLL1; ARHGAP29
VLMC,subclass,VLMC,MERSCOPE_4K,20,10,COLEC12; DCN; ITIH5; RORA; RBMS3; COBLL1; ARHGAP29; ZIC1; ARHGAP10; SASH1
VLMC,subclass,VLMC,MERSCOPE_4K,50,24,COLEC12; DCN; ITIH5; RORA; RBMS3; COBLL1; ARHGAP29; ZIC1; ARHGAP10; SASH1; SEMA5A; TJP1; ZEB1; DLC1; PRRX1; TIMP3; COL1A2; NFIA; ZFHX3; LAMA4; SLC6A1; SLC7A11; SNTB1; TBX18
VLMC,subclass,VLMC,Xenium_5K,10,4,COLEC12; ITIH5; RBMS3; COBLL1
VLMC,subclass,VLMC,Xenium_5K,20,8,COLEC12; ITIH5; RBMS3; COBLL1; SLC1A3; SLC20A2; PARD3; SASH1
VLMC,subclass,VLMC,Xenium_5K,50,20,COLEC12; ITIH5; RBMS3; COBLL1; SLC1A3; SLC20A2; PARD3; SASH1; EBF1; TJP1; ZEB1; DISC1; PRRX1; ZFHX3; PTEN; RBPMS; SLC6A1; SLC7A11; FRMD6; PDGFRB
Vip,subclass,Vip,Xenium_v1,10,5,VIP; SYNPR; PROX1; PLD5; SLC24A3
Vip,subclass,Vip,Xenium_v1,20,5,VIP; SYNPR; PROX1; PLD5; SLC24A3
Vip,subclass,Vip,Xenium_v1,50,10,VIP; SYNPR; PROX1; PLD5; SLC24A3; EGFR; CXCL14; ADRA1B; VWC2L; SDK1
Vip,subclass,Vip,MERFISH_180,10,4,RGS12; VIP; PLD5; GALNTL6
Vip,subclass,Vip,MERFISH_180,20,5,RGS12; VIP; PLD5; GALNTL6; L3MBTL4
Vip,subclass,Vip,MERFISH_180,50,9,RGS12; VIP; PLD5; GALNTL6; L3MBTL4; EGFR; GRM7; ZNF804A; ROBO1
Vip,subclass,Vip,MERSCOPE_250,10,4,RGS12; ADARB2; PLD5; GALNTL6
Vip,subclass,Vip,MERSCOPE_250,20,7,RGS12; ADARB2; PLD5; GALNTL6; THSD7A; ERBB4; L3MBTL4
Vip,subclass,Vip,MERSCOPE_250,50,15,RGS12; ADARB2; PLD5; GALNTL6; THSD7A; ERBB4; L3MBTL4; EGFR; DSCAM; ADAMTS6; ZNF804A; PDE3A; SDK1; ROBO1; PKP2
Vip,subclass,Vip,MERSCOPE_4K,10,7,DLX6-AS1; RGS12; ADARB2; PROX1; PLD5; GALNTL6; GALNT13
Vip,subclass,Vip,MERSCOPE_4K,20,11,DLX6-AS1; RGS12; ADARB2; PROX1; PLD5; GALNTL6; GALNT13; THSD7A; ERBB4; SCG2; L3MBTL4
Vip,subclass,Vip,MERSCOPE_4K,50,25,DLX6-AS1; RGS12; ADARB2; PROX1; PLD5; GALNTL6; GALNT13; THSD7A; ERBB4; SCG2; L3MBTL4; MAPK4; PROX1-AS1; EGFR; DSCAM; B4GALT6; ADAMTS6; DOCK10; ZNF804A; PDE3A; ASIC4; SDK1; ROBO1; SNTG1; PKP2
Vip,subclass,Vip,Xenium_5K,10,2,VIP; PROX1
Vip,subclass,Vip,Xenium_5K,20,5,VIP; PROX1; KCNT2; CALB2; SCG2
Vip,subclass,Vip,Xenium_5K,50,13,VIP; PROX1; KCNT2; CALB2; SCG2; EGFR; GRM7; NR3C2; CHRNA2; ZNF804A; ADRA1B; PDE3A; PKP2
Astro_1,supertype,Astrocyte,Xenium_v1,5,1,AQP4
Astro_1,supertype,Astrocyte,Xenium_v1,10,1,AQP4
Astro_1,supertype,Astrocyte,Xenium_v1,20,1,AQP4
Astro_1,supertype,Astrocyte,Xenium_v1,50,2,AQP4; TMEM132C
Astro_1,supertype,Astrocyte,MERFISH_180,5,1,ETNPPL
Astro_1,supertype,Astrocyte,MERFISH_180,10,1,ETNPPL
Astro_1,supertype,Astrocyte,MERFISH_180,20,1,ETNPPL
Astro_1,supertype,Astrocyte,MERFISH_180,50,2,ETNPPL; CACHD1
Astro_1,supertype,Astrocyte,MERSCOPE_250,5,2,DPP10; EPHA6
Astro_1,supertype,Astrocyte,MERSCOPE_250,10,3,DPP10; EPHA6; MGAT4C
Astro_1,supertype,Astrocyte,MERSCOPE_250,20,4,DPP10; EPHA6; MGAT4C; ERBB4
Astro_1,supertype,Astrocyte,MERSCOPE_250,50,5,DPP10; EPHA6; MGAT4C; ERBB4; LMO3
Astro_1,supertype,Astrocyte,MERSCOPE_4K,5,4,DPP10; EPHA6; ETNPPL; AQP4
Astro_1,supertype,Astrocyte,MERSCOPE_4K,10,5,DPP10; EPHA6; ETNPPL; AQP4; MGAT4C
Astro_1,supertype,Astrocyte,MERSCOPE_4K,20,7,DPP10; EPHA6; ETNPPL; AQP4; MGAT4C; ERBB4; GNAQ
Astro_1,supertype,Astrocyte,MERSCOPE_4K,50,16,DPP10; EPHA6; ETNPPL; AQP4; MGAT4C; ERBB4; GNAQ; CACHD1; RHOB; LMO3; ARHGAP26; GLI3; ALDH7A1; BICC1; TMEM132C; UGP2
Astro_1,supertype,Astrocyte,Xenium_5K,5,1,AQP4
Astro_1,supertype,Astrocyte,Xenium_5K,10,3,AQP4; ID4; NIN
Astro_1,supertype,Astrocyte,Xenium_5K,20,5,AQP4; ID4; NIN; GLUD1; GNAQ
Astro_1,supertype,Astrocyte,Xenium_5K,50,7,AQP4; ID4; NIN; GLUD1; GNAQ; GLI3; ALDH7A1
Astro_2,supertype,Astrocyte,Xenium_v1,5,0,
Astro_2,supertype,Astrocyte,Xenium_v1,10,0,
Astro_2,supertype,Astrocyte,Xenium_v1,20,2,ARHGAP24; WIF1
Astro_2,supertype,Astrocyte,Xenium_v1,50,3,ARHGAP24; WIF1; RORB
Astro_2,supertype,Astrocyte,MERFISH_180,5,1,HPSE2
Astro_2,supertype,Astrocyte,MERFISH_180,10,2,HPSE2; LRP1B
Astro_2,supertype,Astrocyte,MERFISH_180,20,4,HPSE2; LRP1B; GPC5; PLCB1
Astro_2,supertype,Astrocyte,MERFISH_180,50,6,HPSE2; LRP1B; GPC5; PLCB1; DLC1; RORB
Astro_2,supertype,Astrocyte,MERSCOPE_250,5,2,SGCD; HPSE2
Astro_2,supertype,Astrocyte,MERSCOPE_250,10,3,SGCD; HPSE2; LRP1B
Astro_2,supertype,Astrocyte,MERSCOPE_250,20,5,SGCD; HPSE2; LRP1B; GPC5; WIF1
