celltype,level,subclass,panel,topN,n_in_panel,genes_in_panel
Lamp5_6,supertype,Lamp5,Xenium_v1,5,1,SDK1
Lamp5_6,supertype,Lamp5,Xenium_v1,10,1,SDK1
Lamp5_6,supertype,Lamp5,Xenium_v1,20,2,SDK1; RYR3
Lamp5_6,supertype,Lamp5,Xenium_v1,50,4,SDK1; RYR3; THSD7B; PLD5
Lamp5_6,supertype,Lamp5,MERFISH_180,5,1,PDE4B
Lamp5_6,supertype,Lamp5,MERFISH_180,10,2,PDE4B; HS6ST3
Lamp5_6,supertype,Lamp5,MERFISH_180,20,7,PDE4B; HS6ST3; RGS12; NLGN1; GRM7; RYR3; NKAIN2
Lamp5_6,supertype,Lamp5,MERFISH_180,50,13,PDE4B; HS6ST3; RGS12; NLGN1; GRM7; RYR3; NKAIN2; FRMPD4; ROBO1; CACNA2D3; TENM2; NPAS3; PLD5
Lamp5_6,supertype,Lamp5,MERSCOPE_250,5,2,EPHA6; SDK1
Lamp5_6,supertype,Lamp5,MERSCOPE_250,10,3,EPHA6; SDK1; COL21A1
Lamp5_6,supertype,Lamp5,MERSCOPE_250,20,4,EPHA6; SDK1; COL21A1; RGS12
Lamp5_6,supertype,Lamp5,MERSCOPE_250,50,17,EPHA6; SDK1; COL21A1; RGS12; CNTN3; ROBO1; NCAM2; COL5A2; LINGO2; NPAS3; ESRRG; INPP4B; SLC44A5; TENM3; PLD5; ERBB4; DPP10
Lamp5_6,supertype,Lamp5,MERSCOPE_4K,5,3,EPHA6; SDK1; SNTG1
Lamp5_6,supertype,Lamp5,MERSCOPE_4K,10,6,EPHA6; SDK1; SNTG1; HS6ST3; COL21A1; CNTNAP2
Lamp5_6,supertype,Lamp5,MERSCOPE_4K,20,9,EPHA6; SDK1; SNTG1; HS6ST3; COL21A1; CNTNAP2; RGS12; NLGN1; NKAIN2
Lamp5_6,supertype,Lamp5,MERSCOPE_4K,50,31,EPHA6; SDK1; SNTG1; HS6ST3; COL21A1; CNTNAP2; RGS12; NLGN1; NKAIN2; CNTN3; CDH10; RIMS2; FRMPD4; ROBO1; CACNA2D3; NCAM2; COL5A2; TENM2; LINGO2; NPAS3; ESRRG; INPP4B; HS3ST5; DTNA; SLC44A5; TENM3; MAGI3; PLD5; ERBB4; DPP10; ATP2B4
Lamp5_6,supertype,Lamp5,Xenium_5K,5,1,PDE4B
Lamp5_6,supertype,Lamp5,Xenium_5K,10,1,PDE4B
Lamp5_6,supertype,Lamp5,Xenium_5K,20,2,PDE4B; GRM7
Lamp5_6,supertype,Lamp5,Xenium_5K,50,10,PDE4B; GRM7; COL5A2; LINGO2; ESRRG; INPP4B; HS3ST5; DTNA; MAGI3; ALCAM
Micro-PVM_1,supertype,Microglia-PVM,Xenium_v1,5,0,
Micro-PVM_1,supertype,Microglia-PVM,Xenium_v1,10,1,NRP1
Micro-PVM_1,supertype,Microglia-PVM,Xenium_v1,20,2,NRP1; MS4A6A
Micro-PVM_1,supertype,Microglia-PVM,Xenium_v1,50,4,NRP1; MS4A6A; CD163; LYVE1
Micro-PVM_1,supertype,Microglia-PVM,MERFISH_180,5,0,
Micro-PVM_1,supertype,Microglia-PVM,MERFISH_180,10,0,
Micro-PVM_1,supertype,Microglia-PVM,MERFISH_180,20,0,
Micro-PVM_1,supertype,Microglia-PVM,MERFISH_180,50,0,
Micro-PVM_1,supertype,Microglia-PVM,MERSCOPE_250,5,0,
Micro-PVM_1,supertype,Microglia-PVM,MERSCOPE_250,10,0,
Micro-PVM_1,supertype,Microglia-PVM,MERSCOPE_250,20,3,FRMD4B; SLC9A9; DPYD
Micro-PVM_1,supertype,Microglia-PVM,MERSCOPE_250,50,4,FRMD4B; SLC9A9; DPYD; CD163L1
Micro-PVM_1,supertype,Microglia-PVM,MERSCOPE_4K,5,2,F13A1; MRC1
Micro-PVM_1,supertype,Microglia-PVM,MERSCOPE_4K,10,5,F13A1; MRC1; COLEC12; NRP1; MAN1A1
Micro-PVM_1,supertype,Microglia-PVM,MERSCOPE_4K,20,9,F13A1; MRC1; COLEC12; NRP1; MAN1A1; FRMD4B; TRPS1; SLC9A9; DPYD
Micro-PVM_1,supertype,Microglia-PVM,MERSCOPE_4K,50,19,F13A1; MRC1; COLEC12; NRP1; MAN1A1; FRMD4B; TRPS1; SLC9A9; DPYD; ATG7; SIGLEC1; PEAK1; MCTP1; FMN1; EDA; CD163L1; AFF3; SCN9A; SGMS1
Micro-PVM_1,supertype,Microglia-PVM,Xenium_5K,5,3,F13A1; IQGAP2; MRC1
Micro-PVM_1,supertype,Microglia-PVM,Xenium_5K,10,6,F13A1; IQGAP2; MRC1; COLEC12; NRP1; MAN1A1
Micro-PVM_1,supertype,Microglia-PVM,Xenium_5K,20,11,F13A1; IQGAP2; MRC1; COLEC12; NRP1; MAN1A1; MYO5A; PID1; TRPS1; FOXP1; DPYD
Micro-PVM_1,supertype,Microglia-PVM,Xenium_5K,50,26,F13A1; IQGAP2; MRC1; COLEC12; NRP1; MAN1A1; MYO5A; PID1; TRPS1; FOXP1; DPYD; ATG7; LGMN; CD163; SIGLEC1; SPATS2L; DAPK1; FMN1; EDA; WWP1; PDGFC; ABCA1; STAB1; SCN9A; DAB2; THRB
Micro-PVM_2,supertype,Microglia-PVM,Xenium_v1,5,1,P2RY12
Micro-PVM_2,supertype,Microglia-PVM,Xenium_v1,10,2,P2RY12; HS3ST4
Micro-PVM_2,supertype,Microglia-PVM,Xenium_v1,20,2,P2RY12; HS3ST4
Micro-PVM_2,supertype,Microglia-PVM,Xenium_v1,50,5,P2RY12; HS3ST4; CX3CR1; SDK1; RNASET2
Micro-PVM_2,supertype,Microglia-PVM,MERFISH_180,5,0,
Micro-PVM_2,supertype,Microglia-PVM,MERFISH_180,10,0,
Micro-PVM_2,supertype,Microglia-PVM,MERFISH_180,20,1,FOXP2
Micro-PVM_2,supertype,Microglia-PVM,MERFISH_180,50,1,FOXP2
Micro-PVM_2,supertype,Microglia-PVM,MERSCOPE_250,5,1,SORL1
Micro-PVM_2,supertype,Microglia-PVM,MERSCOPE_250,10,1,SORL1
Micro-PVM_2,supertype,Microglia-PVM,MERSCOPE_250,20,1,SORL1
Micro-PVM_2,supertype,Microglia-PVM,MERSCOPE_250,50,4,SORL1; SDK1; DSCAM; KHDRBS3
Micro-PVM_2,supertype,Microglia-PVM,MERSCOPE_4K,5,1,SORL1
Micro-PVM_2,supertype,Microglia-PVM,MERSCOPE_4K,10,3,SORL1; HS3ST4; APBB1IP
Micro-PVM_2,supertype,Microglia-PVM,MERSCOPE_4K,20,8,SORL1; HS3ST4; APBB1IP; SRGAP2; SYNDIG1; PLXDC2; USP53; KCNQ3
Micro-PVM_2,supertype,Microglia-PVM,MERSCOPE_4K,50,18,SORL1; HS3ST4; APBB1IP; SRGAP2; SYNDIG1; PLXDC2; USP53; KCNQ3; ADAM28; SDK1; IPCEF1; DSCAM; SLC8A1; KHDRBS3; PRKCA; LINC01141; DOCK8; RUNX2
Micro-PVM_2,supertype,Microglia-PVM,Xenium_5K,5,2,SORL1; P2RY12
Micro-PVM_2,supertype,Microglia-PVM,Xenium_5K,10,3,SORL1; P2RY12; RASGEF1C
Micro-PVM_2,supertype,Microglia-PVM,Xenium_5K,20,7,SORL1; P2RY12; RASGEF1C; DLEU1; USP53; ST6GAL1; FOXP2
Micro-PVM_2,supertype,Microglia-PVM,Xenium_5K,50,14,SORL1; P2RY12; RASGEF1C; DLEU1; USP53; ST6GAL1; FOXP2; CX3CR1; ADAM28; ABCC4; IL6ST; ANKRD44; PRKCA; RUNX2
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,Xenium_v1,5,0,
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,Xenium_v1,10,0,
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,Xenium_v1,20,0,
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,Xenium_v1,50,0,
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,MERFISH_180,5,0,
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,MERFISH_180,10,0,
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,MERFISH_180,20,0,
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,MERFISH_180,50,0,
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,MERSCOPE_250,5,0,
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,MERSCOPE_250,10,0,
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,MERSCOPE_250,20,0,
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,MERSCOPE_250,50,3,PRKCB; CPED1; DSCAM
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,MERSCOPE_4K,5,2,IPCEF1; SYNDIG1
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,MERSCOPE_4K,10,2,IPCEF1; SYNDIG1
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,MERSCOPE_4K,20,4,IPCEF1; SYNDIG1; DOCK8; DOCK10
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,MERSCOPE_4K,50,14,IPCEF1; SYNDIG1; DOCK8; DOCK10; PRKCB; MACF1; OLR1; ALOX5; CPED1; TANC1; DSCAM; RPS6KA2; APBB1IP; VPS41
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,Xenium_5K,5,1,CLTC
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,Xenium_5K,10,4,CLTC; DAP3; ATF4; ACACA
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,Xenium_5K,20,4,CLTC; DAP3; ATF4; ACACA
Micro-PVM_2_3-SEAAD,supertype,Microglia-PVM,Xenium_5K,50,8,CLTC; DAP3; ATF4; ACACA; PRKCB; OLR1; ALOX5; ENTPD1
OPC_1,supertype,OPC,Xenium_v1,5,0,
OPC_1,supertype,OPC,Xenium_v1,10,0,
OPC_1,supertype,OPC,Xenium_v1,20,1,SEMA5A
OPC_1,supertype,OPC,Xenium_v1,50,1,SEMA5A
OPC_1,supertype,OPC,MERFISH_180,5,1,KAZN
OPC_1,supertype,OPC,MERFISH_180,10,1,KAZN
OPC_1,supertype,OPC,MERFISH_180,20,1,KAZN
OPC_1,supertype,OPC,MERFISH_180,50,2,KAZN; SOX6
OPC_1,supertype,OPC,MERSCOPE_250,5,0,
OPC_1,supertype,OPC,MERSCOPE_250,10,0,
OPC_1,supertype,OPC,MERSCOPE_250,20,1,FRMD4B
OPC_1,supertype,OPC,MERSCOPE_250,50,2,FRMD4B; SOX6
OPC_1,supertype,OPC,MERSCOPE_4K,5,3,BCAS1; TNS3; KAZN
OPC_1,supertype,OPC,MERSCOPE_4K,10,5,BCAS1; TNS3; KAZN; BMPER; SH3RF3
OPC_1,supertype,OPC,MERSCOPE_4K,20,8,BCAS1; TNS3; KAZN; BMPER; SH3RF3; FRMD4B; TMEM108; SEMA5A
OPC_1,supertype,OPC,MERSCOPE_4K,50,17,BCAS1; TNS3; KAZN; BMPER; SH3RF3; FRMD4B; TMEM108; SEMA5A; MAML2; SLC2A13; SOX6; RNF144A; EPHB1; TMEM163; ZEB2; BRINP1; SOGA1
OPC_1,supertype,OPC,Xenium_5K,5,2,FYN; GPR17
OPC_1,supertype,OPC,Xenium_5K,10,3,FYN; GPR17; BMPER
OPC_1,supertype,OPC,Xenium_5K,20,5,FYN; GPR17; BMPER; PPP1R16B; SIRT2
OPC_1,supertype,OPC,Xenium_5K,50,16,FYN; GPR17; BMPER; PPP1R16B; SIRT2; ABTB2; MAML2; SOX6; EPHB1; TCF7L2; ZEB2; BRINP1; PTK2; ARHGAP35; PRICKLE1; TMTC4
OPC_2,supertype,OPC,Xenium_v1,5,0,
OPC_2,supertype,OPC,Xenium_v1,10,1,PTPRZ1
OPC_2,supertype,OPC,Xenium_v1,20,1,PTPRZ1
OPC_2,supertype,OPC,Xenium_v1,50,4,PTPRZ1; PDGFRA; BRINP3; TMEM132C
OPC_2,supertype,OPC,MERFISH_180,5,0,
OPC_2,supertype,OPC,MERFISH_180,10,0,
OPC_2,supertype,OPC,MERFISH_180,20,0,
OPC_2,supertype,OPC,MERFISH_180,50,2,LRRC4C; NFIA
OPC_2,supertype,OPC,MERSCOPE_250,5,1,MALAT1
OPC_2,supertype,OPC,MERSCOPE_250,10,1,MALAT1
OPC_2,supertype,OPC,MERSCOPE_250,20,1,MALAT1
OPC_2,supertype,OPC,MERSCOPE_250,50,4,MALAT1; PDGFRA; BRINP3; NFIA
OPC_2,supertype,OPC,MERSCOPE_4K,5,1,MALAT1
OPC_2,supertype,OPC,MERSCOPE_4K,10,3,MALAT1; PTPRZ1; NOVA1
OPC_2,supertype,OPC,MERSCOPE_4K,20,5,MALAT1; PTPRZ1; NOVA1; CHL1; KIF26B
OPC_2,supertype,OPC,MERSCOPE_4K,50,21,MALAT1; PTPRZ1; NOVA1; CHL1; KIF26B; SIPA1L1; BACH1; SCN2A; PDGFRA; KIF13A; SOX2-OT; DNAH11; SLC1A2; LINC01572; DAB1; BRINP3; SCN1A; TMEM132C; SORBS1; NFIA; SLC35F1
OPC_2,supertype,OPC,Xenium_5K,5,0,
OPC_2,supertype,OPC,Xenium_5K,10,1,PTPRZ1
OPC_2,supertype,OPC,Xenium_5K,20,1,PTPRZ1
OPC_2,supertype,OPC,Xenium_5K,50,9,PTPRZ1; PTPRG; PDGFRA; SOX2-OT; DNAH11; CTNND2; KCNMA1; SLC1A2; DAB1
OPC_2_1-SEAAD,supertype,OPC,Xenium_v1,5,0,
OPC_2_1-SEAAD,supertype,OPC,Xenium_v1,10,0,
OPC_2_1-SEAAD,supertype,OPC,Xenium_v1,20,0,
OPC_2_1-SEAAD,supertype,OPC,Xenium_v1,50,3,POU6F2; SLC24A3; RIT2
OPC_2_1-SEAAD,supertype,OPC,MERFISH_180,5,0,
OPC_2_1-SEAAD,supertype,OPC,MERFISH_180,10,0,
OPC_2_1-SEAAD,supertype,OPC,MERFISH_180,20,0,
OPC_2_1-SEAAD,supertype,OPC,MERFISH_180,50,3,DLC1; CSMD1; ATRNL1
OPC_2_1-SEAAD,supertype,OPC,MERSCOPE_250,5,0,
OPC_2_1-SEAAD,supertype,OPC,MERSCOPE_250,10,0,
OPC_2_1-SEAAD,supertype,OPC,MERSCOPE_250,20,0,
OPC_2_1-SEAAD,supertype,OPC,MERSCOPE_250,50,6,MEG3; DLC1; PCDH9; POU6F2; SORBS2; SPOCK1
OPC_2_1-SEAAD,supertype,OPC,MERSCOPE_4K,5,0,
OPC_2_1-SEAAD,supertype,OPC,MERSCOPE_4K,10,0,
OPC_2_1-SEAAD,supertype,OPC,MERSCOPE_4K,20,4,XYLT1; PTPRT; CSMD3; NRXN1
OPC_2_1-SEAAD,supertype,OPC,MERSCOPE_4K,50,21,XYLT1; PTPRT; CSMD3; NRXN1; SNTG1; MEG3; ADCY8; DLC1; SLC35F1; PCDH9; POU6F2; RORA; KCND2; SORBS2; SPOCK1; SOX5; RAB10; DOCK5; PDE4D; CCDC91; ATRNL1
OPC_2_1-SEAAD,supertype,OPC,Xenium_5K,5,0,
OPC_2_1-SEAAD,supertype,OPC,Xenium_5K,10,1,SEZ6L
OPC_2_1-SEAAD,supertype,OPC,Xenium_5K,20,2,SEZ6L; NELL1
OPC_2_1-SEAAD,supertype,OPC,Xenium_5K,50,10,SEZ6L; NELL1; MEG3; PSD3; WWOX; SPOCK1; SOX5; CCDC91; NAV1; AGAP1
Oligo_1,supertype,Oligodendrocyte,Xenium_v1,5,0,
Oligo_1,supertype,Oligodendrocyte,Xenium_v1,10,0,
Oligo_1,supertype,Oligodendrocyte,Xenium_v1,20,0,
Oligo_1,supertype,Oligodendrocyte,Xenium_v1,50,3,PCSK6; SEMA5A; MOBP
Oligo_1,supertype,Oligodendrocyte,MERFISH_180,5,0,
Oligo_1,supertype,Oligodendrocyte,MERFISH_180,10,1,RBFOX1
Oligo_1,supertype,Oligodendrocyte,MERFISH_180,20,2,RBFOX1; NKAIN2
Oligo_1,supertype,Oligodendrocyte,MERFISH_180,50,2,RBFOX1; NKAIN2
Oligo_1,supertype,Oligodendrocyte,MERSCOPE_250,5,0,
Oligo_1,supertype,Oligodendrocyte,MERSCOPE_250,10,0,
Oligo_1,supertype,Oligodendrocyte,MERSCOPE_250,20,0,
Oligo_1,supertype,Oligodendrocyte,MERSCOPE_250,50,2,SGCD; SORL1
Oligo_1,supertype,Oligodendrocyte,MERSCOPE_4K,5,1,RASGRF1
Oligo_1,supertype,Oligodendrocyte,MERSCOPE_4K,10,3,RASGRF1; SLC25A13; RASGRF2
Oligo_1,supertype,Oligodendrocyte,MERSCOPE_4K,20,8,RASGRF1; SLC25A13; RASGRF2; COL18A1; NEGR1; MAN2A1; NKAIN2; DTNA
Oligo_1,supertype,Oligodendrocyte,MERSCOPE_4K,50,19,RASGRF1; SLC25A13; RASGRF2; COL18A1; NEGR1; MAN2A1; NKAIN2; DTNA; ITGA2; SGCD; FAM171A1; PCSK6; AFF3; TTLL5; PDE4D; SYNJ2; SORL1; RANBP17; SEMA5A
Oligo_1,supertype,Oligodendrocyte,Xenium_5K,5,1,ACTN2
Oligo_1,supertype,Oligodendrocyte,Xenium_5K,10,2,ACTN2; SLC25A13
Oligo_1,supertype,Oligodendrocyte,Xenium_5K,20,4,ACTN2; SLC25A13; COL18A1; DTNA
Oligo_1,supertype,Oligodendrocyte,Xenium_5K,50,12,ACTN2; SLC25A13; COL18A1; DTNA; NAV2; CNTNAP4; ITGA2; SLC39A11; SNX29; CDK18; LRP2; SORL1
Oligo_2,supertype,Oligodendrocyte,Xenium_v1,5,0,
Oligo_2,supertype,Oligodendrocyte,Xenium_v1,10,0,
Oligo_2,supertype,Oligodendrocyte,Xenium_v1,20,0,
Oligo_2,supertype,Oligodendrocyte,Xenium_v1,50,1,LAMA2
Oligo_2,supertype,Oligodendrocyte,MERFISH_180,5,0,
Oligo_2,supertype,Oligodendrocyte,MERFISH_180,10,0,
Oligo_2,supertype,Oligodendrocyte,MERFISH_180,20,2,SLC24A2; KIRREL3
Oligo_2,supertype,Oligodendrocyte,MERFISH_180,50,6,SLC24A2; KIRREL3; NLGN1; PDE4B; L3MBTL4; ASTN2
Oligo_2,supertype,Oligodendrocyte,MERSCOPE_250,5,1,PCDH9
Oligo_2,supertype,Oligodendrocyte,MERSCOPE_250,10,1,PCDH9
Oligo_2,supertype,Oligodendrocyte,MERSCOPE_250,20,3,PCDH9; PDE1C; SPOCK1
Oligo_2,supertype,Oligodendrocyte,MERSCOPE_250,50,7,PCDH9; PDE1C; SPOCK1; FRMD4B; L3MBTL4; GREB1L; NCAM2
Oligo_2,supertype,Oligodendrocyte,MERSCOPE_4K,5,2,PLXDC2; PCDH9
Oligo_2,supertype,Oligodendrocyte,MERSCOPE_4K,10,3,PLXDC2; PCDH9; EXOC6B
Oligo_2,supertype,Oligodendrocyte,MERSCOPE_4K,20,7,PLXDC2; PCDH9; EXOC6B; PDE1C; IL1RAPL1; SLC24A2; SPOCK1
Oligo_2,supertype,Oligodendrocyte,MERSCOPE_4K,50,21,PLXDC2; PCDH9; EXOC6B; PDE1C; IL1RAPL1; SLC24A2; SPOCK1; NLGN1; FRMD4B; LIMCH1; FUT8; L3MBTL4; GREB1L; LRRC7; ARAP2; KIAA0930; NRXN3; PDE8A; CREB5; DIP2C; NCAM2
Oligo_2,supertype,Oligodendrocyte,Xenium_5K,5,0,
Oligo_2,supertype,Oligodendrocyte,Xenium_5K,10,2,CTNND2; SIK3
Oligo_2,supertype,Oligodendrocyte,Xenium_5K,20,3,CTNND2; SIK3; SPOCK1
Oligo_2,supertype,Oligodendrocyte,Xenium_5K,50,12,CTNND2; SIK3; SPOCK1; PDE4B; FUT8; GREB1L; PHLPP1; AGAP1; ASTN2; PIP4K2A; PTBP2; CREB5
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,Xenium_v1,5,0,
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,Xenium_v1,10,0,
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,Xenium_v1,20,0,
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,Xenium_v1,50,0,
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,MERFISH_180,5,0,
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,MERFISH_180,10,1,NLGN1
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,MERFISH_180,20,1,NLGN1
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,MERFISH_180,50,2,NLGN1; PDE4B
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,MERSCOPE_250,5,0,
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,MERSCOPE_250,10,0,
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,MERSCOPE_250,20,0,
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,MERSCOPE_250,50,2,CACNA2D1; NCKAP5
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,MERSCOPE_4K,5,0,
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,MERSCOPE_4K,10,1,NLGN1
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,MERSCOPE_4K,20,2,NLGN1; PLXDC2
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,MERSCOPE_4K,50,11,NLGN1; PLXDC2; CADM2; EXOC6B; PBX1; CACNA2D1; IL1RAPL1; NCKAP5; NPEPPS; PPP3CA; PEAK1
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,Xenium_5K,5,0,
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,Xenium_5K,10,1,SIK3
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,Xenium_5K,20,3,SIK3; CTNND2; GNAO1
Oligo_2_1-SEAAD,supertype,Oligodendrocyte,Xenium_5K,50,10,SIK3; CTNND2; GNAO1; PHLPP1; PDE4B; PBX1; CACNA2D1; DIP2B; PPP3CA; EHBP1
Oligo_3,supertype,Oligodendrocyte,Xenium_v1,5,0,
Oligo_3,supertype,Oligodendrocyte,Xenium_v1,10,0,
Oligo_3,supertype,Oligodendrocyte,Xenium_v1,20,1,OPALIN
Oligo_3,supertype,Oligodendrocyte,Xenium_v1,50,1,OPALIN
Oligo_3,supertype,Oligodendrocyte,MERFISH_180,5,1,NLGN1
Oligo_3,supertype,Oligodendrocyte,MERFISH_180,10,1,NLGN1
Oligo_3,supertype,Oligodendrocyte,MERFISH_180,20,3,NLGN1; KCNIP4; LUZP2
Oligo_3,supertype,Oligodendrocyte,MERFISH_180,50,4,NLGN1; KCNIP4; LUZP2; FGF12
Oligo_3,supertype,Oligodendrocyte,MERSCOPE_250,5,1,ERBB4
Oligo_3,supertype,Oligodendrocyte,MERSCOPE_250,10,2,ERBB4; PCDH7
Oligo_3,supertype,Oligodendrocyte,MERSCOPE_250,20,6,ERBB4; PCDH7; KCNIP4; LUZP2; SGCZ; OPALIN
Oligo_3,supertype,Oligodendrocyte,MERSCOPE_250,50,7,ERBB4; PCDH7; KCNIP4; LUZP2; SGCZ; OPALIN; ADAMTS17
Oligo_3,supertype,Oligodendrocyte,MERSCOPE_4K,5,3,MDGA2; NLGN1; ERBB4
Oligo_3,supertype,Oligodendrocyte,MERSCOPE_4K,10,4,MDGA2; NLGN1; ERBB4; PCDH7
Oligo_3,supertype,Oligodendrocyte,MERSCOPE_4K,20,8,MDGA2; NLGN1; ERBB4; PCDH7; KCNIP4; LUZP2; SGCZ; OPALIN
Oligo_3,supertype,Oligodendrocyte,MERSCOPE_4K,50,20,MDGA2; NLGN1; ERBB4; PCDH7; KCNIP4; LUZP2; SGCZ; OPALIN; FIGN; EMC10; CSMD3; PLCL2; PCDH11Y; FGF12; ZFPM2; TBC1D9; OSBPL1A; CREB5; ADAMTS17; ZNF608
Oligo_3,supertype,Oligodendrocyte,Xenium_5K,5,0,
Oligo_3,supertype,Oligodendrocyte,Xenium_5K,10,0,
Oligo_3,supertype,Oligodendrocyte,Xenium_5K,20,4,CTNND2; PTK2; PARD3; OPALIN
Oligo_3,supertype,Oligodendrocyte,Xenium_5K,50,10,CTNND2; PTK2; PARD3; OPALIN; SIK3; PCDH11Y; GNAO1; GRIA2; CREB5; ZNF608
Oligo_4,supertype,Oligodendrocyte,Xenium_v1,5,1,OPALIN
Oligo_4,supertype,Oligodendrocyte,Xenium_v1,10,1,OPALIN
Oligo_4,supertype,Oligodendrocyte,Xenium_v1,20,3,OPALIN; CNDP1; OLIG1
Oligo_4,supertype,Oligodendrocyte,Xenium_v1,50,4,OPALIN; CNDP1; OLIG1; MAG
Oligo_4,supertype,Oligodendrocyte,MERFISH_180,5,0,
Oligo_4,supertype,Oligodendrocyte,MERFISH_180,10,0,
Oligo_4,supertype,Oligodendrocyte,MERFISH_180,20,1,NLGN1
Oligo_4,supertype,Oligodendrocyte,MERFISH_180,50,1,NLGN1
Oligo_4,supertype,Oligodendrocyte,MERSCOPE_250,5,1,OPALIN
Oligo_4,supertype,Oligodendrocyte,MERSCOPE_250,10,1,OPALIN
Oligo_4,supertype,Oligodendrocyte,MERSCOPE_250,20,1,OPALIN
Oligo_4,supertype,Oligodendrocyte,MERSCOPE_250,50,2,OPALIN; MALAT1
Oligo_4,supertype,Oligodendrocyte,MERSCOPE_4K,5,1,OPALIN
Oligo_4,supertype,Oligodendrocyte,MERSCOPE_4K,10,2,OPALIN; CADM2
Oligo_4,supertype,Oligodendrocyte,MERSCOPE_4K,20,4,OPALIN; CADM2; CNP; NLGN1
Oligo_4,supertype,Oligodendrocyte,MERSCOPE_4K,50,7,OPALIN; CADM2; CNP; NLGN1; PLXDC2; GPR37; MALAT1
Oligo_4,supertype,Oligodendrocyte,Xenium_5K,5,1,OPALIN
Oligo_4,supertype,Oligodendrocyte,Xenium_5K,10,1,OPALIN
Oligo_4,supertype,Oligodendrocyte,Xenium_5K,20,4,OPALIN; CNP; CNDP1; OLIG1
Oligo_4,supertype,Oligodendrocyte,Xenium_5K,50,9,OPALIN; CNP; CNDP1; OLIG1; CBR1; HSPA2; CTNND2; LAMP2; GPR37
Pax6_1,supertype,Pax6,Xenium_v1,5,1,CDH12
Pax6_1,supertype,Pax6,Xenium_v1,10,2,CDH12; RELN
Pax6_1,supertype,Pax6,Xenium_v1,20,2,CDH12; RELN
Pax6_1,supertype,Pax6,Xenium_v1,50,5,CDH12; RELN; PLD5; DDR2; MYO16
Pax6_1,supertype,Pax6,MERFISH_180,5,0,
Pax6_1,supertype,Pax6,MERFISH_180,10,0,
Pax6_1,supertype,Pax6,MERFISH_180,20,3,GRIN2A; ITGB8; GRIN3A
Pax6_1,supertype,Pax6,MERFISH_180,50,8,GRIN2A; ITGB8; GRIN3A; PLD5; KIRREL3; CACNA2D3; FGF13; SEMA6D
Pax6_1,supertype,Pax6,MERSCOPE_250,5,0,
Pax6_1,supertype,Pax6,MERSCOPE_250,10,1,PTPRM
Pax6_1,supertype,Pax6,MERSCOPE_250,20,4,PTPRM; MGAT4C; GRIN3A; EPHA6
Pax6_1,supertype,Pax6,MERSCOPE_250,50,10,PTPRM; MGAT4C; GRIN3A; EPHA6; IL1RAPL2; PLD5; ZNF804B; FGF13; GREB1L; EPHA3
Pax6_1,supertype,Pax6,MERSCOPE_4K,5,1,IL1RAPL1
Pax6_1,supertype,Pax6,MERSCOPE_4K,10,4,IL1RAPL1; AFF3; RELN; PTPRM
Pax6_1,supertype,Pax6,MERSCOPE_4K,20,11,IL1RAPL1; AFF3; RELN; PTPRM; GRIN2A; MGAT4C; ADCY8; ITGB8; MAML2; GRIN3A; EPHA6
