supertype,rank,gene,score,logfoldchange,pval_adj,in_5k,in_v1
Oligo_2_1-SEAAD,4,ENPP2,13.684384,6.3511963,8.041121961810404e-39,True,False
Oligo_2_1-SEAAD,5,CTNNA3,13.678273,5.0824347,8.041121961810404e-39,False,True
Oligo_2_1-SEAAD,6,PDE4B,13.659978,3.7380793,8.041121961810404e-39,True,False
Oligo_2_1-SEAAD,7,RNF220,13.644047,6.3864665,8.041121961810404e-39,False,False
Oligo_2_1-SEAAD,8,IL1RAPL1,13.640028,2.5672822,8.041121961810404e-39,False,False
Oligo_2_1-SEAAD,9,ST18,13.637206,7.6736856,8.041121961810404e-39,False,True
Oligo_2_1-SEAAD,10,DOCK5,13.633793,6.2630563,8.041121961810404e-39,False,False
Oligo_3,1,PLP1,11.428648,8.039641,3.676380644845076e-26,False,False
Oligo_3,2,CREB5,11.408419,4.983263,3.676380644845076e-26,True,False
Oligo_3,3,PIP4K2A,11.401114,5.449219,3.676380644845076e-26,True,False
Oligo_3,4,SIK3,11.39148,3.2242825,3.676380644845076e-26,True,False
Oligo_3,5,TTLL7,11.346825,2.9817865,4.90548951576828e-26,False,False
Oligo_3,6,SLC44A1,11.306908,4.307389,5.660615389909364e-26,False,False
Oligo_3,7,MBP,11.304797,6.054783,5.660615389909364e-26,False,False
Oligo_3,8,ERBIN,11.287829,3.9927785,6.008348531453111e-26,False,False
Oligo_3,9,TRIM2,11.243455,2.8463352,8.70210522323773e-26,False,False
Oligo_3,10,QKI,11.23553,4.103544,8.70210522323773e-26,False,False
Oligo_4,1,PLP1,37.886627,8.375519,0.0,False,False
Oligo_4,2,SLC44A1,37.476654,4.390011,3.526428041232328e-303,False,False
Oligo_4,3,MBP,37.441845,6.170664,8.667986611985298e-303,False,False
Oligo_4,4,PIP4K2A,37.302723,5.244302,1.1820290215204342e-300,True,False
Oligo_4,5,ST18,37.05133,7.8849993,1.0904395456328388e-296,False,True
Oligo_4,6,CTNNA3,37.025806,4.8192534,2.340315058844516e-296,False,True
Oligo_4,7,PTGDS,36.93989,6.33345,4.82211279541298e-295,False,False
Oligo_4,8,QKI,36.84788,3.9384902,1.2606749975456392e-293,False,False
Oligo_4,9,SIK3,36.731865,2.795566,6.948664963120302e-292,True,False
Oligo_4,10,RNF220,36.730324,6.14132,6.948664963120302e-292,False,False
Pax6_1,1,RELN,32.957836,6.7272353,1.0418473281807396e-233,True,True
Pax6_1,2,DDR2,32.91786,5.53603,1.9463189081761092e-233,True,True
Pax6_1,3,SORCS3,32.63538,3.4025965,1.3735476854211708e-229,False,False
Pax6_1,4,CDH4,32.183952,3.4028828,2.3600148882602365e-223,False,True
Pax6_1,5,CXCL14,31.605,5.720689,2.010492645192291e-215,False,True
Pax6_1,6,CCK,31.304483,4.489235,2.1552596052606843e-211,True,True
Pax6_1,7,IL1RAPL2,31.10722,4.286179,8.764259129348747e-209,False,False
Pax6_1,8,CNR1,30.953426,3.8197513,9.108268597759472e-207,True,False
Pax6_1,9,WIF1,30.831446,4.297802,3.5199120283649707e-205,False,True
Pax6_1,10,RBMS3,30.71117,3.1112669,1.2877360180864127e-203,True,False
Pax6_2,1,CDH4,15.209237,3.6099892,6.393221490683944e-48,False,True
Pax6_2,2,ALK,15.191774,4.0761213,6.393221490683944e-48,True,True
Pax6_2,3,KLHL29,15.011426,3.012971,5.439859909036596e-47,False,False
Pax6_2,4,DDR2,15.0048685,5.261701,5.439859909036596e-47,True,True
Pax6_2,5,RELN,14.981303,6.208026,6.205726206837014e-47,True,True
Pax6_2,6,SPHKAP,14.924006,4.1581397,1.2227629050296896e-46,False,True
Pax6_2,7,HMBOX1,14.847739,2.5530953,3.2783741122633797e-46,False,False
Pax6_2,8,SORCS3,14.802428,3.1929486,5.632659084294748e-46,False,False
Pax6_2,9,ANGPT1,14.637468,4.8485847,5.740364169589193e-45,True,True
Pax6_2,10,RASGEF1B,14.581653,4.7301145,1.1721081776009678e-44,False,False
Pax6_3,1,CNR1,13.923422,6.3093843,1.4559584616704723e-39,True,False
Pax6_3,2,SGCD,13.6658,3.8857682,2.5914143418679386e-38,False,False
Pax6_3,3,ZNF385D,13.543,3.9958262,9.265422886002388e-38,False,False
Pax6_3,4,YJEFN3,13.440425,5.092561,2.7939591317919714e-37,True,False
Pax6_3,5,PCLO,13.415942,2.175975,3.110827803537935e-37,False,False
Pax6_3,6,SORCS3,13.3497505,3.3542387,6.31726048515569e-37,False,False
Pax6_3,7,ARHGAP6,13.330818,4.350715,6.980381650222147e-37,False,False
Pax6_3,8,DOCK8,13.301897,5.242798,8.99661424480516e-37,False,False
Pax6_3,9,EEPD1,13.194888,3.2672057,2.646128401746475e-36,False,False
Pax6_3,10,EPS8,13.193649,4.2948937,2.646128401746475e-36,False,False
Pax6_4,1,CNR1,18.639051,5.5944705,4.9422244024980433e-73,True,False
Pax6_4,2,ADARB2,17.80544,5.6497016,1.0225786203225306e-66,False,False
Pax6_4,3,CCK,17.652555,5.230007,1.0339253851746195e-65,True,True
Pax6_4,4,KCNQ5,17.483477,2.5118005,1.526549197429743e-64,False,False
Pax6_4,5,SGCD,17.22051,3.2830758,1.188587256136669e-62,False,False
Pax6_4,6,CHRNA7,17.175991,4.7472153,2.135410031260914e-62,True,False
Pax6_4,7,PLCXD3,17.029043,3.7450857,2.2787952970149013e-61,False,False
Pax6_4,8,MAML3,16.79774,3.587468,1.0106686542262966e-59,False,False
Pax6_4,9,SORCS3,16.782545,2.9470909,1.1605282925033751e-59,False,False
Pax6_4,10,NRXN3,16.77118,1.5983808,1.26476515185757e-59,False,False
Pvalb_1,1,SLIT2,35.834133,3.848027,1.0362420955997766e-276,True,False
Pvalb_1,2,FGF12,35.372368,1.7770398,7.244426555103051e-270,False,False
Pvalb_1,3,PLCE1,33.827904,3.6020846,8.154881109272608e-247,True,True
Pvalb_1,4,PRKG1,33.816093,2.8821652,9.121820649470605e-247,False,False
Pvalb_1,5,TMEM132C,33.571953,3.6036134,2.7468649358942145e-243,False,True
Pvalb_1,6,CHRM2,32.98045,3.2806058,8.233499233167654e-235,True,False
Pvalb_1,7,ADAMTS17,32.828117,3.4331043,1.0653416464682047e-232,False,False
Pvalb_1,8,KCNC2,32.70734,2.3525853,4.89633486268837e-231,False,False
Pvalb_1,9,PLCXD3,32.4058,3.1716046,8.058093570330417e-227,False,False
Pvalb_1,10,GPC6,31.640995,2.9223573,3.2169312984384275e-216,False,False
Pvalb_2,1,TMEM132C,34.604084,3.8283536,6.99529794985888e-258,False,True
Pvalb_2,2,DPP10,34.444077,3.6127517,8.807884172721141e-256,False,False
Pvalb_2,3,SLC9A9,33.26498,3.4076796,1.3180558858997864e-238,False,False
Pvalb_2,4,ZNF804A,33.21838,3.3260913,4.6597716323435885e-238,True,False
Pvalb_2,5,BTBD11,33.08187,3.291754,3.4556475316396002e-236,False,True
Pvalb_2,6,EPHA6,32.097504,2.9830287,2.5391912257964003e-222,False,False
Pvalb_2,7,ERBB4,32.031246,4.020387,1.8251217559955205e-221,False,False
Pvalb_2,8,DLGAP1,31.663965,1.4876739,1.7263513707498996e-216,False,False
Pvalb_2,9,ADAMTS17,31.57119,3.3014772,2.927879150292079e-215,False,False
Pvalb_2,10,SDK1,31.481497,3.040583,4.513017808543467e-214,False,True
Pvalb_3,1,NDST3,32.71106,2.5902517,3.467987630304599e-230,False,False
Pvalb_3,2,DLGAP1,32.361134,1.535495,1.542616905144426e-225,False,False
Pvalb_3,3,MYO5B,32.267574,3.432885,2.1204615637779606e-224,True,True
Pvalb_3,4,FGF12,32.114525,1.4764779,2.2041354374339502e-222,False,False
Pvalb_3,5,RGS5,31.799671,3.754962,3.476998582831617e-218,True,False
Pvalb_3,6,SGCZ,31.494278,3.5068705,4.740190099880344e-214,False,False
Pvalb_3,7,TMEM132C,31.260468,3.2215886,6.414764366230019e-211,False,True
Pvalb_3,8,ERBB4,31.056444,3.9372795,3.3088280525413634e-208,False,False
Pvalb_3,9,AL136114.1,31.031763,3.542552,6.412427260315438e-208,False,False
Pvalb_3,10,KLF12,30.961172,2.18432,5.21061268463719e-207,True,False
Pvalb_5,1,KIRREL3,25.32459,3.062402,5.461469313700932e-137,False,False
Pvalb_5,2,TMEM132C,24.169725,3.4431157,7.386898016365038e-125,False,True
Pvalb_5,3,ANOS1,23.80165,3.8911283,3.4136663155851203e-121,False,False
Pvalb_5,4,MYO5B,23.56483,3.3487754,7.053290167741157e-119,True,True
Pvalb_5,5,SOX5,22.92751,2.2869253,1.5759984764914376e-112,True,False
Pvalb_5,6,KLF3-AS1,22.656378,2.7398667,6.416317803828269e-110,False,False
Pvalb_5,7,DLGAP1,22.487152,1.3710761,2.526196284809337e-108,False,False
Pvalb_5,8,KLF12,22.320055,2.1107323,9.408548950078498e-107,True,False
Pvalb_5,9,SOX2-OT,22.231785,2.8499134,5.998287305411455e-106,True,False
Pvalb_5,10,SGCZ,21.843212,3.3465078,2.4654820805907674e-102,False,False
Pvalb_6,1,EYS,27.747356,3.8402553,5.980727054162901e-165,False,False
Pvalb_6,2,MYO5B,26.246279,3.5184333,1.256928104552057e-147,True,True
Pvalb_6,3,DLGAP1,25.920113,1.4955462,4.201100348641935e-144,False,False
Pvalb_6,4,KCNC2,25.095654,2.2013197,4.423213878980835e-135,False,False
Pvalb_6,5,BTBD11,24.970545,2.9955077,8.149668372814216e-134,False,True
Pvalb_6,6,FGF12,24.760475,1.3608011,1.2709705705453242e-131,False,False
Pvalb_6,7,TENM3,24.20853,2.324882,8.242245082995846e-126,False,False
Pvalb_6,8,SPARCL1,23.867123,2.3252633,2.3833044135546452e-122,False,False
Pvalb_6,9,GRIP1,23.385324,2.1859426,1.7476303973171953e-117,False,False
Pvalb_6,10,RASGRF2,23.220858,2.1820447,6.877671968867829e-116,False,False
Pvalb_7,1,TRPM3,28.334738,4.476192,4.1164278537483556e-172,True,False
Pvalb_7,2,CSMD3,27.988852,2.3099837,3.54143392576699e-168,False,False
Pvalb_7,3,AC046195.2,27.624048,5.712095,6.084062507112711e-164,False,False
Pvalb_7,4,GPC5,27.32052,5.15749,1.9295176727593952e-160,False,False
Pvalb_7,5,GABRG3,26.815819,2.2397845,1.34791863338456e-154,True,False
Pvalb_7,6,SLIT2,26.64429,3.720373,1.107861170131885e-152,True,False
Pvalb_7,7,MARCH1,26.22459,2.6541998,6.349054011187996e-148,False,False
Pvalb_7,8,AC046195.1,25.85648,4.563566,8.201748784600273e-144,False,False
Pvalb_7,9,UNC5D,25.831894,2.6567824,1.3775377336266703e-143,False,False
Pvalb_7,10,ELAVL2,25.146685,2.344415,4.454196211522401e-136,False,False
Pvalb_8,1,SGCZ,19.855013,3.9058416,3.1809274268657467e-83,False,False
Pvalb_8,2,RPS6KA2,19.214922,2.1922998,3.711782313177399e-78,False,False
Pvalb_8,3,MYO5B,18.9537,3.6689444,3.281825841105571e-76,True,True
Pvalb_8,4,DLGAP1,18.795055,1.5477242,5.287452233278241e-75,False,False
Pvalb_8,5,KIF26B,18.780436,2.9171255,5.80352526585552e-75,False,False
Pvalb_8,6,SOX6,18.694105,3.7371123,2.5191241369197105e-74,True,False
Pvalb_8,7,XKR4,18.52916,2.084936,4.7899435170191696e-73,False,False
Pvalb_8,8,RASGRF2,18.200403,2.4272962,1.815390840247799e-70,False,False
Pvalb_8,9,IQCJ-SCHIP1,17.634356,2.803455,3.891465467320787e-66,False,False
Pvalb_8,10,ROBO2,17.388931,2.659039,2.6599331172484395e-64,False,False
Pvalb_9,1,SLIT2,36.111004,3.9273705,4.860124384905475e-281,True,False
Pvalb_9,2,FGF12,35.44162,1.8432841,6.226865755808086e-271,False,False
Pvalb_9,3,UNC5D,34.172684,2.668475,6.545277578933077e-252,False,False
Pvalb_9,4,CHRM2,34.01487,3.5911388,1.070776185038949e-249,True,False
Pvalb_9,5,ADAMTS17,32.99301,3.5335543,6.526131398337667e-235,False,False
Pvalb_9,6,PLCE1,32.447136,3.6669555,3.15984793734017e-227,True,True
Pvalb_9,7,TRPM3,31.68386,3.3237188,1.1811832603626798e-216,True,False
Pvalb_9,8,GALNTL6,31.01496,3.0658693,1.3507567350509053e-207,False,False
Pvalb_9,9,KHDRBS2,30.783905,1.9180534,1.5250679462262092e-204,False,False
Pvalb_9,10,TAFA2,30.597004,2.3734632,3.889837505223304e-202,False,False
Pvalb_10,1,FGF12,30.002146,1.8399351,2.934455548155031e-193,False,False
Pvalb_10,2,CNTNAP3B,29.137678,3.3066475,1.908530783331753e-182,False,True
Pvalb_10,3,PCDH15,28.87993,3.878825,2.2680303269092123e-179,False,False
Pvalb_10,4,KCNC2,28.833878,2.5096788,6.435214712142138e-179,False,False
Pvalb_10,5,GPC5,28.414282,4.2713485,8.592310423076671e-174,False,False
Pvalb_10,6,ERBB4,28.206938,4.1358385,2.55527102983701e-171,False,False
Pvalb_10,7,SRRM4,27.894602,1.9549347,1.4134454290965855e-167,False,False
Pvalb_10,8,ANO4,27.878857,2.3431575,1.919618282240735e-167,False,False
Pvalb_10,9,RUNX2,27.63317,3.0637257,1.5757702311174384e-164,True,False
Pvalb_10,10,MYO5B,27.04473,3.4760025,1.4050288803329141e-157,True,True
Pvalb_12,1,CNTNAP3B,34.901447,3.574771,2.2540957371220535e-262,False,True
Pvalb_12,2,FGF12,33.734825,1.7027254,2.846203429355672e-245,False,False
Pvalb_12,3,KCNC2,32.34997,2.3988132,1.4762752760528568e-225,False,False
Pvalb_12,4,ERBB4,31.894867,4.052844,2.508037225269375e-219,False,False
Pvalb_12,5,SLIT2,30.974453,3.12796,6.328980122899033e-207,True,False
Pvalb_12,6,DPP10,30.871252,3.2745283,1.3236797463924521e-205,False,False
Pvalb_12,7,CNTNAP3,30.820892,3.153958,5.484532747727552e-205,True,False
Pvalb_12,8,SULF1,30.489794,3.9934769,1.2610342213980003e-200,True,True
Pvalb_12,9,FRMD5,30.26255,2.0560977,1.1377789664492309e-197,False,False
Pvalb_12,10,PCDH15,30.132915,3.1651688,5.207555465241617e-196,False,False
Pvalb_13,1,KCNC2,27.656412,2.4221425,7.452800976475616e-164,False,False
Pvalb_13,2,FGF12,27.19251,1.5420084,1.2700615194015607e-158,False,False
Pvalb_13,3,SGCZ,26.209772,3.76238,2.1860796306040904e-147,False,False
Pvalb_13,4,MYO5B,25.656765,3.436492,2.2666063529813937e-141,True,True
Pvalb_13,5,PCDH15,25.570868,3.3994105,1.7106424631224838e-140,False,False
Pvalb_13,6,ERBB4,25.475435,3.901633,1.6813665493967462e-139,False,False
Pvalb_13,7,NXPH1,25.086748,3.7052393,2.766294867175462e-135,False,False
Pvalb_13,8,GPC6,24.730806,2.8100023,1.7677815757296338e-131,False,False
Pvalb_13,9,SRRM4,24.684422,1.695581,5.014233564468531e-131,False,False
Pvalb_13,10,CNTNAP3B,24.64948,2.6747193,9.907123482792362e-131,False,True
Pvalb_14,1,EPHA6,34.582108,3.6745188,1.4970239230151493e-257,False,False
Pvalb_14,2,TMEM132C,33.261925,4.092656,2.188722706138861e-238,False,True
Pvalb_14,3,LUZP2,31.607916,3.5511608,3.0555037577832024e-215,False,False
Pvalb_14,4,PLXNA4,31.533195,2.5931842,2.4302756048776116e-214,False,False
Pvalb_14,5,DPP10,31.37165,3.4877093,3.1448918549184855e-212,False,False
Pvalb_14,6,RGS5,30.693083,3.9992127,3.741836839270232e-203,True,False
Pvalb_14,7,SDK1,30.623459,3.2167966,2.7174112002303264e-202,False,True
Pvalb_14,8,SLC9A9,30.59714,3.4138892,5.3262779284326535e-202,False,False
Pvalb_14,9,TAC1,29.400074,3.7724106,1.941778681895906e-186,True,True
Pvalb_14,10,BTBD11,29.336226,3.036237,1.1421907281714118e-185,False,True
Pvalb_15,1,DPP10,34.78566,3.6610718,1.2781702560726398e-260,False,False
Pvalb_15,2,ADAMTS17,32.985676,3.5487373,2.078660107284656e-234,False,False
Pvalb_15,3,KCNC2,32.94496,2.394581,5.310292088260217e-234,False,False
Pvalb_15,4,FGF12,32.89058,1.5462052,2.3897808048358044e-233,False,False
Pvalb_15,5,SULF1,32.698795,4.5111885,1.0361997237074265e-230,True,True
Pvalb_15,6,CNTNAP3B,32.52551,3.049511,2.4711576265662917e-228,False,True
Pvalb_15,7,BTBD11,32.45974,3.2322323,1.7985488106370038e-227,False,True
Pvalb_15,8,ZNF804A,31.992954,3.177222,5.447674752100412e-221,True,False
Pvalb_15,9,MYO5B,31.378094,3.388639,1.4271225423053764e-212,True,True
Pvalb_15,10,ERBB4,30.796215,3.9286327,7.826516400285617e-205,False,False
Sncg_1,1,INPP4B,29.716396,3.3796496,1.5038318246497298e-189,True,False
Sncg_1,2,CXCL14,29.145552,5.858351,1.5168705607267837e-182,False,True
Sncg_1,3,RELN,28.18487,5.2126484,9.52885605531615e-171,True,True
Sncg_1,4,COL21A1,27.727816,3.597531,2.5727589149783736e-165,False,False
Sncg_1,5,EPHA6,26.847744,2.9444332,5.716561287971591e-155,False,False
Sncg_1,6,HS3ST5,26.8206,3.3521593,9.879091217137066e-155,True,False
Sncg_1,7,MAGI3,26.618368,2.4632163,1.895743784870712e-152,True,False
Sncg_1,8,FSTL5,26.319809,3.159178,4.032375991975452e-149,False,False
Sncg_1,9,GRIK2,26.276186,2.121321,1.1448674778771463e-148,False,False
Sncg_1,10,EGFR,26.140482,3.4830112,3.360539769896233e-147,True,True
Sncg_2,1,THSD7B,15.139021,5.5220647,2.855585524154622e-47,False,True
Sncg_2,2,FSTL5,14.492776,3.6973298,2.1462793103975278e-43,False,False
Sncg_2,3,CXCL14,14.277761,5.450917,3.1112808617753607e-42,False,True
Sncg_2,4,SEMA3C,14.259685,4.5819173,3.1112808617753607e-42,True,False
Sncg_2,5,RELN,13.869357,4.6880355,6.196371306939558e-40,True,True
Sncg_2,6,INPP4B,13.683806,2.8914025,6.743950735884349e-39,True,False
Sncg_2,7,CNR1,13.430102,3.2298942,1.8354592313676502e-37,True,False
Sncg_2,8,CHSY3,13.320548,2.3234088,6.230210882659329e-37,False,False
Sncg_2,9,COL21A1,13.306467,3.4043643,6.770365044403169e-37,False,False
Sncg_2,10,GRIK2,13.220006,2.1157644,1.950068001499432e-36,False,False
Sncg_3,1,CNR1,16.6474,4.9644613,1.0079451443378062e-57,True,False
Sncg_3,2,PRKCA,16.492458,2.8990896,6.628778987671276e-57,True,False
Sncg_3,3,ADARB2,16.28403,5.687522,1.3622907574517684e-55,False,False
Sncg_3,4,NPAS3,15.484636,3.028776,3.512611889674988e-50,False,False
Sncg_3,5,ZNF385D,15.3992405,3.4715333,1.0563110426840119e-49,False,False
Sncg_3,6,IGF1,15.348681,3.3506792,1.9213302607052577e-49,True,False
Sncg_3,7,DPP6,15.302913,2.2439444,3.331021674195254e-49,False,False
Sncg_3,8,AL356124.1,15.156794,3.6814697,2.723841906157659e-48,False,False
Sncg_3,9,RGS12,15.081108,3.40934,7.640886035837789e-48,False,False
Sncg_3,10,NR2F2-AS1,14.623736,3.6457438,6.321698181212824e-45,False,False
Sncg_4,1,SORCS1,31.994066,4.041516,4.2056698084074815e-220,True,True
Sncg_4,2,CNTN5,30.818226,3.6011062,2.381897433185075e-204,False,False
Sncg_4,3,PRELID2,30.507256,4.472879,2.2197864945890852e-200,False,False
Sncg_4,4,CNR1,30.463526,3.9545548,6.323356667366969e-200,True,False
Sncg_4,5,AC132803.1,30.382082,4.9160624,6.043489978311094e-199,False,False
Sncg_4,6,CNTNAP4,30.245432,3.372114,3.184564738472211e-197,True,False
Sncg_4,7,ADAMTS9-AS2,29.935547,3.9587288,2.705206471187591e-193,False,False
Sncg_4,8,CDH9,29.825762,3.2510512,6.416736361765838e-192,False,False
Sncg_4,9,CXCL14,29.501669,5.177399,8.74032368224616e-188,False,True
Sncg_4,10,MIR4300HG,29.354387,4.6154823,6.090163038363283e-186,False,False
Sncg_5,1,FSTL5,25.589195,3.785318,6.4179536511243795e-140,False,False
Sncg_5,2,PRELID2,25.437983,4.640997,1.373725632304612e-138,False,False
Sncg_5,3,CNTN5,25.426271,3.6508143,1.373725632304612e-138,False,False
Sncg_5,4,THSD7B,25.387209,5.076768,2.78376190955544e-138,False,True
Sncg_5,5,AC132803.1,25.171833,4.975354,4.964572375433687e-136,False,False
Sncg_5,6,SORCS1,25.166435,3.7377095,4.964572375433687e-136,True,True
Sncg_5,7,INPP4B,25.130913,3.1549792,1.0411961592105076e-135,True,False
Sncg_5,8,CNR1,24.915697,3.8468785,1.962904765775252e-133,True,False
Sncg_5,9,CNTNAP4,24.911827,3.3561091,1.962904765775252e-133,True,False
Sncg_5,10,CXCL14,24.678673,5.4217987,5.780014744964019e-131,False,True
Sncg_6,1,CNR1,26.263351,4.9470954,1.6046545327550527e-147,True,False
Sncg_6,2,CCK,25.946705,5.395964,3.1588096795420343e-144,True,True
Sncg_6,3,AC006305.1,24.954828,7.2088337,2.0120288328344464e-133,False,False
Sncg_6,4,CNTN5,24.691164,3.490428,1.061024216136584e-130,False,False
Sncg_6,5,CHRNA7,24.494488,4.368086,1.0786951936908879e-128,True,False
Sncg_6,6,FSTL5,23.39018,3.3165894,2.4509475806164557e-117,False,False
Sncg_6,7,ADARB2,23.344027,5.2529597,6.3180862766390824e-117,False,False
Sncg_6,8,WWP1,23.329565,2.5955703,7.875230718212776e-117,True,False
Sncg_6,9,NPAS3,23.223194,2.8395379,8.467728252389949e-116,False,False
Sncg_6,10,KCNQ5,23.131817,2.2812731,6.424974119435287e-115,False,False
Sncg_8,1,INPP4B,28.336014,3.3420715,3.9699704474074336e-172,True,False
Sncg_8,2,GRIK2,27.544573,2.4079962,8.196661124264268e-163,False,False
Sncg_8,3,CXCL14,27.320509,5.4227614,2.5735806820579687e-160,False,True
Sncg_8,4,COL21A1,26.534857,3.6020582,3.0624423383243924e-151,False,False
Sncg_8,5,AL589740.1,26.170958,3.504397,3.025237611794922e-147,False,False
Sncg_8,6,FSTL5,26.152782,3.3115985,4.1746259656922603e-147,False,False
Sncg_8,7,SGO1-AS1,25.495897,4.1608033,8.72654651357878e-140,False,False
Sncg_8,8,CCNH,25.416424,2.324727,5.883980210193622e-139,False,False
Sncg_8,9,NCAM2,25.368559,2.5189915,1.78885574000825e-138,False,False
Sncg_8,10,CNR1,25.13915,3.1302302,4.935979294398502e-136,True,False
Sst Chodl_1,1,NPY,15.376037,11.17832,7.559270856187791e-49,False,False
Sst Chodl_1,2,NOS1,15.317027,7.4537354,9.384205605407241e-49,True,False
Sst Chodl_1,3,MPPED2,15.254488,4.709872,1.6339410915941935e-48,True,False
Sst Chodl_1,4,SOX6,15.122025,5.057277,9.242842520223407e-48,True,False
Sst Chodl_1,5,SOX2-OT,15.048136,4.839727,2.2650495467108575e-47,True,False
Sst Chodl_1,6,TACR1,14.840712,5.0981674,4.24726522600005e-46,True,True
Sst Chodl_1,7,TMTC1,14.687125,3.3621027,3.5515626498801523e-45,False,False
Sst Chodl_1,8,PLCB1,14.57467,1.9924235,1.622899370319956e-44,True,False
Sst Chodl_1,9,LRP8,14.541631,3.340444,2.3388678268955474e-44,False,False
Sst Chodl_1,10,CRHBP,14.520433,6.0834923,2.868461243865053e-44,False,True
Sst Chodl_2,1,GULP1,14.896077,4.4266934,1.1146849551898186e-45,False,False
Sst Chodl_2,2,NPY,14.674811,7.6549263,1.4905999621505253e-44,False,False
Sst Chodl_2,3,GRIK1,14.615906,4.9518166,2.364105956376127e-44,False,False
Sst Chodl_2,4,RBFOX1,14.303665,1.890301,1.6551095618391058e-42,False,False
Sst Chodl_2,5,NELL1,13.962423,3.0392141,1.6858126971724363e-40,True,False
Sst Chodl_2,6,SOX6,13.857326,4.1515837,6.1062179209529626e-40,True,False
Sst Chodl_2,7,CADPS,13.699682,1.6963881,4.6458676249303597e-39,False,False
Sst Chodl_2,8,IL1RAPL2,13.631234,4.704592,1.0410125858543614e-38,False,False
Sst Chodl_2,9,KIF26B,13.538907,3.0650923,3.1921722771684407e-38,False,False
Sst Chodl_2,10,LRP8,13.532833,2.7303517,3.1921722771684407e-38,False,False
Sst_1,1,CDH9,26.566883,3.513444,5.227828588745348e-151,False,False
Sst_1,2,EPB41L4A,26.41478,4.5135098,1.4780662134797097e-149,False,False
Sst_1,3,KCND2,26.390827,2.678519,1.8562739186868583e-149,False,False
Sst_1,4,TRHDE,24.720585,3.7578218,5.123116846205132e-131,False,True
Sst_1,5,SAMD5,24.626713,3.1692688,4.1704857994564805e-130,True,True
Sst_1,6,PAM,24.357988,2.233781,2.535884087133142e-127,True,False
Sst_1,7,TENM3,24.252094,2.7703273,2.8631213589189467e-126,False,False
Sst_1,8,GABRG3,24.225073,2.0502832,4.82811349886026e-126,True,False
Sst_1,9,PDE4B,24.211973,2.5941195,5.60094841493702e-126,True,False
Sst_1,10,BACH2,24.209755,2.2676558,5.60094841493702e-126,True,False
Sst_2,1,PCSK5,26.858196,3.0950086,2.1579511554557446e-154,False,False
Sst_2,2,EYS,26.730988,3.7066426,3.2760628016937524e-153,False,False
Sst_2,3,SOX6,26.577044,3.59399,1.3298038374181585e-151,True,False
Sst_2,4,KIF26B,26.363663,2.7206957,2.853274450195632e-149,False,False
Sst_2,5,DLGAP1,26.273417,1.4186424,2.462772954985463e-148,False,False
Sst_2,6,TIAM1,26.109707,2.1963313,1.5035900300578432e-146,True,False
Sst_2,7,GRIK1,25.87973,3.7986257,5.132255267676531e-144,False,False
Sst_2,8,PLCH1,25.766619,2.989868,8.370092977585982e-143,False,True
Sst_2,9,RASGRF2,25.36257,2.2845988,2.3141887697170105e-138,False,False
Sst_2,10,COL25A1,25.189947,3.1342676,1.4967337160630857e-136,True,True
Sst_3,1,GRIK1,35.733734,4.699973,3.7754823312541666e-275,False,False
Sst_3,2,ROBO1,34.816925,3.1692052,2.1507416179589037e-261,False,False
Sst_3,3,NRXN3,33.85809,1.5740049,2.933360264600544e-247,False,False
Sst_3,4,RBFOX1,33.06063,1.615027,8.725056685632779e-236,False,False
Sst_3,5,KIF26B,32.438335,2.9366682,5.045979243982649e-227,False,False
Sst_3,6,ROBO2,31.266493,2.7251997,7.082785974979386e-211,False,False
Sst_3,7,SST,31.124128,3.7356958,5.175873352396351e-209,False,True
Sst_3,8,CACNA2D3,30.954935,2.126748,8.692412139903964e-207,False,False
Sst_3,9,PCSK5,30.805414,3.0460567,7.858213760243221e-205,False,False
Sst_3,10,PLCH1,30.775429,3.1255493,1.7822268966813983e-204,False,True
Sst_4,1,GRIN3A,35.480106,3.9370928,3.1776719988807853e-271,False,False
Sst_4,2,PHACTR2,35.34667,3.5150657,1.7988389308196566e-269,False,False
Sst_4,3,BRINP3,35.016273,3.9564779,1.352316411091121e-264,False,True
Sst_4,4,CDH9,34.905464,3.3519242,4.8978113223076455e-263,False,False
Sst_4,5,CDH13,34.683216,3.5424535,8.9995523319454e-260,True,False
Sst_4,6,CTNND2,34.162083,1.5809336,4.702694168175273e-252,True,False
Sst_4,7,GRIK2,33.31851,2.270479,9.490704887357643e-240,False,False
Sst_4,8,TRHDE,33.19285,3.7278826,5.443227469220257e-238,False,True
Sst_4,9,SLIT2,33.113853,3.4777458,6.654138806003725e-237,True,False
Sst_4,10,NPAS3,32.732124,2.8624935,1.7396263150387217e-231,False,False
Sst_5,1,BRINP3,37.700665,4.4691896,0.0,False,True
Sst_5,2,GRID2,36.310093,3.4444635,1.7879489636144167e-284,False,False
Sst_5,3,GPC6,36.175705,3.6518838,1.5601735342253442e-282,False,False
Sst_5,4,FBN2,36.141296,5.5009727,4.0639551107252854e-282,False,False
Sst_5,5,GRIN3A,35.709152,3.8052828,1.8182251817287715e-275,False,False
Sst_5,6,SPOCK3,35.674908,3.3781013,5.148889299429307e-275,False,False
Sst_5,7,PLCB1,35.66286,1.7885973,6.784269637996507e-275,True,False
