supertype,rank,gene,score,logfoldchange,pval_adj
L2/3 IT_8,2,CUX2,28.127007,2.818393,6.023214599991729e-172
L2/3 IT_8,3,ADAMTS3,25.869156,2.7024176,1.2987695731960605e-145
L2/3 IT_8,4,MEIS2,25.736486,2.25854,3.0028441965688794e-144
L2/3 IT_8,5,SNTB2,25.531693,1.8756713,4.6130788927420866e-142
L2/3 IT_8,6,ANO3,24.534464,2.0930085,2.777531859278007e-131
L2/3 IT_8,7,SLIT3,24.110247,2.052922,7.333355165129071e-127
L2/3 IT_8,8,ZBBX,23.672087,2.1977549,2.298772443939071e-122
L2/3 IT_8,9,NWD2,23.258572,1.8568879,3.4045004912031835e-118
L2/3 IT_8,10,SLC17A7,23.146887,1.8147122,4.109611084758309e-117
L2/3 IT_10,1,TESPA1,32.88753,3.418829,8.714658435098619e-235
L2/3 IT_10,2,ADAMTS3,30.775917,3.3245997,7.238480366199845e-206
L2/3 IT_10,3,CUX2,29.505648,2.9677262,2.1361540718919238e-189
L2/3 IT_10,4,ANO3,27.598469,2.456787,7.632217713037193e-166
L2/3 IT_10,5,RFTN1,26.71403,2.0888119,1.7012316675473194e-155
L2/3 IT_10,6,FSTL4,24.774038,2.089054,7.486420977319863e-134
L2/3 IT_10,7,NWD2,24.629065,1.95503,2.3179880911378194e-132
L2/3 IT_10,8,CRYM,24.173372,1.9307679,1.394184410836252e-127
L2/3 IT_10,9,ZBBX,22.467442,2.051997,2.525628134789631e-110
L2/3 IT_10,10,SLIT3,21.453135,1.727389,1.1227215464527617e-100
L2/3 IT_12,1,TESPA1,32.351265,3.2745078,3.5021675597895966e-227
L2/3 IT_12,2,ADAMTS3,30.022003,3.333136,6.662526548014261e-196
L2/3 IT_12,3,ZBBX,29.811255,2.875759,2.447910889077093e-193
L2/3 IT_12,4,CUX2,29.213095,2.9317045,8.694127328417489e-186
L2/3 IT_12,5,ANO3,29.173697,2.6640444,2.1999974471476296e-185
L2/3 IT_12,6,NTNG1,26.160059,2.4662588,3.3193459923722783e-149
L2/3 IT_12,7,NWD2,25.862217,2.1437562,6.662200857693675e-146
L2/3 IT_12,8,SLIT3,25.390018,2.2149286,1.0686562531627253e-140
L2/3 IT_12,9,HTR2A,23.810171,1.9230691,7.657559411550789e-124
L2/3 IT_12,10,OTOGL,23.685375,2.1353498,1.3418081636962643e-122
L2/3 IT_13,1,TESPA1,33.328815,3.4771595,3.8847644850756156e-241
L2/3 IT_13,2,FSTL4,31.957575,2.953314,5.575647555551178e-222
L2/3 IT_13,3,CUX2,30.270412,3.068023,2.4644410935736806e-199
L2/3 IT_13,4,RIT2,29.994553,2.7969892,7.599264008043295e-196
L2/3 IT_13,5,RFTN1,26.501816,2.050459,4.85842052653121e-153
L2/3 IT_13,6,RORB,25.429016,2.4874647,5.281621288820957e-141
L2/3 IT_13,7,CRYM,25.34028,1.9554602,4.321056552150441e-140
L2/3 IT_13,8,NTNG1,25.091833,2.271852,2.0075475822096007e-137
L2/3 IT_13,9,HTR2A,24.751385,1.9235375,8.754066148509483e-134
L2/3 IT_13,10,ANO3,23.805792,1.9807291,7.650436308748171e-124
L4 IT_1,1,RORB,33.93866,4.1033587,4.7158766867648655e-250
L4 IT_1,2,LRRK1,33.666626,3.3405187,2.3418185643945547e-246
L4 IT_1,3,BRINP3,29.956602,2.6298676,3.164520518704766e-195
L4 IT_1,4,FSTL4,28.189617,2.4830177,5.154263697363977e-173
L4 IT_1,5,HS3ST4,27.933352,2.7082107,5.524656463656466e-170
L4 IT_1,6,HTR2A,26.909184,2.4704409,7.516808678782727e-158
L4 IT_1,7,POU6F2,26.83828,2.5913453,4.022762182314598e-157
L4 IT_1,8,HS3ST2,26.836157,2.5755234,4.022762182314598e-157
L4 IT_1,9,RXFP1,26.014088,2.5244145,1.0026425653938585e-147
L4 IT_1,10,SLIT3,21.85858,2.0933182,1.5401795898008456e-104
L4 IT_2,1,TSHZ2,35.71151,4.7425356,6.891258109675437e-277
L4 IT_2,2,RORB,35.415005,4.4581304,1.3193010859822402e-272
L4 IT_2,3,FSTL4,33.3392,3.1925752,9.157418407039838e-242
L4 IT_2,4,POU6F2,31.976984,3.247599,1.4981354154826028e-222
L4 IT_2,5,KCNH5,28.979597,2.5492926,6.256796873283813e-183
L4 IT_2,6,VWC2L,28.900938,2.5331087,5.0931650796195336e-182
L4 IT_2,7,RFTN1,27.988064,2.3815248,8.529853465080504e-171
L4 IT_2,8,HS3ST2,25.498053,2.4290571,6.810969566040373e-142
L4 IT_2,9,SLC17A7,23.5573,2.0691092,3.08791057138992e-121
L4 IT_2,10,NWD2,22.351805,1.9197606,3.0497549479143777e-109
L4 IT_3,1,RORB,34.78393,4.308685,1.119276813111157e-262
L4 IT_3,2,POU6F2,32.717365,3.3256638,1.1630786094018925e-232
L4 IT_3,3,TSHZ2,32.422432,3.9586582,1.1622522207844773e-228
L4 IT_3,4,ANO3,32.168896,3.0716455,3.1606707166915685e-225
L4 IT_3,5,KCNH5,31.14318,2.7623973,3.2998599162277833e-211
L4 IT_3,6,LAMA2,30.923105,3.738538,2.561428515789641e-208
L4 IT_3,7,FSTL4,29.112667,2.602129,9.324612570789655e-185
L4 IT_3,8,OTOGL,28.892532,3.098179,4.8716370794431266e-182
L4 IT_3,9,PLCH1,28.810524,2.912607,4.627310932968847e-181
L4 IT_3,10,RIT2,28.762985,2.6905878,1.6390578585586203e-180
L4 IT_4,1,OTOGL,35.837513,4.5034924,7.569907857743586e-279
L4 IT_4,2,PLCH1,35.660416,3.8089914,2.136585353017161e-276
L4 IT_4,3,POU6F2,33.548214,3.4521706,8.380276098813608e-245
L4 IT_4,4,RORB,33.454403,4.019517,1.460309304464163e-243
L4 IT_4,5,TSHZ2,33.13663,4.138544,4.641322281167756e-239
L4 IT_4,6,ANO3,33.120796,3.2299104,6.538688165059524e-239
L4 IT_4,7,PHLDB2,28.407438,3.5948937,6.149016242366113e-176
L4 IT_4,8,ADAMTS16,28.120157,3.9441814,1.8261310735548812e-172
L4 IT_4,9,KCNH5,26.396038,2.287373,4.44600233333059e-152
L4 IT_4,10,TRHDE,25.915434,2.4135485,1.173508792941149e-146
L5 ET_1,1,SORCS1,16.433014,3.4625466,2.919346792000049e-58
L5 ET_1,2,PCSK6,15.81571,3.3984623,3.188363532610243e-54
L5 ET_1,3,SLIT3,15.262885,3.232919,1.1847169988370577e-50
L5 ET_1,4,MEIS2,15.110446,3.6041498,9.086744011083728e-50
L5 ET_1,5,RIT2,15.070765,3.1651716,1.3264602738968952e-49
L5 ET_1,6,NTNG1,14.95475,3.3321607,6.356948438466748e-49
L5 ET_1,7,HTR2C,14.570048,3.2962234,1.6365521007043916e-46
L5 ET_1,8,TESPA1,14.238972,3.0275784,1.7257247134074735e-44
L5 ET_1,9,CRYM,13.995282,2.717604,4.86745867726357e-43
L5 ET_1,10,HS3ST2,13.391669,2.7507362,1.6418752909943467e-39
L5 ET_2,1,RIT2,26.885262,4.0039716,8.59013029378119e-157
L5 ET_2,2,SLIT3,24.782011,3.4170094,1.8427400474508632e-133
L5 ET_2,3,SORCS1,24.565287,3.1810362,2.6032886971162793e-131
L5 ET_2,4,PCSK6,24.309893,3.26511,1.0130252248567403e-128
L5 ET_2,5,NRP1,23.899471,3.2958941,1.6315366513993116e-124
L5 ET_2,6,CRYM,23.858482,2.9932272,3.624290601951586e-124
L5 ET_2,7,NTNG1,23.209171,3.2442358,1.382223938758342e-117
L5 ET_2,8,TESPA1,23.102852,3.1868997,1.4249107145868097e-116
L5 ET_2,9,HS3ST2,22.35781,2.8409324,2.962220506355149e-109
L5 ET_2,10,ADRA1A,21.51629,2.6127064,2.882172866050993e-101
L5 IT_1,1,RORB,33.84054,4.088474,1.3150299827126033e-248
L5 IT_1,2,RXFP1,33.142445,3.4017076,9.569023756143034e-239
L5 IT_1,3,FSTL4,32.65786,3.0629413,5.433409912571453e-232
L5 IT_1,4,KCNH5,32.352203,2.9542232,8.493430036395125e-228
L5 IT_1,5,TSHZ2,32.2531,4.020747,1.6740698203606627e-226
L5 IT_1,6,HS3ST2,31.868422,3.2525535,3.2065247012106853e-221
L5 IT_1,7,POU6F2,30.081966,2.9996037,3.1340389332888035e-197
L5 IT_1,8,CEMIP,29.514765,2.7042549,6.118795892490925e-190
L5 IT_1,9,OTOGL,26.122814,2.7729597,5.8669307351406075e-149
L5 IT_1,10,NWD2,26.014511,2.2798138,8.924975703643322e-148
L5 IT_2,1,FSTL4,35.852642,3.6900358,4.399523962724025e-279
L5 IT_2,2,LRRK1,33.39615,3.2818043,2.050617143244245e-242
L5 IT_2,3,RORB,33.209686,3.97935,6.839697557674834e-240
L5 IT_2,4,RXFP1,32.74491,3.3860376,2.3586546911402237e-233
L5 IT_2,5,SORCS1,30.919027,2.9086044,3.4871483855140247e-208
L5 IT_2,6,HS3ST2,30.340456,3.100289,1.4717161008357133e-200
L5 IT_2,7,HS3ST4,26.470432,2.4254928,7.977693217002727e-153
L5 IT_2,8,TSHZ2,25.787582,2.663233,4.0174908840854824e-145
L5 IT_2,9,HTR2A,25.33929,2.2462263,3.4463999228989064e-140
L5 IT_2,10,COL12A1,25.215914,2.2429569,7.049280287916892e-139
L5 IT_3,1,RXFP1,34.991905,3.7221088,7.857060188518642e-266
L5 IT_3,2,KCNH5,33.043278,3.044213,2.5549327552276886e-237
L5 IT_3,3,HS3ST2,32.29909,3.2394629,6.315211903272975e-227
L5 IT_3,4,NPFFR2,31.423862,5.000168,6.282011904877915e-215
L5 IT_3,5,POU6F2,29.28451,2.883173,8.592030663700503e-187
L5 IT_3,6,RORB,28.284376,2.9382422,2.3581790049204655e-174
L5 IT_3,7,CEMIP,25.098671,2.1659415,1.931988950995394e-137
L5 IT_3,8,NTNG1,24.381557,2.2474263,8.822693602260907e-130
L5 IT_3,9,RFTN1,23.94559,1.8612831,3.001507653205151e-125
L5 IT_3,10,THEMIS,23.261826,3.0898087,2.840259618500219e-118
L5 IT_5,1,LRRK1,33.19154,3.121309,3.750269748962266e-239
L5 IT_5,2,RORB,31.399,3.5675602,2.745732543019702e-214
L5 IT_5,3,FSTL4,30.477585,2.752709,4.528112184909633e-202
L5 IT_5,4,HS3ST2,29.12561,2.7330372,1.118909721153979e-184
L5 IT_5,5,ANO3,28.470676,2.5886843,1.4220483802985022e-176
L5 IT_5,6,RXFP1,26.987137,2.464248,9.17158841779721e-159
L5 IT_5,7,SLIT3,26.653496,2.4296868,6.125059003980055e-155
L5 IT_5,8,HTR2A,26.622826,2.2096612,1.2146466674122886e-154
L5 IT_5,9,POU6F2,25.902908,2.4794009,1.8047396604595996e-146
L5 IT_5,10,NWD2,25.361082,2.0658002,1.7837076853482568e-140
L5 IT_6,1,LRRK1,33.33925,3.1228106,2.7427281091672747e-241
L5 IT_6,2,RORB,31.395973,3.5764313,3.0197473673952123e-214
L5 IT_6,3,HS3ST2,28.97975,2.5834305,1.0381938479961404e-182
L5 IT_6,4,POU6F2,28.359873,2.765998,4.158159163389729e-175
L5 IT_6,5,HTR2A,27.165281,2.2350268,8.789608755550348e-161
L5 IT_6,6,FSTL4,26.962748,2.294263,1.7724333631426281e-158
L5 IT_6,7,NWD2,26.1809,2.1385965,1.6476603682594977e-149
L5 IT_6,8,OTOGL,25.651987,2.279409,1.218830847444549e-143
L5 IT_6,9,SLIT3,25.65053,2.2705636,1.218830847444549e-143
L5 IT_6,10,RXFP1,24.759043,2.0756254,6.516119178995649e-134
L5 IT_7,1,HS3ST2,33.399406,3.386956,3.6778125210754657e-242
L5 IT_7,2,SORCS1,32.594635,3.1600308,6.425155233717786e-231
L5 IT_7,3,ANO3,31.118624,2.8741395,1.1822094429179566e-210
L5 IT_7,4,FSTL4,30.728985,2.8744504,1.5349305627017824e-205
L5 IT_7,5,LRRK1,30.713951,2.8374777,1.949697451110719e-205
L5 IT_7,6,RXFP1,30.589613,2.955683,7.374659260183327e-204
L5 IT_7,7,SLIT3,30.122541,3.0439398,9.227584455875446e-198
L5 IT_7,8,RORB,26.98384,2.8269033,7.519601554491799e-159
L5 IT_7,9,ZDHHC23,22.926464,2.1724045,7.395375019590076e-115
L5 IT_7,10,HTR2A,22.903524,1.7764031,1.1270215267552158e-114
L5/6 NP_1,1,HTR2C,37.280025,6.300208,9.095319627946641e-302
L5/6 NP_1,2,TSHZ2,36.256104,4.8762827,1.0471691364627786e-285
L5/6 NP_1,3,CRYM,36.12424,3.7762976,8.279160289828023e-284
L5/6 NP_1,4,CDH6,35.61923,4.028287,4.642244890059911e-276
L5/6 NP_1,5,CD36,35.16991,4.9746447,3.034548775697352e-269
L5/6 NP_1,6,CALCRL,34.962807,4.8281746,3.626303462541199e-266
L5/6 NP_1,7,COL12A1,34.00897,3.2463462,6.168180444366947e-252
L5/6 NP_1,8,SPON1,33.569057,3.8737178,1.5603591547041232e-245
L5/6 NP_1,9,MEIS2,32.669395,3.6182463,1.2421326038949786e-232
L5/6 NP_1,10,NXPH2,32.380173,3.4604573,1.3728382193774046e-228
L5/6 NP_2,1,HTR2C,36.90188,6.109717,1.1338250043111864e-295
L5/6 NP_2,2,TSHZ2,35.88185,4.7769547,5.3927345158471e-280
L5/6 NP_2,3,CRYM,35.880512,3.832955,5.3927345158471e-280
L5/6 NP_2,4,MEIS2,34.02951,3.9296257,5.363520445290213e-252
L5/6 NP_2,5,CALCRL,33.512966,4.460451,1.641278337484826e-244
L5/6 NP_2,6,HS3ST4,31.773531,3.4170337,6.586912856864109e-220
L5/6 NP_2,7,CDH6,31.748014,3.3256352,1.2706907143187072e-219
L5/6 NP_2,8,NXPH2,29.015009,2.9339468,1.3987950561953952e-183
L5/6 NP_2,9,VWC2L,26.996838,2.3534448,4.704153574403767e-159
L5/6 NP_2,10,ATP2C2,26.902973,3.751563,5.331409626836444e-158
L5/6 NP_3,1,HTR2C,17.974453,6.093859,8.123882097512076e-70
L5/6 NP_3,2,TSHZ2,17.78115,4.9142413,1.3009059776174542e-68
L5/6 NP_3,3,CRYM,17.586304,3.6543407,2.749992430826806e-67
L5/6 NP_3,4,CALCRL,17.371494,4.5550838,8.918895279689258e-66
L5/6 NP_3,5,CD36,16.52141,4.17879,1.3534514354741828e-59
L5/6 NP_3,6,ATP2C2,16.452948,4.2871346,3.501608321938658e-59
L5/6 NP_3,7,HS3ST4,15.978842,3.5663183,6.742208790825825e-56
L5/6 NP_3,8,CDH6,15.863422,3.2841563,3.732476659442278e-55
L5/6 NP_3,9,MEIS2,15.572142,3.5658667,3.2896442910372774e-53
L5/6 NP_3,10,NXPH2,14.840522,3.0213723,2.1074107266013132e-48
L5/6 NP_4,1,HTR2C,30.013348,6.0822864,1.7283621262531563e-195
L5/6 NP_4,2,TSHZ2,29.982403,5.0393023,2.1888068136382205e-195
L5/6 NP_4,3,CRYM,28.673817,3.6076746,7.095031082435698e-179
L5/6 NP_4,4,CD36,27.778105,4.6830807,5.245018608596586e-168
L5/6 NP_4,5,COL12A1,27.724531,3.291691,1.859284594436921e-167
L5/6 NP_4,6,VWC2L,27.365677,3.1601284,3.080903617350184e-163
L5/6 NP_4,7,HS3ST4,27.16934,3.7026129,5.6219599291187995e-161
L5/6 NP_4,8,NXPH2,26.12168,3.4325926,6.799174322023969e-149
L5/6 NP_4,9,ITGA8,26.101686,3.6114943,1.0194124602164056e-148
L5/6 NP_4,10,SPON1,25.999525,3.7381198,1.3185881295873657e-147
L5/6 NP_6,1,HTR2C,18.463367,6.2114515,1.0708026374466613e-73
L5/6 NP_6,2,TSHZ2,18.274101,5.020624,1.7497942469661058e-72
L5/6 NP_6,3,CRYM,17.37716,3.5251756,1.0773580184129744e-65
L5/6 NP_6,4,MEIS2,16.30216,3.639169,5.142534940118524e-58
L5/6 NP_6,5,ITGA8,16.300575,3.4998264,5.142534940118524e-58
L5/6 NP_6,6,HS3ST4,16.223295,3.542124,1.5129954748576397e-57
L5/6 NP_6,7,VWC2L,16.166735,3.0444276,3.252383481320366e-57
L5/6 NP_6,8,CD36,15.94605,4.1073084,9.977507907132685e-56
L5/6 NP_6,9,ATP2C2,15.762001,3.8962128,1.6599918624540057e-54
L5/6 NP_6,10,NXPH2,15.091494,3.0473022,4.845106757378366e-50
L6 CT_1,1,HS3ST4,35.539852,4.155991,3.135332707975778e-274
L6 CT_1,2,RYR3,34.01978,3.3983104,1.4941316921458308e-251
L6 CT_1,3,NRP1,33.75658,3.5085983,7.504257066559527e-248
L6 CT_1,4,KCNH5,33.429344,3.0814013,3.3783772140266423e-243
L6 CT_1,5,SLIT3,33.05061,3.301933,8.018975011651712e-238
L6 CT_1,6,SORCS1,32.521954,3.0596435,2.2879124647989033e-230
L6 CT_1,7,SULF1,32.10673,3.7414496,1.3341845271067682e-224
L6 CT_1,8,CEMIP2,31.55144,2.6877453,5.632938934257876e-217
L6 CT_1,9,MEIS2,31.386559,3.4635692,9.020725685191131e-215
L6 CT_1,10,ANO3,30.282032,2.802287,5.198718471515506e-200
L6 CT_2,1,HS3ST4,35.01787,4.028504,3.1635967652184486e-266
L6 CT_2,2,MEIS2,33.137184,3.7151687,1.139266246716367e-238
