supertype,rank,gene,score,logfoldchange,pval_adj
Pvalb_1,8,TRPC5,26.492008,2.3006084,3.938914433219943e-153
Pvalb_1,9,MYO16,26.3277,2.4980283,2.700732206986118e-151
Pvalb_1,10,TAC1,25.629904,2.863905,1.862971480738519e-143
Pvalb_2,1,TMEM132C,34.604084,3.8283536,5.768549088555123e-260
Pvalb_2,2,BTBD11,33.08187,3.291754,7.124096986965909e-238
Pvalb_2,3,SDK1,31.481497,3.040583,1.3645795336611222e-215
Pvalb_2,4,MYO5B,29.903322,3.1227195,1.1713208508133674e-194
Pvalb_2,5,MYO16,29.715895,2.9205763,2.517420103068559e-192
Pvalb_2,6,CEMIP,29.510172,3.0820081,9.344060485433606e-190
Pvalb_2,7,CNTNAP3B,27.66772,2.3971283,6.418674562711474e-167
Pvalb_2,8,TAC1,27.028742,3.221389,2.2327350740254485e-159
Pvalb_2,9,ANK1,26.507116,2.2332172,2.3448624561113257e-153
Pvalb_2,10,SLC26A4,26.202906,2.2643008,6.475750836433025e-150
Pvalb_3,1,MYO5B,32.267574,3.432885,5.2458036993096e-226
Pvalb_3,2,TMEM132C,31.260468,3.2215886,2.1159289227335087e-212
Pvalb_3,3,BTBD11,30.443312,2.920482,1.2875880271007802e-201
Pvalb_3,4,CNTNAP3B,28.324306,2.416703,1.140818382106304e-174
Pvalb_3,5,TAC1,28.284271,3.3739557,2.8382591167370808e-174
Pvalb_3,6,CEMIP,27.584661,2.8272455,7.451266538668599e-166
Pvalb_3,7,SLC26A4,27.302088,2.415202,1.5052325110709457e-162
Pvalb_3,8,GAD1,26.505491,2.2010474,2.75415789411183e-153
Pvalb_3,9,SDK1,26.45922,2.4560344,8.351503305664484e-153
Pvalb_3,10,MYO16,25.672613,2.4635012,6.21884860641612e-144
Pvalb_5,1,TMEM132C,24.169725,3.4431157,1.2182950354648384e-126
Pvalb_5,2,MYO5B,23.56483,3.3487754,1.1632742696616337e-120
Pvalb_5,3,BTBD11,21.841925,2.8351078,8.13246527069102e-104
Pvalb_5,4,CDH12,20.792568,2.6333134,3.322500003495942e-94
Pvalb_5,5,ALK,20.224346,2.4918313,3.144269272541359e-89
Pvalb_5,6,CUX2,19.21414,2.54941,1.2355201082410448e-80
Pvalb_5,7,GAD1,18.846916,2.1354954,1.1702705307810775e-77
Pvalb_5,8,PTCHD4,18.692276,2.031912,1.8810782033191343e-76
Pvalb_5,9,TENM1,18.035568,1.9218313,2.993452982272023e-71
Pvalb_5,10,NXPH2,16.244347,2.0792758,6.441939993261652e-58
Pvalb_6,1,MYO5B,26.246279,3.5184333,2.0730071896478285e-149
Pvalb_6,2,BTBD11,24.970545,2.9955077,1.6801200749773765e-135
Pvalb_6,3,MYO16,21.623219,2.5941885,9.523324668022357e-102
Pvalb_6,4,TAC1,21.030737,3.3031776,2.2570523936692944e-96
Pvalb_6,5,PLCH1,21.013454,2.4563434,2.5988155419018547e-96
Pvalb_6,6,GAD1,20.642286,2.114579,5.019506947294903e-93
Pvalb_6,7,GAD2,20.46809,2.1497707,1.5575580985749347e-91
Pvalb_6,8,TMEM132C,20.099081,2.3375497,2.2379574502928108e-88
Pvalb_6,9,CDH12,20.098158,2.3671083,2.2379574502928108e-88
Pvalb_6,10,ANK1,19.984413,2.0620568,1.9795341691552101e-87
Pvalb_7,1,VWC2L,22.360826,2.6538813,2.491710172673146e-108
Pvalb_7,2,ALK,21.24773,2.5862963,4.549788723454486e-98
Pvalb_7,3,WIF1,20.959768,3.1214244,1.3398027462691566e-95
Pvalb_7,4,PLCH1,20.140867,2.5120234,2.1278243099087763e-88
Pvalb_7,5,SLC26A4,19.958174,2.3942466,6.6949771723281254e-87
Pvalb_7,6,SAMD5,19.79386,2.239887,1.47403336134802e-85
Pvalb_7,7,GAD2,19.459324,2.2066002,9.128758011395445e-83
Pvalb_7,8,PLCE1,19.391232,2.5125442,3.008704374808746e-82
Pvalb_7,9,TENM1,18.629925,1.9978197,5.370613403760006e-76
Pvalb_7,10,MYO16,18.11404,2.2209291,6.49447272978582e-72
Pvalb_8,1,MYO5B,18.9537,3.6689444,1.0825199212501365e-77
Pvalb_8,2,SST,14.928833,3.107039,2.813796046778011e-48
Pvalb_8,3,PTCHD4,14.35501,2.0601869,8.688769590782753e-45
Pvalb_8,4,NXPH2,14.109634,2.412669,2.1782378810361204e-43
Pvalb_8,5,CUX2,13.159045,2.2486856,7.941624423653844e-38
Pvalb_8,6,GAD2,12.462759,1.8304799,5.22386519971603e-34
Pvalb_8,7,PLCH1,12.445595,2.0466292,5.5522707656132076e-34
Pvalb_8,8,ADRA1A,11.187073,1.7245523,1.3785625767991082e-27
Pvalb_8,9,SLC26A4,10.936956,1.8270208,2.0180673453315227e-26
Pvalb_8,10,TAC1,10.67087,2.7118924,3.3309037629408776e-25
Pvalb_9,1,PLCE1,32.447136,3.6669555,1.5634277255582065e-228
Pvalb_9,2,BRINP3,27.483582,2.4737084,3.6278866674892795e-164
Pvalb_9,3,RIT2,26.6807,2.6715949,6.911574335019483e-155
Pvalb_9,4,TENM1,25.75254,2.116411,1.98495148128098e-144
Pvalb_9,5,BTBD11,24.931295,2.3175426,1.792157445933961e-135
Pvalb_9,6,THSD7B,23.877983,2.6181953,2.2737060453225463e-124
Pvalb_9,7,MYO16,23.483545,2.2199075,2.257124770496351e-120
Pvalb_9,8,TRPC5,22.76242,2.1034327,3.55413446386016e-113
Pvalb_9,9,FGFR2,22.245153,2.4705665,3.672116244437429e-108
Pvalb_9,10,PHLDB2,20.982687,2.9607337,2.4828173914864426e-96
Pvalb_10,1,CNTNAP3B,29.137678,3.3066475,3.147672505040297e-184
Pvalb_10,2,MYO5B,27.04473,3.4760025,5.793161438678651e-159
Pvalb_10,3,LYPD6,26.917875,3.3154511,1.1893641817934463e-157
Pvalb_10,4,TENM1,26.226929,2.5999517,8.61659812159582e-150
Pvalb_10,5,MYO16,26.188417,3.0701356,1.8940688153537786e-149
Pvalb_10,6,SAMD5,26.071339,2.6998737,3.3788596076066026e-148
Pvalb_10,7,BTBD11,26.006744,3.022625,1.5608946664697628e-147
Pvalb_10,8,WIF1,24.781998,3.2057784,4.608483130080108e-134
Pvalb_10,9,LYPD6B,24.72934,2.766595,1.5116398077479058e-133
Pvalb_10,10,SLC26A4,24.000235,2.428566,7.27222095174987e-126
Pvalb_12,1,CNTNAP3B,34.901447,3.574771,1.8588002974417584e-264
Pvalb_12,2,SULF1,30.489794,3.9934769,4.679503342503162e-202
Pvalb_12,3,MYO5B,29.961187,3.3679595,2.757855823352516e-195
Pvalb_12,4,BTBD11,28.479395,2.8081677,1.3863068379205622e-176
Pvalb_12,5,WIF1,26.884644,3.1076038,1.7468940653795556e-157
Pvalb_12,6,LYPD6,26.395473,2.9062412,6.769465321756799e-152
Pvalb_12,7,TAC1,26.211826,3.1382945,7.320031686918054e-150
Pvalb_12,8,MYO16,26.016026,2.5471714,1.072477032804913e-147
Pvalb_12,9,TENM1,25.856012,2.1539927,6.085130794070019e-146
Pvalb_12,10,LYPD6B,25.577496,2.567683,7.142572946142792e-143
Pvalb_13,1,MYO5B,25.656765,3.436492,9.345584780894028e-143
Pvalb_13,2,CNTNAP3B,24.64948,2.6747193,4.9018407976190225e-132
Pvalb_13,3,WIF1,23.767075,3.141102,6.415542865861539e-123
Pvalb_13,4,BTBD11,23.705965,2.7591093,2.057686308796457e-122
Pvalb_13,5,LYPD6,23.331476,2.9133973,1.1179085420028563e-118
Pvalb_13,6,SAMD5,22.468067,2.3629754,3.735431985892487e-110
Pvalb_13,7,SULF1,22.070793,3.4058545,2.266426572336957e-106
Pvalb_13,8,PLCH1,21.117514,2.4004056,1.8051935643470178e-97
Pvalb_13,9,TENM1,20.711433,1.9804801,7.983497570008804e-94
Pvalb_13,10,ANK1,20.533726,2.069763,2.8299315153927588e-92
Pvalb_14,1,TMEM132C,33.261925,4.092656,3.609783160659207e-240
Pvalb_14,2,SDK1,30.623459,3.2167966,7.843028281478744e-204
Pvalb_14,3,TAC1,29.400074,3.7724106,4.803760637180164e-188
Pvalb_14,4,BTBD11,29.336226,3.036237,2.3547186021155214e-187
Pvalb_14,5,PTCHD4,28.580791,2.6221442,6.124485070094729e-178
Pvalb_14,6,CUX2,27.10883,2.9429448,3.396319025966777e-160
Pvalb_14,7,MYO16,26.18431,2.7164454,1.5067145867104527e-149
Pvalb_14,8,MYO5B,26.051958,2.8458898,4.20251150566601e-148
Pvalb_14,9,ANK1,25.510159,2.2861924,4.4437434056691015e-142
Pvalb_14,10,PLCE1,25.241003,2.5334823,3.7394420001860114e-139
Pvalb_15,1,SULF1,32.698795,4.5111885,4.272419141113303e-232
Pvalb_15,2,CNTNAP3B,32.52551,3.049511,6.113389669710608e-230
Pvalb_15,3,BTBD11,32.45974,3.2322323,3.460663636098542e-229
Pvalb_15,4,MYO5B,31.378094,3.388639,2.647915732007671e-214
Pvalb_15,5,TMEM132C,30.697159,3.205041,3.267040362366171e-205
Pvalb_15,6,MYO16,30.100136,2.969793,2.115216651981932e-197
Pvalb_15,7,TENM1,27.891882,2.321507,1.2575692052056295e-169
Pvalb_15,8,TAC1,27.415405,3.4004104,5.907368003559812e-164
Pvalb_15,9,CEMIP,27.291666,2.8901355,1.556571563255255e-162
Pvalb_15,10,ANK1,26.853752,2.2912965,2.0053698150819296e-157
Sncg_1,1,CXCL14,29.145552,5.858351,2.501721114170157e-184
Sncg_1,2,RELN,28.18487,5.2126484,1.1786704649365756e-172
Sncg_1,3,EGFR,26.140482,3.4830112,1.1084839425362423e-148
Sncg_1,4,SDK1,25.00792,2.9389493,3.2964360884355866e-136
Sncg_1,5,PLD5,23.72194,2.9147203,1.1263113536569922e-122
Sncg_1,6,NDST4,23.578518,3.9348326,2.8067493535288497e-121
Sncg_1,7,DNER,23.476852,2.1862993,2.6419752323971166e-120
Sncg_1,8,GAD2,22.96299,2.5040457,3.5929196814110823e-115
Sncg_1,9,THSD7B,22.736082,3.3435547,5.758431749752633e-113
Sncg_1,10,NR2F2,21.849514,3.191623,2.0662171672202468e-104
Sncg_2,1,THSD7B,15.139021,5.5220647,2.3548082427261952e-49
Sncg_2,2,CXCL14,14.277761,5.450917,3.9597188103292934e-44
Sncg_2,3,RELN,13.869357,4.6880355,8.516213869945881e-42
Sncg_2,4,SDK1,12.754029,3.0063126,1.9464496976597305e-35
Sncg_2,5,DNER,12.163793,2.2181852,2.5487619558863424e-32
Sncg_2,6,NR2F2,12.085068,3.3674593,5.552180070169038e-32
Sncg_2,7,PLD5,11.876432,2.905708,5.895834624248657e-31
Sncg_2,8,PROX1,11.24661,2.8389337,7.91186133826686e-28
Sncg_2,9,ADRA1A,10.946069,2.379009,2.0278654899109038e-26
Sncg_2,10,EGFR,10.928651,2.5546343,2.2115420747627652e-26
Sncg_3,1,ADRA1A,14.453225,3.0667853,6.29142465751062e-45
Sncg_3,2,LYPD6B,14.2350645,3.4384787,7.299756804611364e-44
Sncg_3,3,CXCL14,13.594511,4.0631943,3.7840147942597495e-40
Sncg_3,4,ADRA1B,12.903861,2.915312,2.8147609873606292e-36
Sncg_3,5,DNER,12.695669,2.0722501,3.2871759357417257e-35
Sncg_3,6,NR2F2,12.17211,3.0294662,1.9182534594214788e-32
Sncg_3,7,LYPD6,11.509575,2.8373685,4.4356278407751256e-29
Sncg_3,8,SYNPR,10.679989,2.33007,4.15166712209056e-25
Sncg_3,9,RYR3,10.356537,2.196314,1.1421787644192836e-23
Sncg_3,10,PROX1,9.925936,2.2164564,8.444307104175655e-22
Sncg_4,1,SORCS1,31.994066,4.041516,3.468131438281653e-222
Sncg_4,2,CXCL14,29.501669,5.177399,3.603776892156179e-189
Sncg_4,3,CCK,27.832527,3.6897671,1.536926032605404e-168
Sncg_4,4,EGFR,27.5726,3.49238,1.5594904683164003e-165
Sncg_4,5,ADRA1A,26.530151,2.9084642,2.2893553537891415e-153
Sncg_4,6,THSD7B,26.477346,3.7857306,7.74821532271493e-153
Sncg_4,7,NDST4,26.124075,3.9432306,7.298629429919501e-149
Sncg_4,8,ADRA1B,24.404112,2.796932,5.084541531491745e-130
Sncg_4,9,PROX1,24.107683,2.94219,6.067972060324204e-127
Sncg_4,10,PLD5,23.79796,2.7725604,9.2212195442046e-124
Sncg_5,1,THSD7B,25.387209,5.076768,9.182320662378337e-140
Sncg_5,2,SORCS1,25.166435,3.7377095,1.22818411695895e-137
Sncg_5,3,CXCL14,24.678673,5.4217987,1.5887957419345277e-132
Sncg_5,4,EGFR,23.501694,3.6323154,2.576886692033176e-120
Sncg_5,5,CDH4,22.519138,2.9451368,1.4178861327716354e-110
Sncg_5,6,SDK1,21.127407,2.8502898,1.9520533512396183e-97
Sncg_5,7,PLD5,20.828863,2.9598238,8.905103184754617e-95
Sncg_5,8,ADRA1A,20.529451,2.6783946,3.862665811549676e-92
Sncg_5,9,NR2F2,20.231808,3.2313638,1.4648420718871524e-89
Sncg_5,10,CCK,20.227833,2.93697,1.4648420718871524e-89
Sncg_6,1,CCK,25.946705,5.395964,5.209713389894679e-146
Sncg_6,2,SORCS1,22.57015,3.3327582,1.1197993845955783e-110
Sncg_6,3,COL12A1,22.493353,3.0656028,4.226940493875649e-110
Sncg_6,4,ADRA1A,22.150349,2.981609,6.806099424407891e-107
Sncg_6,5,CXCL14,21.80018,4.133754,1.2156182006183103e-103
Sncg_6,6,CDH4,21.376242,2.9692097,9.74547731484784e-100
Sncg_6,7,ADRA1B,20.707289,2.8362215,1.1186799537015756e-93
Sncg_6,8,APP,18.00982,0.9347097,5.36375793327436e-71
Sncg_6,9,WIF1,17.916147,3.0820448,2.3276550300757792e-70
Sncg_6,10,DCN,17.915976,3.3818192,2.3276550300757792e-70
Sncg_8,1,CXCL14,27.320509,5.4227614,6.366773768989237e-162
Sncg_8,2,THSD7B,23.993902,4.0491123,4.23406272907513e-125
Sncg_8,3,ADRA1A,23.209822,2.8075964,3.176838238340496e-117
Sncg_8,4,SDK1,22.73788,2.759025,1.2436039358140905e-112
Sncg_8,5,RYR3,22.624626,2.7119763,1.3047723655378585e-111
Sncg_8,6,PROX1,22.373743,3.0893354,3.1090982202837497e-109
Sncg_8,7,ADRA1B,22.12276,2.7644532,7.171569803329645e-107
Sncg_8,8,NR2F2,21.976868,3.2572296,1.5760639847447167e-105
Sncg_8,9,PLD5,21.954544,2.8006957,2.2899300930111963e-105
Sncg_8,10,NDST4,20.713402,3.498438,6.897593368045981e-94
Sst Chodl_1,1,TACR1,14.840712,5.0981674,2.1014594195052452e-47
Sst Chodl_1,2,CRHBP,14.520433,6.0834923,1.1827129889576226e-45
Sst Chodl_1,3,SST,14.465033,5.5949717,1.7665583545969014e-45
Sst Chodl_1,4,THSD4,14.0669,5.2582,3.989103751960141e-43
Sst Chodl_1,5,NXPH2,13.283553,3.8110857,1.5168807880868512e-38
Sst Chodl_1,6,RIT2,13.228161,3.3344917,2.6451497545191347e-38
Sst Chodl_1,7,NDST4,13.204966,4.67052,3.0859996928943483e-38
Sst Chodl_1,8,CHODL,12.756939,5.212168,9.375581905431997e-36
Sst Chodl_1,9,ALK,12.166224,3.4225528,1.37445796169139e-32
Sst Chodl_1,10,TRPC6,12.0799265,3.2758324,3.5462977785611223e-32
Sst Chodl_2,1,SST,13.238683,4.5134425,1.3797236296383906e-37
Sst Chodl_2,2,CDH4,13.098636,2.9762433,4.408243306964454e-37
Sst Chodl_2,3,ADAMTS12,12.70564,4.9643598,4.823235725146e-35
Sst Chodl_2,4,ARHGAP24,11.813252,3.2244096,2.1921779512952173e-30
Sst Chodl_2,5,TRPC6,11.615325,3.2324858,1.811948444012116e-29
Sst Chodl_2,6,TACR1,11.498953,3.3691409,5.852896572201085e-29
Sst Chodl_2,7,NXPH2,11.440841,2.9431334,9.818977182285971e-29
Sst Chodl_2,8,CRHBP,10.448817,3.8600488,4.877449015195884e-24
Sst Chodl_2,9,COL25A1,9.721569,2.5888708,7.130016513239173e-21
Sst Chodl_2,10,PLD5,9.200568,2.236096,9.364470030697146e-19
Sst_1,1,TRHDE,24.720585,3.7578218,1.689875183334211e-132
Sst_1,2,SAMD5,24.626713,3.1692688,8.597793914472254e-132
Sst_1,3,PLCH1,23.428356,3.2444947,1.9264917704014385e-119
Sst_1,4,GAD1,19.577425,2.2151775,1.5838823016741408e-83
Sst_1,5,BRINP3,19.017298,2.3316262,6.45099261928407e-79
Sst_1,6,WIF1,18.92595,2.9579175,3.0561461926002958e-78
Sst_1,7,LHX6,18.150078,2.527489,4.817418818597597e-72
Sst_1,8,SYNPR,18.005564,2.4032567,5.792544859914225e-71
Sst_1,9,ANK1,16.31876,1.8972703,2.1214123873616833e-58
Sst_1,10,TRPC6,15.892103,2.396833,1.890309870303705e-55
Sst_2,1,PLCH1,25.766619,2.989868,5.52179965034362e-144
Sst_2,2,COL25A1,25.189947,3.1342676,6.788402847914131e-138
Sst_2,3,CDH12,24.018734,2.7101061,1.5535346593739355e-125
Sst_2,4,SST,23.974495,3.4825888,3.3746623825216726e-125
Sst_2,5,TENM1,21.527067,2.073485,4.568875464797222e-101
Sst_2,6,MYO5B,21.123127,2.75803,2.1371924743380854e-97
Sst_2,7,NXPH2,21.104408,2.5811765,2.722308224025706e-97
Sst_2,8,SLC24A3,19.494995,2.0421135,3.980039580893474e-83
Sst_2,9,BTBD11,18.6462,2.0372548,3.961929701730265e-76
Sst_2,10,GAD1,17.906172,1.8075173,2.7760057705597373e-70
Sst_3,1,SST,31.124128,3.7356958,2.9877348765439702e-210
Sst_3,2,PLCH1,30.775429,3.1255493,7.348409899150406e-206
Sst_3,3,SYNPR,28.71546,2.7210102,2.1447887038369652e-179
Sst_3,4,TENM1,26.879137,2.242533,2.5324431611389413e-157
Sst_3,5,RELN,24.328714,2.7401948,5.1237023398505936e-129
Sst_3,6,RSPO2,23.513762,2.3540447,1.292961354947779e-120
Sst_3,7,COL25A1,23.086647,2.8048882,2.3692421641155688e-116
Sst_3,8,SLC24A3,18.647064,1.6576751,3.8983620449885974e-76
Sst_3,9,GAD2,17.654167,1.5004134,2.2598472450985384e-68
Sst_3,10,NXPH2,17.06225,1.751339,6.211672819582146e-64
Sst_4,1,BRINP3,35.016273,3.9564779,3.345491638763661e-266
Sst_4,2,TRHDE,33.19285,3.7278826,1.7954646153136141e-239
Sst_4,3,NDST4,32.44199,4.5542936,6.1593369472812685e-229
Sst_4,4,THSD7B,31.684256,4.28397,1.683343345473286e-218
Sst_4,5,SAMD5,30.816195,2.8469198,8.3649643281984e-207
Sst_4,6,SPHKAP,30.15904,3.3056338,3.578805516338799e-198
Sst_4,7,PLCH1,28.540707,2.8594925,1.3764402470905925e-177
Sst_4,8,COL25A1,27.906317,3.1121032,7.352172489921402e-170
Sst_4,9,SYNPR,25.473783,2.5021346,1.1248206336540884e-141
Sst_4,10,TRPC6,24.194672,2.9916427,6.657671266059475e-128
Sst_5,1,BRINP3,37.700665,4.4691896,0.0
Sst_5,2,TRHDE,34.96294,3.9241726,1.082829655496761e-265
Sst_5,3,THSD7B,32.50974,4.2158866,6.809344152137548e-230
Sst_5,4,PLCH1,31.874409,3.2269084,3.9733366013457295e-221
Sst_5,5,SPON1,31.504995,3.9071684,3.9031607149400676e-216
Sst_5,6,SAMD5,31.380322,2.8303514,1.646010846406481e-214
Sst_5,7,SYNPR,28.898712,2.7319808,4.656137328117121e-182
Sst_5,8,RSPO2,28.317572,2.717903,6.90450870748277e-175
Sst_5,9,PTCHD4,25.738369,2.1261141,1.2713569755479779e-144
Sst_5,10,SST,25.075865,2.7637017,2.3987358599416565e-137
Sst_7,1,TRHDE,24.040348,3.82065,2.7700907220907194e-125
Sst_7,2,BRINP3,23.008884,3.5063462,4.994581889964389e-115
Sst_7,3,PLCH1,21.562695,3.1073494,3.5284311684508575e-101
Sst_7,4,PTCHD4,21.4572,2.6439836,2.5718898138699705e-100
Sst_7,5,THSD7B,21.193869,3.9744804,5.7218072436189885e-98
Sst_7,6,SAMD5,19.903618,2.5082314,1.659517324603179e-86
Sst_7,7,TENM1,16.378593,1.9690924,1.0217874528886305e-58
Sst_7,8,SPON1,16.306019,3.0571349,2.9401837254058274e-58
Sst_7,9,RSPO2,16.227852,2.1078064,9.365250191035249e-58
Sst_7,10,LYPD6,15.5621,2.4982793,3.4638513284795983e-53
Sst_9,1,SPHKAP,34.00349,4.245564,5.2030228385620706e-251
Sst_9,2,TRHDE,33.06162,3.6180084,1.3927411905298118e-237
Sst_9,3,TAC1,28.433916,4.075968,6.753873101371629e-176
Sst_9,4,SYNPR,26.037626,2.5077012,1.2214879371411797e-147
Sst_9,5,MYO5B,23.96152,2.6552002,3.6864879402035443e-125
Sst_9,6,SLC24A3,23.495306,2.1524265,1.99675347421975e-120
Sst_9,7,BTBD11,23.420835,2.2007113,9.849913045358081e-120
Sst_9,8,TMEM132C,22.859776,2.6199996,3.8408331965462094e-114
Sst_9,9,SAMD5,22.83955,2.0602298,5.42433530386865e-114
Sst_9,10,ANK1,22.80564,1.9585688,1.0601308573114709e-113
Sst_10,1,TRHDE,35.496284,4.02556,1.4751148648843803e-273
Sst_10,2,SPHKAP,34.107643,4.093934,7.472050503214118e-253
Sst_10,3,TRPC6,33.77733,3.9586604,3.721980617320553e-248
Sst_10,4,SST,30.40274,3.865335,3.3225962190091876e-201
Sst_10,5,SYNPR,28.308228,2.6839468,1.4397204290940884e-174
Sst_10,6,SAMD5,27.719933,2.544496,1.760370557323819e-167
Sst_10,7,ITGA8,24.832771,3.2710047,1.4915653583071645e-134
Sst_10,8,GAD1,24.325436,2.0127497,3.4687015800533465e-129
Sst_10,9,DCN,23.329973,3.1420045,6.432631750321615e-119
Sst_10,10,RNASET2,22.956228,2.0529418,3.358163626969945e-115
Sst_11,1,CDH12,30.617313,3.4979212,1.89374732762356e-203
Sst_11,2,SLC24A3,27.300299,2.9593325,5.285508070202162e-162
Sst_11,3,NXPH2,27.287132,3.6162257,5.285508070202162e-162
Sst_11,4,SST,27.058872,3.8509014,1.9747690112694917e-159
Sst_11,5,CUX2,26.160652,3.2020407,3.921815050858885e-149
Sst_11,6,TENM1,23.779888,2.309544,2.364215546183891e-123
Sst_11,7,HTR2C,22.005169,3.031944,9.654229397525455e-106
Sst_11,8,MYO5B,19.25922,2.54979,3.8839430921962696e-81
Sst_11,9,PLCH1,19.15449,2.2056468,2.59472359231871e-80
Sst_11,10,PTCHD4,17.773716,1.7095041,2.9707443842004974e-69
Sst_12,1,TRHDE,35.54624,4.057477,2.4978656320653756e-274
Sst_12,2,PLCH1,32.546207,3.3130772,3.1153097146327893e-230
Sst_12,3,TRPC6,29.850506,3.468919,7.58061538020016e-194
Sst_12,4,COL25A1,28.959545,3.4553974,1.3991502507448791e-182
Sst_12,5,SYNPR,27.988194,2.6485126,1.189844783091564e-170
Sst_12,6,SST,25.436293,3.1657329,4.3881689937757237e-141
Sst_12,7,NDST4,25.347399,3.3370254,3.6068328054673904e-140
Sst_12,8,VCAN,24.795795,3.4315298,3.271676533000292e-134
Sst_12,9,ALK,22.473692,2.0905771,2.194114789342645e-110
Sst_12,10,LHX6,22.465559,2.3507407,2.3715043108763015e-110
Sst_13,1,TRHDE,34.711464,3.9127278,1.3914199025695058e-261
Sst_13,2,PLCH1,31.662672,3.2292933,6.674081049535659e-218
Sst_13,3,SYNPR,29.324873,2.7682283,4.3819738134327556e-187
Sst_13,4,SAMD5,28.427704,2.6314685,6.045346758308105e-176
Sst_13,5,SST,28.01973,3.4113467,4.914306969024037e-171
Sst_13,6,RELN,25.406693,2.8647017,9.323626464979038e-141
Sst_13,7,SPHKAP,24.049057,2.645432,3.208437750241964e-126
Sst_13,8,LHX6,21.330257,2.4589233,1.9553837238532237e-99
Sst_13,9,RNASET2,21.039179,1.9607943,8.395830627880352e-97
Sst_13,10,SLC24A3,20.965425,1.883254,3.56893961579506e-96
Sst_19,1,PLCH1,32.384598,3.3392432,1.1893653512145356e-227
Sst_19,2,RELN,32.21654,3.9331725,1.3615946679902257e-225
Sst_19,3,TENM1,31.924986,2.8704827,1.0537344958519009e-221
Sst_19,4,SST,30.815538,3.8813393,1.066946677563415e-206
Sst_19,5,TRHDE,28.771358,2.9691634,2.575654352693402e-180
Sst_19,6,SAMD5,27.633265,2.541607,1.9439802935167252e-166
Sst_19,7,COL25A1,26.978374,3.1678061,9.961435853857784e-159
Sst_19,8,SYNPR,26.902912,2.5726848,6.675290059288877e-158
Sst_19,9,LHX6,20.955011,2.465028,4.441762196447708e-96
Sst_19,10,ANK1,18.244728,1.6253806,4.610002080917612e-73
Sst_20,1,CDH12,31.522781,3.5475557,1.113557621546905e-215
Sst_20,2,SST,29.069418,4.002913,1.1501274552521788e-183
Sst_20,3,TAC1,27.34536,3.870411,1.0749971065695306e-162
Sst_20,4,SLC24A3,25.927376,2.6662903,2.1517820406644737e-146
Sst_20,5,CUX2,25.335417,2.957281,6.844123218540571e-140
Sst_20,6,PLCH1,24.405733,2.6838787,6.516095582650135e-130
Sst_20,7,NXPH2,23.526726,2.7447298,8.16550307458597e-121
Sst_20,8,SYNPR,23.383385,2.535714,2.073777753407455e-119
Sst_20,9,MYO5B,23.345264,2.8159673,4.4990646558816334e-119
Sst_20,10,TENM1,22.069803,1.9876462,1.6216632860531167e-106
Sst_22,1,CDH12,23.9486,3.5062246,2.5131617735166896e-124
Sst_22,2,SST,22.08173,3.8747108,6.227935102070891e-106
Sst_22,3,STK32B,21.774063,4.406985,3.5833070532079546e-103
Sst_22,4,TENM1,20.618551,2.5445964,1.2300125711217573e-92
Sst_22,5,CUX2,17.893759,2.7015245,6.938151566233824e-70
Sst_22,6,SYNPR,17.695278,2.4820156,1.9986906007276883e-68
Sst_22,7,SLC24A3,17.505259,2.3198798,4.908013321664034e-67
Sst_22,8,NXPH2,16.56446,2.4535542,4.1390512501210153e-60
Sst_22,9,DCN,16.01305,3.0960965,3.027555131342145e-56
Sst_22,10,CDH4,15.874175,2.1791174,2.515857361447442e-55
Sst_23,1,CDH12,32.44272,3.32898,1.8046739701601097e-228
Sst_23,2,COL25A1,32.324764,3.796429,4.129294380227258e-227
Sst_23,3,NXPH2,30.45229,3.6338294,9.79390055905244e-202
Sst_23,4,TENM1,29.002432,2.6089296,4.031070652688444e-183
Sst_23,5,CUX2,28.344894,3.0927832,5.08907805573508e-175
Sst_23,6,TMEM132C,26.841894,2.9259658,4.5972613258741404e-157
Sst_23,7,SLC24A3,25.123583,2.3945432,1.0325161057501549e-137
Sst_23,8,HTR2C,24.288908,3.0776885,8.441493324784281e-129
Sst_23,9,MYO5B,24.167992,2.8494077,1.4116814658138949e-127
Sst_23,10,PTCHD4,23.508234,2.0548503,8.836331310860824e-121
Sst_25,1,CDH12,36.644054,3.7169476,1.4966377917193516e-291
Sst_25,2,SST,30.929346,3.7225928,6.333883541131634e-208
Sst_25,3,COL25A1,28.869177,2.954459,2.552345627816356e-181
Sst_25,4,CUX2,27.756624,2.7883255,9.53048895109239e-168
Sst_25,5,STK32B,27.355736,3.7641249,4.8544388598410604e-163
Sst_25,6,NXPH2,26.459658,2.665364,1.2383154640016333e-152
Sst_25,7,MYO5B,26.253902,2.7464712,2.4236521402122693e-150
Sst_25,8,SLC24A3,26.15958,2.35444,2.5209283590576057e-149
Sst_25,9,TMEM132C,25.876875,2.5710037,3.544580449202544e-146
Sst_25,10,TENM1,25.777702,2.092718,4.1481502017931114e-145
VLMC_1,1,LAMA2,15.463013,7.9722915,1.6213087504981002e-51
VLMC_1,2,DCN,14.948478,6.5497966,2.0954603804359382e-48
VLMC_1,3,TMEM132C,14.227682,4.4440937,5.4084298168910535e-44
VLMC_1,4,SEMA5A,13.535696,4.498446,6.3295423618262894e-40
VLMC_1,5,CEMIP,13.246667,6.1998353,2.481091501306234e-38
