donor,depth_bin,celltype,count,depth_midpoint,total
H21.33.012,6,Pax6,3,0.4785746476917123,1603
H21.33.012,6,Pvalb,73,0.4785746476917123,1603
H21.33.012,6,Sst,26,0.4785746476917123,1603
H21.33.012,6,VLMC,64,0.4785746476917123,1603
H21.33.012,6,Vip,27,0.4785746476917123,1603
H21.33.012,7,Astrocyte,105,0.5265249766703246,1380
H21.33.012,7,Chandelier,6,0.5265249766703246,1380
H21.33.012,7,Endothelial,85,0.5265249766703246,1380
H21.33.012,7,L2/3 IT,4,0.5265249766703246,1380
H21.33.012,7,L4 IT,368,0.5265249766703246,1380
H21.33.012,7,L5 ET,24,0.5265249766703246,1380
H21.33.012,7,L5 IT,338,0.5265249766703246,1380
H21.33.012,7,L5/6 NP,18,0.5265249766703246,1380
H21.33.012,7,L6 IT,12,0.5265249766703246,1380
H21.33.012,7,L6 IT Car3,5,0.5265249766703246,1380
H21.33.012,7,Lamp5,7,0.5265249766703246,1380
H21.33.012,7,Lamp5 Lhx6,5,0.5265249766703246,1380
H21.33.012,7,Microglia-PVM,58,0.5265249766703246,1380
H21.33.012,7,OPC,31,0.5265249766703246,1380
H21.33.012,7,Oligodendrocyte,173,0.5265249766703246,1380
H21.33.012,7,Pvalb,44,0.5265249766703246,1380
H21.33.012,7,Sst,24,0.5265249766703246,1380
H21.33.012,7,Sst Chodl,1,0.5265249766703246,1380
H21.33.012,7,VLMC,60,0.5265249766703246,1380
H21.33.012,7,Vip,12,0.5265249766703246,1380
H21.33.012,8,Astrocyte,115,0.5736308020987178,1144
H21.33.012,8,Chandelier,1,0.5736308020987178,1144
H21.33.012,8,Endothelial,66,0.5736308020987178,1144
H21.33.012,8,L2/3 IT,3,0.5736308020987178,1144
H21.33.012,8,L4 IT,42,0.5736308020987178,1144
H21.33.012,8,L5 ET,44,0.5736308020987178,1144
H21.33.012,8,L5 IT,357,0.5736308020987178,1144
H21.33.012,8,L5/6 NP,75,0.5736308020987178,1144
H21.33.012,8,L6 IT,23,0.5736308020987178,1144
H21.33.012,8,L6 IT Car3,20,0.5736308020987178,1144
H21.33.012,8,L6b,2,0.5736308020987178,1144
H21.33.012,8,Lamp5,4,0.5736308020987178,1144
H21.33.012,8,Lamp5 Lhx6,6,0.5736308020987178,1144
H21.33.012,8,Microglia-PVM,56,0.5736308020987178,1144
H21.33.012,8,OPC,43,0.5736308020987178,1144
H21.33.012,8,Oligodendrocyte,170,0.5736308020987178,1144
H21.33.012,8,Pax6,1,0.5736308020987178,1144
H21.33.012,8,Pvalb,39,0.5736308020987178,1144
H21.33.012,8,Sst,30,0.5736308020987178,1144
H21.33.012,8,VLMC,37,0.5736308020987178,1144
H21.33.012,8,Vip,10,0.5736308020987178,1144
H21.33.012,9,Astrocyte,149,0.6232998583340807,1282
H21.33.012,9,Chandelier,1,0.6232998583340807,1282
H21.33.012,9,Endothelial,78,0.6232998583340807,1282
H21.33.012,9,L2/3 IT,2,0.6232998583340807,1282
H21.33.012,9,L4 IT,24,0.6232998583340807,1282
H21.33.012,9,L5 ET,16,0.6232998583340807,1282
H21.33.012,9,L5 IT,312,0.6232998583340807,1282
H21.33.012,9,L5/6 NP,90,0.6232998583340807,1282
H21.33.012,9,L6 CT,2,0.6232998583340807,1282
H21.33.012,9,L6 IT,32,0.6232998583340807,1282
H21.33.012,9,L6 IT Car3,27,0.6232998583340807,1282
H21.33.012,9,L6b,9,0.6232998583340807,1282
H21.33.012,9,Lamp5,3,0.6232998583340807,1282
H21.33.012,9,Lamp5 Lhx6,13,0.6232998583340807,1282
H21.33.012,9,Microglia-PVM,96,0.6232998583340807,1282
H21.33.012,9,OPC,51,0.6232998583340807,1282
H21.33.012,9,Oligodendrocyte,234,0.6232998583340807,1282
H21.33.012,9,Pax6,1,0.6232998583340807,1282
H21.33.012,9,Pvalb,39,0.6232998583340807,1282
H21.33.012,9,Sncg,1,0.6232998583340807,1282
H21.33.012,9,Sst,45,0.6232998583340807,1282
H21.33.012,9,VLMC,47,0.6232998583340807,1282
H21.33.012,9,Vip,10,0.6232998583340807,1282
H21.33.012,10,Astrocyte,176,0.6753469056984731,1320
H21.33.012,10,Chandelier,5,0.6753469056984731,1320
H21.33.012,10,Endothelial,80,0.6753469056984731,1320
H21.33.012,10,L2/3 IT,7,0.6753469056984731,1320
H21.33.012,10,L4 IT,3,0.6753469056984731,1320
H21.33.012,10,L5 ET,1,0.6753469056984731,1320
H21.33.012,10,L5 IT,231,0.6753469056984731,1320
H21.33.012,10,L5/6 NP,40,0.6753469056984731,1320
H21.33.012,10,L6 CT,22,0.6753469056984731,1320
H21.33.012,10,L6 IT,57,0.6753469056984731,1320
H21.33.012,10,L6 IT Car3,123,0.6753469056984731,1320
H21.33.012,10,L6b,32,0.6753469056984731,1320
H21.33.012,10,Lamp5,5,0.6753469056984731,1320
H21.33.012,10,Lamp5 Lhx6,16,0.6753469056984731,1320
H21.33.012,10,Microglia-PVM,81,0.6753469056984731,1320
H21.33.012,10,OPC,37,0.6753469056984731,1320
H21.33.012,10,Oligodendrocyte,281,0.6753469056984731,1320
H21.33.012,10,Pax6,1,0.6753469056984731,1320
H21.33.012,10,Pvalb,27,0.6753469056984731,1320
H21.33.012,10,Sst,32,0.6753469056984731,1320
H21.33.012,10,Sst Chodl,2,0.6753469056984731,1320
H21.33.012,10,VLMC,58,0.6753469056984731,1320
H21.33.012,10,Vip,3,0.6753469056984731,1320
H21.33.012,11,Astrocyte,183,0.7286523577098767,1357
H21.33.012,11,Chandelier,3,0.7286523577098767,1357
H21.33.012,11,Endothelial,76,0.7286523577098767,1357
H21.33.012,11,L2/3 IT,3,0.7286523577098767,1357
H21.33.012,11,L4 IT,1,0.7286523577098767,1357
H21.33.012,11,L5 ET,1,0.7286523577098767,1357
H21.33.012,11,L5 IT,40,0.7286523577098767,1357
H21.33.012,11,L5/6 NP,8,0.7286523577098767,1357
H21.33.012,11,L6 CT,91,0.7286523577098767,1357
H21.33.012,11,L6 IT,137,0.7286523577098767,1357
H21.33.012,11,L6 IT Car3,161,0.7286523577098767,1357
H21.33.012,11,L6b,103,0.7286523577098767,1357
H21.33.012,11,Lamp5,2,0.7286523577098767,1357
H21.33.012,11,Lamp5 Lhx6,20,0.7286523577098767,1357
H21.33.012,11,Microglia-PVM,77,0.7286523577098767,1357
H21.33.012,11,OPC,52,0.7286523577098767,1357
H21.33.012,11,Oligodendrocyte,303,0.7286523577098767,1357
H21.33.012,11,Pvalb,15,0.7286523577098767,1357
H21.33.012,11,Sst,28,0.7286523577098767,1357
H21.33.012,11,VLMC,50,0.7286523577098767,1357
H21.33.012,11,Vip,3,0.7286523577098767,1357
H21.33.012,12,Astrocyte,171,0.7835778716327416,1439
H21.33.012,12,Chandelier,5,0.7835778716327416,1439
H21.33.012,12,Endothelial,92,0.7835778716327416,1439
H21.33.012,12,L2/3 IT,2,0.7835778716327416,1439
H21.33.012,12,L4 IT,2,0.7835778716327416,1439
H21.33.012,12,L5 ET,2,0.7835778716327416,1439
H21.33.012,12,L5 IT,9,0.7835778716327416,1439
H21.33.012,12,L5/6 NP,6,0.7835778716327416,1439
H21.33.012,12,L6 CT,88,0.7835778716327416,1439
H21.33.012,12,L6 IT,259,0.7835778716327416,1439
H21.33.012,12,L6 IT Car3,63,0.7835778716327416,1439
H21.33.012,12,L6b,119,0.7835778716327416,1439
H21.33.012,12,Lamp5,1,0.7835778716327416,1439
H21.33.012,12,Lamp5 Lhx6,20,0.7835778716327416,1439
H21.33.012,12,Microglia-PVM,91,0.7835778716327416,1439
H21.33.012,12,OPC,51,0.7835778716327416,1439
H21.33.012,12,Oligodendrocyte,346,0.7835778716327416,1439
H21.33.012,12,Pvalb,17,0.7835778716327416,1439
H21.33.012,12,Sst,26,0.7835778716327416,1439
H21.33.012,12,Sst Chodl,2,0.7835778716327416,1439
H21.33.012,12,VLMC,66,0.7835778716327416,1439
H21.33.012,12,Vip,1,0.7835778716327416,1439
H21.33.012,13,Astrocyte,214,0.8417991197317191,1726
H21.33.012,13,Chandelier,6,0.8417991197317191,1726
H21.33.012,13,Endothelial,75,0.8417991197317191,1726
H21.33.012,13,L2/3 IT,9,0.8417991197317191,1726
H21.33.012,13,L4 IT,1,0.8417991197317191,1726
H21.33.012,13,L5 IT,20,0.8417991197317191,1726
H21.33.012,13,L5/6 NP,10,0.8417991197317191,1726
H21.33.012,13,L6 CT,92,0.8417991197317191,1726
H21.33.012,13,L6 IT,344,0.8417991197317191,1726
H21.33.012,13,L6 IT Car3,30,0.8417991197317191,1726
H21.33.012,13,L6b,119,0.8417991197317191,1726
H21.33.012,13,Lamp5,4,0.8417991197317191,1726
H21.33.012,13,Lamp5 Lhx6,17,0.8417991197317191,1726
H21.33.012,13,Microglia-PVM,101,0.8417991197317191,1726
H21.33.012,13,OPC,60,0.8417991197317191,1726
H21.33.012,13,Oligodendrocyte,524,0.8417991197317191,1726
H21.33.012,13,Pax6,1,0.8417991197317191,1726
H21.33.012,13,Pvalb,18,0.8417991197317191,1726
H21.33.012,13,Sst,28,0.8417991197317191,1726
H21.33.012,13,Sst Chodl,2,0.8417991197317191,1726
H21.33.012,13,VLMC,48,0.8417991197317191,1726
H21.33.012,13,Vip,3,0.8417991197317191,1726
H21.33.012,14,Astrocyte,288,0.9359857751952485,2172
H21.33.012,14,Chandelier,2,0.9359857751952485,2172
H21.33.012,14,Endothelial,83,0.9359857751952485,2172
H21.33.012,14,L2/3 IT,4,0.9359857751952485,2172
H21.33.012,14,L4 IT,1,0.9359857751952485,2172
H21.33.012,14,L5 IT,8,0.9359857751952485,2172
H21.33.012,14,L5/6 NP,1,0.9359857751952485,2172
H21.33.012,14,L6 CT,82,0.9359857751952485,2172
H21.33.012,14,L6 IT,185,0.9359857751952485,2172
H21.33.012,14,L6 IT Car3,11,0.9359857751952485,2172
H21.33.012,14,L6b,132,0.9359857751952485,2172
H21.33.012,14,Lamp5,6,0.9359857751952485,2172
H21.33.012,14,Lamp5 Lhx6,18,0.9359857751952485,2172
H21.33.012,14,Microglia-PVM,178,0.9359857751952485,2172
H21.33.012,14,OPC,70,0.9359857751952485,2172
H21.33.012,14,Oligodendrocyte,1016,0.9359857751952485,2172
H21.33.012,14,Pax6,2,0.9359857751952485,2172
H21.33.012,14,Pvalb,6,0.9359857751952485,2172
H21.33.012,14,Sst,16,0.9359857751952485,2172
H21.33.012,14,Sst Chodl,2,0.9359857751952485,2172
H21.33.012,14,VLMC,58,0.9359857751952485,2172
H21.33.012,14,Vip,3,0.9359857751952485,2172
H21.33.013,0,Astrocyte,14,0.07012815840520031,111
H21.33.013,0,Chandelier,1,0.07012815840520031,111
H21.33.013,0,Endothelial,3,0.07012815840520031,111
H21.33.013,0,L2/3 IT,31,0.07012815840520031,111
H21.33.013,0,L6 IT Car3,3,0.07012815840520031,111
H21.33.013,0,Lamp5,3,0.07012815840520031,111
H21.33.013,0,Lamp5 Lhx6,1,0.07012815840520031,111
H21.33.013,0,Microglia-PVM,21,0.07012815840520031,111
H21.33.013,0,OPC,6,0.07012815840520031,111
H21.33.013,0,Oligodendrocyte,6,0.07012815840520031,111
H21.33.013,0,Pax6,1,0.07012815840520031,111
H21.33.013,0,Pvalb,1,0.07012815840520031,111
H21.33.013,0,Sncg,6,0.07012815840520031,111
H21.33.013,0,VLMC,4,0.07012815840520031,111
H21.33.013,0,Vip,10,0.07012815840520031,111
H21.33.013,1,Astrocyte,20,0.17196188121655695,89
H21.33.013,1,Chandelier,1,0.17196188121655695,89
H21.33.013,1,Endothelial,4,0.17196188121655695,89
H21.33.013,1,L2/3 IT,16,0.17196188121655695,89
H21.33.013,1,L4 IT,2,0.17196188121655695,89
H21.33.013,1,L6 IT Car3,1,0.17196188121655695,89
H21.33.013,1,Lamp5,1,0.17196188121655695,89
H21.33.013,1,Lamp5 Lhx6,2,0.17196188121655695,89
H21.33.013,1,Microglia-PVM,20,0.17196188121655695,89
H21.33.013,1,OPC,6,0.17196188121655695,89
H21.33.013,1,Oligodendrocyte,4,0.17196188121655695,89
H21.33.013,1,Pax6,1,0.17196188121655695,89
H21.33.013,1,VLMC,9,0.17196188121655695,89
H21.33.013,1,Vip,2,0.17196188121655695,89
H21.33.013,2,Astrocyte,22,0.2359988162850995,96
H21.33.013,2,Endothelial,4,0.2359988162850995,96
H21.33.013,2,L2/3 IT,12,0.2359988162850995,96
H21.33.013,2,L4 IT,1,0.2359988162850995,96
H21.33.013,2,L6 IT Car3,1,0.2359988162850995,96
H21.33.013,2,Lamp5,2,0.2359988162850995,96
H21.33.013,2,Lamp5 Lhx6,2,0.2359988162850995,96
H21.33.013,2,Microglia-PVM,26,0.2359988162850995,96
H21.33.013,2,OPC,13,0.2359988162850995,96
H21.33.013,2,Oligodendrocyte,5,0.2359988162850995,96
H21.33.013,2,Sncg,2,0.2359988162850995,96
H21.33.013,2,Sst,1,0.2359988162850995,96
H21.33.013,2,VLMC,5,0.2359988162850995,96
H21.33.013,3,Astrocyte,16,0.30169529422504904,94
H21.33.013,3,Endothelial,2,0.30169529422504904,94
H21.33.013,3,L2/3 IT,4,0.30169529422504904,94
H21.33.013,3,L4 IT,5,0.30169529422504904,94
H21.33.013,3,L6 IT Car3,1,0.30169529422504904,94
H21.33.013,3,Lamp5,4,0.30169529422504904,94
H21.33.013,3,Lamp5 Lhx6,1,0.30169529422504904,94
H21.33.013,3,Microglia-PVM,29,0.30169529422504904,94
H21.33.013,3,OPC,2,0.30169529422504904,94
H21.33.013,3,Oligodendrocyte,17,0.30169529422504904,94
H21.33.013,3,Pvalb,2,0.30169529422504904,94
H21.33.013,3,VLMC,11,0.30169529422504904,94
H21.33.013,4,Astrocyte,14,0.36597000272942565,148
H21.33.013,4,Endothelial,5,0.36597000272942565,148
H21.33.013,4,L2/3 IT,8,0.36597000272942565,148
H21.33.013,4,L4 IT,33,0.36597000272942565,148
H21.33.013,4,L5 ET,1,0.36597000272942565,148
H21.33.013,4,L5 IT,1,0.36597000272942565,148
H21.33.013,4,L6 IT Car3,2,0.36597000272942565,148
H21.33.013,4,Lamp5,6,0.36597000272942565,148
H21.33.013,4,Microglia-PVM,29,0.36597000272942565,148
H21.33.013,4,OPC,5,0.36597000272942565,148
H21.33.013,4,Oligodendrocyte,17,0.36597000272942565,148
H21.33.013,4,Pvalb,6,0.36597000272942565,148
H21.33.013,4,Sncg,2,0.36597000272942565,148
H21.33.013,4,Sst,2,0.36597000272942565,148
H21.33.013,4,VLMC,15,0.36597000272942565,148
H21.33.013,4,Vip,2,0.36597000272942565,148
H21.33.013,5,Astrocyte,8,0.4252794918490117,212
H21.33.013,5,Chandelier,1,0.4252794918490117,212
H21.33.013,5,Endothelial,10,0.4252794918490117,212
H21.33.013,5,L2/3 IT,4,0.4252794918490117,212
H21.33.013,5,L4 IT,84,0.4252794918490117,212
H21.33.013,5,L5 IT,15,0.4252794918490117,212
H21.33.013,5,L5/6 NP,1,0.4252794918490117,212
H21.33.013,5,L6 IT,1,0.4252794918490117,212
H21.33.013,5,L6 IT Car3,1,0.4252794918490117,212
H21.33.013,5,L6b,1,0.4252794918490117,212
H21.33.013,5,Lamp5,4,0.4252794918490117,212
H21.33.013,5,Lamp5 Lhx6,1,0.4252794918490117,212
H21.33.013,5,Microglia-PVM,33,0.4252794918490117,212
H21.33.013,5,OPC,5,0.4252794918490117,212
H21.33.013,5,Oligodendrocyte,23,0.4252794918490117,212
H21.33.013,5,Pvalb,7,0.4252794918490117,212
H21.33.013,5,Sncg,2,0.4252794918490117,212
H21.33.013,5,VLMC,10,0.4252794918490117,212
H21.33.013,5,Vip,1,0.4252794918490117,212
H21.33.013,6,Astrocyte,13,0.4785746476917123,146
H21.33.013,6,Chandelier,1,0.4785746476917123,146
H21.33.013,6,Endothelial,10,0.4785746476917123,146
H21.33.013,6,L2/3 IT,3,0.4785746476917123,146
H21.33.013,6,L4 IT,28,0.4785746476917123,146
H21.33.013,6,L5 ET,4,0.4785746476917123,146
H21.33.013,6,L5 IT,21,0.4785746476917123,146
H21.33.013,6,L6 IT,1,0.4785746476917123,146
H21.33.013,6,L6 IT Car3,3,0.4785746476917123,146
H21.33.013,6,Lamp5,5,0.4785746476917123,146
H21.33.013,6,Lamp5 Lhx6,5,0.4785746476917123,146
H21.33.013,6,Microglia-PVM,19,0.4785746476917123,146
H21.33.013,6,OPC,8,0.4785746476917123,146
H21.33.013,6,Oligodendrocyte,15,0.4785746476917123,146
H21.33.013,6,Sncg,1,0.4785746476917123,146
H21.33.013,6,Sst,1,0.4785746476917123,146
H21.33.013,6,VLMC,7,0.4785746476917123,146
H21.33.013,6,Vip,1,0.4785746476917123,146
H21.33.013,7,Astrocyte,13,0.5265249766703246,110
H21.33.013,7,Endothelial,6,0.5265249766703246,110
H21.33.013,7,L2/3 IT,2,0.5265249766703246,110
H21.33.013,7,L4 IT,12,0.5265249766703246,110
H21.33.013,7,L5 ET,6,0.5265249766703246,110
H21.33.013,7,L5 IT,14,0.5265249766703246,110
H21.33.013,7,L5/6 NP,1,0.5265249766703246,110
H21.33.013,7,L6 IT,1,0.5265249766703246,110
H21.33.013,7,L6 IT Car3,1,0.5265249766703246,110
H21.33.013,7,Lamp5,4,0.5265249766703246,110
H21.33.013,7,Lamp5 Lhx6,1,0.5265249766703246,110
H21.33.013,7,Microglia-PVM,15,0.5265249766703246,110
H21.33.013,7,OPC,5,0.5265249766703246,110
H21.33.013,7,Oligodendrocyte,20,0.5265249766703246,110
H21.33.013,7,Pvalb,1,0.5265249766703246,110
H21.33.013,7,Sncg,1,0.5265249766703246,110
H21.33.013,7,Sst,3,0.5265249766703246,110
H21.33.013,7,VLMC,3,0.5265249766703246,110
H21.33.013,7,Vip,1,0.5265249766703246,110
H21.33.013,8,Astrocyte,17,0.5736308020987178,124
H21.33.013,8,Endothelial,10,0.5736308020987178,124
H21.33.013,8,L4 IT,8,0.5736308020987178,124
H21.33.013,8,L5 ET,4,0.5736308020987178,124
H21.33.013,8,L5 IT,15,0.5736308020987178,124
H21.33.013,8,L5/6 NP,3,0.5736308020987178,124
H21.33.013,8,L6 CT,3,0.5736308020987178,124
H21.33.013,8,L6 IT,4,0.5736308020987178,124
H21.33.013,8,L6 IT Car3,6,0.5736308020987178,124
H21.33.013,8,Lamp5,1,0.5736308020987178,124
H21.33.013,8,Microglia-PVM,8,0.5736308020987178,124
H21.33.013,8,OPC,8,0.5736308020987178,124
H21.33.013,8,Oligodendrocyte,24,0.5736308020987178,124
H21.33.013,8,Pvalb,2,0.5736308020987178,124
H21.33.013,8,Sncg,2,0.5736308020987178,124
H21.33.013,8,Sst,2,0.5736308020987178,124
H21.33.013,8,VLMC,7,0.5736308020987178,124
H21.33.013,9,Astrocyte,10,0.6232998583340807,149
H21.33.013,9,Endothelial,11,0.6232998583340807,149
H21.33.013,9,L2/3 IT,1,0.6232998583340807,149
H21.33.013,9,L4 IT,2,0.6232998583340807,149
H21.33.013,9,L5 ET,7,0.6232998583340807,149
H21.33.013,9,L5 IT,10,0.6232998583340807,149
H21.33.013,9,L5/6 NP,6,0.6232998583340807,149
H21.33.013,9,L6 IT,11,0.6232998583340807,149
H21.33.013,9,L6 IT Car3,13,0.6232998583340807,149
H21.33.013,9,L6b,8,0.6232998583340807,149
H21.33.013,9,Lamp5,2,0.6232998583340807,149
H21.33.013,9,Lamp5 Lhx6,1,0.6232998583340807,149
H21.33.013,9,Microglia-PVM,24,0.6232998583340807,149
H21.33.013,9,OPC,4,0.6232998583340807,149
H21.33.013,9,Oligodendrocyte,25,0.6232998583340807,149
H21.33.013,9,Sst,2,0.6232998583340807,149
H21.33.013,9,VLMC,12,0.6232998583340807,149
H21.33.013,10,Astrocyte,6,0.6753469056984731,152
H21.33.013,10,Chandelier,1,0.6753469056984731,152
H21.33.013,10,Endothelial,12,0.6753469056984731,152
H21.33.013,10,L2/3 IT,2,0.6753469056984731,152
H21.33.013,10,L4 IT,1,0.6753469056984731,152
H21.33.013,10,L5 ET,1,0.6753469056984731,152
H21.33.013,10,L5 IT,15,0.6753469056984731,152
H21.33.013,10,L5/6 NP,2,0.6753469056984731,152
H21.33.013,10,L6 CT,4,0.6753469056984731,152
H21.33.013,10,L6 IT,13,0.6753469056984731,152
H21.33.013,10,L6 IT Car3,24,0.6753469056984731,152
H21.33.013,10,L6b,7,0.6753469056984731,152
H21.33.013,10,Lamp5,3,0.6753469056984731,152
H21.33.013,10,Microglia-PVM,18,0.6753469056984731,152
H21.33.013,10,OPC,6,0.6753469056984731,152
H21.33.013,10,Oligodendrocyte,26,0.6753469056984731,152
H21.33.013,10,Sst,4,0.6753469056984731,152
H21.33.013,10,VLMC,6,0.6753469056984731,152
H21.33.013,10,Vip,1,0.6753469056984731,152
H21.33.013,11,Astrocyte,11,0.7286523577098767,192
H21.33.013,11,Endothelial,5,0.7286523577098767,192
H21.33.013,11,L2/3 IT,2,0.7286523577098767,192
H21.33.013,11,L4 IT,10,0.7286523577098767,192
H21.33.013,11,L5 IT,9,0.7286523577098767,192
H21.33.013,11,L5/6 NP,3,0.7286523577098767,192
H21.33.013,11,L6 CT,2,0.7286523577098767,192
H21.33.013,11,L6 IT,27,0.7286523577098767,192
H21.33.013,11,L6 IT Car3,15,0.7286523577098767,192
H21.33.013,11,L6b,14,0.7286523577098767,192
H21.33.013,11,Lamp5,1,0.7286523577098767,192
H21.33.013,11,Lamp5 Lhx6,1,0.7286523577098767,192
H21.33.013,11,Microglia-PVM,22,0.7286523577098767,192
H21.33.013,11,OPC,14,0.7286523577098767,192
H21.33.013,11,Oligodendrocyte,49,0.7286523577098767,192
H21.33.013,11,Sncg,1,0.7286523577098767,192
H21.33.013,11,Sst,3,0.7286523577098767,192
H21.33.013,11,VLMC,2,0.7286523577098767,192
H21.33.013,11,Vip,1,0.7286523577098767,192
H21.33.013,12,Astrocyte,13,0.7835778716327416,177
H21.33.013,12,Endothelial,7,0.7835778716327416,177
H21.33.013,12,L2/3 IT,3,0.7835778716327416,177
H21.33.013,12,L4 IT,1,0.7835778716327416,177
H21.33.013,12,L5 ET,3,0.7835778716327416,177
H21.33.013,12,L5 IT,3,0.7835778716327416,177
H21.33.013,12,L5/6 NP,3,0.7835778716327416,177
H21.33.013,12,L6 CT,5,0.7835778716327416,177
H21.33.013,12,L6 IT,24,0.7835778716327416,177
H21.33.013,12,L6 IT Car3,23,0.7835778716327416,177
H21.33.013,12,L6b,18,0.7835778716327416,177
H21.33.013,12,Lamp5,3,0.7835778716327416,177
H21.33.013,12,Lamp5 Lhx6,1,0.7835778716327416,177
H21.33.013,12,Microglia-PVM,25,0.7835778716327416,177
H21.33.013,12,OPC,2,0.7835778716327416,177
H21.33.013,12,Oligodendrocyte,30,0.7835778716327416,177
H21.33.013,12,Pax6,1,0.7835778716327416,177
H21.33.013,12,Pvalb,1,0.7835778716327416,177
H21.33.013,12,Sst,2,0.7835778716327416,177
H21.33.013,12,VLMC,8,0.7835778716327416,177
H21.33.013,12,Vip,1,0.7835778716327416,177
H21.33.013,13,Astrocyte,16,0.8417991197317191,188
H21.33.013,13,Endothelial,7,0.8417991197317191,188
H21.33.013,13,L2/3 IT,1,0.8417991197317191,188
H21.33.013,13,L4 IT,1,0.8417991197317191,188
H21.33.013,13,L5 ET,1,0.8417991197317191,188
H21.33.013,13,L5 IT,3,0.8417991197317191,188
H21.33.013,13,L5/6 NP,2,0.8417991197317191,188
H21.33.013,13,L6 CT,6,0.8417991197317191,188
H21.33.013,13,L6 IT,18,0.8417991197317191,188
H21.33.013,13,L6 IT Car3,18,0.8417991197317191,188
H21.33.013,13,L6b,25,0.8417991197317191,188
H21.33.013,13,Lamp5 Lhx6,1,0.8417991197317191,188
H21.33.013,13,Microglia-PVM,29,0.8417991197317191,188
H21.33.013,13,OPC,9,0.8417991197317191,188
H21.33.013,13,Oligodendrocyte,42,0.8417991197317191,188
H21.33.013,13,Sst,1,0.8417991197317191,188
H21.33.013,13,VLMC,6,0.8417991197317191,188
H21.33.013,13,Vip,2,0.8417991197317191,188
H21.33.013,14,Astrocyte,6,0.9359857751952485,124
H21.33.013,14,Endothelial,4,0.9359857751952485,124
H21.33.013,14,L2/3 IT,1,0.9359857751952485,124
H21.33.013,14,L5 ET,1,0.9359857751952485,124
H21.33.013,14,L5 IT,5,0.9359857751952485,124
H21.33.013,14,L6 CT,5,0.9359857751952485,124
H21.33.013,14,L6 IT,11,0.9359857751952485,124
H21.33.013,14,L6 IT Car3,19,0.9359857751952485,124
H21.33.013,14,L6b,9,0.9359857751952485,124
H21.33.013,14,Lamp5,1,0.9359857751952485,124
H21.33.013,14,Microglia-PVM,26,0.9359857751952485,124
H21.33.013,14,OPC,3,0.9359857751952485,124
H21.33.013,14,Oligodendrocyte,27,0.9359857751952485,124
H21.33.013,14,Sst,1,0.9359857751952485,124
H21.33.013,14,VLMC,5,0.9359857751952485,124
H21.33.014,0,Astrocyte,54,0.07012815840520031,363
H21.33.014,0,Endothelial,11,0.07012815840520031,363
H21.33.014,0,L2/3 IT,122,0.07012815840520031,363
H21.33.014,0,L6 IT,2,0.07012815840520031,363
H21.33.014,0,Lamp5,17,0.07012815840520031,363
H21.33.014,0,Lamp5 Lhx6,1,0.07012815840520031,363
H21.33.014,0,Microglia-PVM,43,0.07012815840520031,363
H21.33.014,0,OPC,11,0.07012815840520031,363
H21.33.014,0,Oligodendrocyte,13,0.07012815840520031,363
H21.33.014,0,Pax6,5,0.07012815840520031,363
H21.33.014,0,Pvalb,6,0.07012815840520031,363
H21.33.014,0,Sncg,18,0.07012815840520031,363
H21.33.014,0,Sst,13,0.07012815840520031,363
H21.33.014,0,VLMC,13,0.07012815840520031,363
H21.33.014,0,Vip,34,0.07012815840520031,363
H21.33.014,1,Astrocyte,33,0.17196188121655695,299
H21.33.014,1,Chandelier,1,0.17196188121655695,299
H21.33.014,1,Endothelial,24,0.17196188121655695,299
H21.33.014,1,L2/3 IT,124,0.17196188121655695,299
H21.33.014,1,Lamp5,3,0.17196188121655695,299
H21.33.014,1,Lamp5 Lhx6,1,0.17196188121655695,299
H21.33.014,1,Microglia-PVM,22,0.17196188121655695,299
H21.33.014,1,OPC,12,0.17196188121655695,299
H21.33.014,1,Oligodendrocyte,12,0.17196188121655695,299
H21.33.014,1,Pax6,1,0.17196188121655695,299
H21.33.014,1,Pvalb,18,0.17196188121655695,299
H21.33.014,1,Sst,7,0.17196188121655695,299
H21.33.014,1,Sst Chodl,2,0.17196188121655695,299
H21.33.014,1,VLMC,16,0.17196188121655695,299
H21.33.014,1,Vip,23,0.17196188121655695,299
H21.33.014,2,Astrocyte,37,0.2359988162850995,224
H21.33.014,2,Chandelier,1,0.2359988162850995,224
H21.33.014,2,Endothelial,16,0.2359988162850995,224
H21.33.014,2,L2/3 IT,61,0.2359988162850995,224
H21.33.014,2,L4 IT,1,0.2359988162850995,224
H21.33.014,2,L6 IT Car3,1,0.2359988162850995,224
H21.33.014,2,Lamp5,3,0.2359988162850995,224
H21.33.014,2,Lamp5 Lhx6,1,0.2359988162850995,224
H21.33.014,2,Microglia-PVM,20,0.2359988162850995,224
H21.33.014,2,OPC,12,0.2359988162850995,224
H21.33.014,2,Oligodendrocyte,22,0.2359988162850995,224
H21.33.014,2,Pvalb,14,0.2359988162850995,224
H21.33.014,2,Sncg,1,0.2359988162850995,224
H21.33.014,2,Sst,7,0.2359988162850995,224
H21.33.014,2,VLMC,12,0.2359988162850995,224
H21.33.014,2,Vip,15,0.2359988162850995,224
H21.33.014,3,Astrocyte,35,0.30169529422504904,254
H21.33.014,3,Chandelier,1,0.30169529422504904,254
H21.33.014,3,Endothelial,23,0.30169529422504904,254
H21.33.014,3,L2/3 IT,74,0.30169529422504904,254
H21.33.014,3,L4 IT,3,0.30169529422504904,254
